record_type,control_definition,period,group,metric,value,treated_n,control_n,note
project_start_quarter_distribution,CONTROL_C03,2018Q3,control,n_projects,1,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2018Q4,control,n_projects,3,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2019Q1,control,n_projects,3,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2019Q2,control,n_projects,4,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2019Q3,control,n_projects,2,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2019Q4,control,n_projects,9,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2020Q1,control,n_projects,2,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2020Q2,control,n_projects,4,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2020Q3,control,n_projects,6,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2020Q4,control,n_projects,4,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2021Q1,control,n_projects,9,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2021Q2,control,n_projects,5,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2021Q3,control,n_projects,3,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2021Q4,control,n_projects,6,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2022Q1,control,n_projects,8,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2022Q2,control,n_projects,9,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2022Q3,control,n_projects,10,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2022Q4,control,n_projects,4,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2023Q1,control,n_projects,4,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2023Q2,control,n_projects,8,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2023Q3,control,n_projects,5,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2023Q4,control,n_projects,3,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2024Q1,control,n_projects,2,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2024Q2,control,n_projects,5,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2012Q2,treated,n_projects,1,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2012Q3,treated,n_projects,5,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2012Q4,treated,n_projects,4,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2013Q1,treated,n_projects,6,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2013Q2,treated,n_projects,6,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2013Q3,treated,n_projects,8,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2013Q4,treated,n_projects,6,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2014Q1,treated,n_projects,8,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2014Q2,treated,n_projects,3,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2014Q3,treated,n_projects,15,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2014Q4,treated,n_projects,14,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2015Q1,treated,n_projects,18,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2015Q2,treated,n_projects,30,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2015Q3,treated,n_projects,47,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2015Q4,treated,n_projects,51,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2016Q1,treated,n_projects,40,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2016Q2,treated,n_projects,55,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2016Q3,treated,n_projects,35,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2016Q4,treated,n_projects,40,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2017Q1,treated,n_projects,46,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2017Q2,treated,n_projects,52,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2017Q3,treated,n_projects,35,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2017Q4,treated,n_projects,8,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2018Q1,treated,n_projects,31,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2018Q2,treated,n_projects,52,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2018Q3,treated,n_projects,93,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2018Q4,treated,n_projects,84,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2019Q1,treated,n_projects,102,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2019Q2,treated,n_projects,97,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2019Q3,treated,n_projects,91,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2019Q4,treated,n_projects,91,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2020Q1,treated,n_projects,153,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2020Q2,treated,n_projects,113,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2020Q3,treated,n_projects,102,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2020Q4,treated,n_projects,49,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2021Q1,treated,n_projects,161,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2021Q2,treated,n_projects,83,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2021Q3,treated,n_projects,60,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2021Q4,treated,n_projects,84,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2022Q1,treated,n_projects,132,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2022Q2,treated,n_projects,119,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2022Q3,treated,n_projects,154,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2022Q4,treated,n_projects,134,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2023Q1,treated,n_projects,138,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2023Q2,treated,n_projects,150,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2023Q3,treated,n_projects,135,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2023Q4,treated,n_projects,141,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2024Q1,treated,n_projects,159,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C03,2024Q2,treated,n_projects,84,,,incumbent_did_eligible_apps_only
post_window_summary,CONTROL_C03,short_run_2024Q3_Q4,treated_minus_control,publication_count,-0.009653,3325,130,raw_post_window_difference
post_window_summary,CONTROL_C03,short_run_2024Q3_Q4,treated_minus_control,any_publication,-0.006142,3325,130,raw_post_window_difference
post_window_summary,CONTROL_C03,medium_run_2025Q1_Q4,treated_minus_control,publication_count,0.033936,3325,130,raw_post_window_difference
post_window_summary,CONTROL_C03,medium_run_2025Q1_Q4,treated_minus_control,any_publication,0.024665,3325,130,raw_post_window_difference
post_window_summary,CONTROL_C03,later_post_2026Q1_Q2,treated_minus_control,publication_count,-0.002741,3325,130,raw_post_window_difference
post_window_summary,CONTROL_C03,later_post_2026Q1_Q2,treated_minus_control,any_publication,0.025009,3325,130,raw_post_window_difference
incumbent_did_sample,CONTROL_C03,2022Q3_2026Q2,treated_control,eligible_apps_pre_and_post,3455,3325,130,pre_periods=8; post_periods=8
quarterly_raw_series,CONTROL_C05,2022Q3,treated,mean_publication_count,0.123794,,,
quarterly_raw_series,CONTROL_C05,2022Q3,treated,any_publication_rate,0.086026,,,
quarterly_raw_series,CONTROL_C05,2022Q3,treated,n_at_risk,2383,,,
quarterly_raw_series,CONTROL_C05,2022Q3,treated,mean_project_age_quarters,12.074276,,,
quarterly_raw_series,CONTROL_C05,2022Q3,control,mean_publication_count,0.210000,,,
quarterly_raw_series,CONTROL_C05,2022Q3,control,any_publication_rate,0.110000,,,
quarterly_raw_series,CONTROL_C05,2022Q3,control,n_at_risk,100,,,
quarterly_raw_series,CONTROL_C05,2022Q3,control,mean_project_age_quarters,8.510000,,,
quarterly_raw_series,CONTROL_C05,2022Q4,treated,mean_publication_count,0.127533,,,
quarterly_raw_series,CONTROL_C05,2022Q4,treated,any_publication_rate,0.086611,,,
quarterly_raw_series,CONTROL_C05,2022Q4,treated,n_at_risk,2517,,,
quarterly_raw_series,CONTROL_C05,2022Q4,treated,mean_project_age_quarters,12.378228,,,
quarterly_raw_series,CONTROL_C05,2022Q4,control,mean_publication_count,0.144231,,,
quarterly_raw_series,CONTROL_C05,2022Q4,control,any_publication_rate,0.048077,,,
quarterly_raw_series,CONTROL_C05,2022Q4,control,n_at_risk,104,,,
quarterly_raw_series,CONTROL_C05,2022Q4,control,mean_project_age_quarters,9.144231,,,
quarterly_raw_series,CONTROL_C05,2023Q1,treated,mean_publication_count,0.140490,,,
quarterly_raw_series,CONTROL_C05,2023Q1,treated,any_publication_rate,0.093785,,,
quarterly_raw_series,CONTROL_C05,2023Q1,treated,n_at_risk,2655,,,
quarterly_raw_series,CONTROL_C05,2023Q1,treated,mean_project_age_quarters,12.682863,,,
quarterly_raw_series,CONTROL_C05,2023Q1,control,mean_publication_count,0.092593,,,
quarterly_raw_series,CONTROL_C05,2023Q1,control,any_publication_rate,0.055556,,,
quarterly_raw_series,CONTROL_C05,2023Q1,control,n_at_risk,108,,,
quarterly_raw_series,CONTROL_C05,2023Q1,control,mean_project_age_quarters,9.768519,,,
quarterly_raw_series,CONTROL_C05,2023Q2,treated,mean_publication_count,0.121925,,,
quarterly_raw_series,CONTROL_C05,2023Q2,treated,any_publication_rate,0.081996,,,
quarterly_raw_series,CONTROL_C05,2023Q2,treated,n_at_risk,2805,,,
quarterly_raw_series,CONTROL_C05,2023Q2,treated,mean_project_age_quarters,12.951159,,,
quarterly_raw_series,CONTROL_C05,2023Q2,control,mean_publication_count,0.163793,,,
quarterly_raw_series,CONTROL_C05,2023Q2,control,any_publication_rate,0.060345,,,
quarterly_raw_series,CONTROL_C05,2023Q2,control,n_at_risk,116,,,
quarterly_raw_series,CONTROL_C05,2023Q2,control,mean_project_age_quarters,10.025862,,,
quarterly_raw_series,CONTROL_C05,2023Q3,treated,mean_publication_count,0.116667,,,
quarterly_raw_series,CONTROL_C05,2023Q3,treated,any_publication_rate,0.082993,,,
quarterly_raw_series,CONTROL_C05,2023Q3,treated,n_at_risk,2940,,,
quarterly_raw_series,CONTROL_C05,2023Q3,treated,mean_project_age_quarters,13.310544,,,
quarterly_raw_series,CONTROL_C05,2023Q3,control,mean_publication_count,0.090909,,,
quarterly_raw_series,CONTROL_C05,2023Q3,control,any_publication_rate,0.049587,,,
quarterly_raw_series,CONTROL_C05,2023Q3,control,n_at_risk,121,,,
quarterly_raw_series,CONTROL_C05,2023Q3,control,mean_project_age_quarters,10.570248,,,
quarterly_raw_series,CONTROL_C05,2023Q4,treated,mean_publication_count,0.109705,,,
quarterly_raw_series,CONTROL_C05,2023Q4,treated,any_publication_rate,0.076599,,,
quarterly_raw_series,CONTROL_C05,2023Q4,treated,n_at_risk,3081,,,
quarterly_raw_series,CONTROL_C05,2023Q4,treated,mean_project_age_quarters,13.655631,,,
quarterly_raw_series,CONTROL_C05,2023Q4,control,mean_publication_count,0.129032,,,
quarterly_raw_series,CONTROL_C05,2023Q4,control,any_publication_rate,0.072581,,,
quarterly_raw_series,CONTROL_C05,2023Q4,control,n_at_risk,124,,,
quarterly_raw_series,CONTROL_C05,2023Q4,control,mean_project_age_quarters,11.290323,,,
quarterly_raw_series,CONTROL_C05,2024Q1,treated,mean_publication_count,0.113889,,,
quarterly_raw_series,CONTROL_C05,2024Q1,treated,any_publication_rate,0.079321,,,
quarterly_raw_series,CONTROL_C05,2024Q1,treated,n_at_risk,3240,,,
quarterly_raw_series,CONTROL_C05,2024Q1,treated,mean_project_age_quarters,13.936420,,,
quarterly_raw_series,CONTROL_C05,2024Q1,control,mean_publication_count,0.134921,,,
quarterly_raw_series,CONTROL_C05,2024Q1,control,any_publication_rate,0.087302,,,
quarterly_raw_series,CONTROL_C05,2024Q1,control,n_at_risk,126,,,
quarterly_raw_series,CONTROL_C05,2024Q1,control,mean_project_age_quarters,12.095238,,,
quarterly_raw_series,CONTROL_C05,2024Q2,treated,mean_publication_count,0.128159,,,
quarterly_raw_series,CONTROL_C05,2024Q2,treated,any_publication_rate,0.090253,,,
quarterly_raw_series,CONTROL_C05,2024Q2,treated,n_at_risk,3324,,,
quarterly_raw_series,CONTROL_C05,2024Q2,treated,mean_project_age_quarters,14.558965,,,
quarterly_raw_series,CONTROL_C05,2024Q2,control,mean_publication_count,0.122137,,,
quarterly_raw_series,CONTROL_C05,2024Q2,control,any_publication_rate,0.076336,,,
quarterly_raw_series,CONTROL_C05,2024Q2,control,n_at_risk,131,,,
quarterly_raw_series,CONTROL_C05,2024Q2,control,mean_project_age_quarters,12.595420,,,
quarterly_raw_series,CONTROL_C05,2024Q3,treated,mean_publication_count,0.126655,,,
quarterly_raw_series,CONTROL_C05,2024Q3,treated,any_publication_rate,0.083935,,,
quarterly_raw_series,CONTROL_C05,2024Q3,treated,n_at_risk,3324,,,
quarterly_raw_series,CONTROL_C05,2024Q3,treated,mean_project_age_quarters,15.558965,,,
quarterly_raw_series,CONTROL_C05,2024Q3,control,mean_publication_count,0.137405,,,
quarterly_raw_series,CONTROL_C05,2024Q3,control,any_publication_rate,0.091603,,,
quarterly_raw_series,CONTROL_C05,2024Q3,control,n_at_risk,131,,,
quarterly_raw_series,CONTROL_C05,2024Q3,control,mean_project_age_quarters,13.595420,,,
quarterly_raw_series,CONTROL_C05,2024Q4,treated,mean_publication_count,0.123345,,,
quarterly_raw_series,CONTROL_C05,2024Q4,treated,any_publication_rate,0.088448,,,
quarterly_raw_series,CONTROL_C05,2024Q4,treated,n_at_risk,3324,,,
quarterly_raw_series,CONTROL_C05,2024Q4,treated,mean_project_age_quarters,16.558965,,,
quarterly_raw_series,CONTROL_C05,2024Q4,control,mean_publication_count,0.129771,,,
quarterly_raw_series,CONTROL_C05,2024Q4,control,any_publication_rate,0.091603,,,
quarterly_raw_series,CONTROL_C05,2024Q4,control,n_at_risk,131,,,
quarterly_raw_series,CONTROL_C05,2024Q4,control,mean_project_age_quarters,14.595420,,,
quarterly_raw_series,CONTROL_C05,2025Q1,treated,mean_publication_count,0.153430,,,
quarterly_raw_series,CONTROL_C05,2025Q1,treated,any_publication_rate,0.103490,,,
quarterly_raw_series,CONTROL_C05,2025Q1,treated,n_at_risk,3324,,,
quarterly_raw_series,CONTROL_C05,2025Q1,treated,mean_project_age_quarters,17.558965,,,
quarterly_raw_series,CONTROL_C05,2025Q1,control,mean_publication_count,0.114504,,,
quarterly_raw_series,CONTROL_C05,2025Q1,control,any_publication_rate,0.068702,,,
quarterly_raw_series,CONTROL_C05,2025Q1,control,n_at_risk,131,,,
quarterly_raw_series,CONTROL_C05,2025Q1,control,mean_project_age_quarters,15.595420,,,
quarterly_raw_series,CONTROL_C05,2025Q2,treated,mean_publication_count,0.148917,,,
quarterly_raw_series,CONTROL_C05,2025Q2,treated,any_publication_rate,0.107100,,,
quarterly_raw_series,CONTROL_C05,2025Q2,treated,n_at_risk,3324,,,
quarterly_raw_series,CONTROL_C05,2025Q2,treated,mean_project_age_quarters,18.558965,,,
quarterly_raw_series,CONTROL_C05,2025Q2,control,mean_publication_count,0.145038,,,
quarterly_raw_series,CONTROL_C05,2025Q2,control,any_publication_rate,0.106870,,,
quarterly_raw_series,CONTROL_C05,2025Q2,control,n_at_risk,131,,,
quarterly_raw_series,CONTROL_C05,2025Q2,control,mean_project_age_quarters,16.595420,,,
quarterly_raw_series,CONTROL_C05,2025Q3,treated,mean_publication_count,0.173887,,,
quarterly_raw_series,CONTROL_C05,2025Q3,treated,any_publication_rate,0.116426,,,
quarterly_raw_series,CONTROL_C05,2025Q3,treated,n_at_risk,3324,,,
quarterly_raw_series,CONTROL_C05,2025Q3,treated,mean_project_age_quarters,19.558965,,,
quarterly_raw_series,CONTROL_C05,2025Q3,control,mean_publication_count,0.175573,,,
quarterly_raw_series,CONTROL_C05,2025Q3,control,any_publication_rate,0.106870,,,
quarterly_raw_series,CONTROL_C05,2025Q3,control,n_at_risk,131,,,
quarterly_raw_series,CONTROL_C05,2025Q3,control,mean_project_age_quarters,17.595420,,,
quarterly_raw_series,CONTROL_C05,2025Q4,treated,mean_publication_count,0.173887,,,
quarterly_raw_series,CONTROL_C05,2025Q4,treated,any_publication_rate,0.117329,,,
quarterly_raw_series,CONTROL_C05,2025Q4,treated,n_at_risk,3324,,,
quarterly_raw_series,CONTROL_C05,2025Q4,treated,mean_project_age_quarters,20.558965,,,
quarterly_raw_series,CONTROL_C05,2025Q4,control,mean_publication_count,0.106870,,,
quarterly_raw_series,CONTROL_C05,2025Q4,control,any_publication_rate,0.076336,,,
quarterly_raw_series,CONTROL_C05,2025Q4,control,n_at_risk,131,,,
quarterly_raw_series,CONTROL_C05,2025Q4,control,mean_project_age_quarters,18.595420,,,
quarterly_raw_series,CONTROL_C05,2026Q1,treated,mean_publication_count,0.174188,,,
quarterly_raw_series,CONTROL_C05,2026Q1,treated,any_publication_rate,0.121540,,,
quarterly_raw_series,CONTROL_C05,2026Q1,treated,n_at_risk,3324,,,
quarterly_raw_series,CONTROL_C05,2026Q1,treated,mean_project_age_quarters,21.558965,,,
quarterly_raw_series,CONTROL_C05,2026Q1,control,mean_publication_count,0.206107,,,
quarterly_raw_series,CONTROL_C05,2026Q1,control,any_publication_rate,0.083969,,,
quarterly_raw_series,CONTROL_C05,2026Q1,control,n_at_risk,131,,,
quarterly_raw_series,CONTROL_C05,2026Q1,control,mean_project_age_quarters,19.595420,,,
quarterly_raw_series,CONTROL_C05,2026Q2,treated,mean_publication_count,0.143502,,,
quarterly_raw_series,CONTROL_C05,2026Q2,treated,any_publication_rate,0.097774,,,
quarterly_raw_series,CONTROL_C05,2026Q2,treated,n_at_risk,3324,,,
quarterly_raw_series,CONTROL_C05,2026Q2,treated,mean_project_age_quarters,22.558965,,,
quarterly_raw_series,CONTROL_C05,2026Q2,control,mean_publication_count,0.114504,,,
quarterly_raw_series,CONTROL_C05,2026Q2,control,any_publication_rate,0.083969,,,
quarterly_raw_series,CONTROL_C05,2026Q2,control,n_at_risk,131,,,
quarterly_raw_series,CONTROL_C05,2026Q2,control,mean_project_age_quarters,20.595420,,,
project_start_quarter_distribution,CONTROL_C05,2012Q4,control,n_projects,1,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2015Q1,control,n_projects,1,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2016Q1,control,n_projects,4,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2016Q2,control,n_projects,2,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2017Q1,control,n_projects,3,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2018Q1,control,n_projects,1,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2018Q3,control,n_projects,1,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2018Q4,control,n_projects,3,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2019Q1,control,n_projects,3,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2019Q2,control,n_projects,4,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2019Q3,control,n_projects,2,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2019Q4,control,n_projects,9,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2020Q1,control,n_projects,2,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2020Q2,control,n_projects,4,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2020Q3,control,n_projects,6,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2020Q4,control,n_projects,4,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2021Q1,control,n_projects,9,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2021Q2,control,n_projects,5,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2021Q3,control,n_projects,3,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2021Q4,control,n_projects,6,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2022Q1,control,n_projects,8,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2022Q2,control,n_projects,9,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2022Q3,control,n_projects,10,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2022Q4,control,n_projects,4,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2023Q1,control,n_projects,4,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2023Q2,control,n_projects,8,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2023Q3,control,n_projects,5,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2023Q4,control,n_projects,3,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2024Q1,control,n_projects,2,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2024Q2,control,n_projects,5,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2012Q2,treated,n_projects,1,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2012Q3,treated,n_projects,5,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2012Q4,treated,n_projects,4,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2013Q1,treated,n_projects,6,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2013Q2,treated,n_projects,6,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2013Q3,treated,n_projects,8,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2013Q4,treated,n_projects,6,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2014Q1,treated,n_projects,8,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2014Q2,treated,n_projects,3,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2014Q3,treated,n_projects,15,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2014Q4,treated,n_projects,14,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2015Q1,treated,n_projects,18,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2015Q2,treated,n_projects,30,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2015Q3,treated,n_projects,47,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2015Q4,treated,n_projects,51,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2016Q1,treated,n_projects,40,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2016Q2,treated,n_projects,54,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2016Q3,treated,n_projects,35,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2016Q4,treated,n_projects,40,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2017Q1,treated,n_projects,46,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2017Q2,treated,n_projects,52,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2017Q3,treated,n_projects,35,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2017Q4,treated,n_projects,8,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2018Q1,treated,n_projects,31,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2018Q2,treated,n_projects,52,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2018Q3,treated,n_projects,93,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2018Q4,treated,n_projects,84,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2019Q1,treated,n_projects,102,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2019Q2,treated,n_projects,97,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2019Q3,treated,n_projects,91,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2019Q4,treated,n_projects,91,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2020Q1,treated,n_projects,153,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2020Q2,treated,n_projects,113,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2020Q3,treated,n_projects,102,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2020Q4,treated,n_projects,49,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2021Q1,treated,n_projects,161,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2021Q2,treated,n_projects,83,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2021Q3,treated,n_projects,60,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2021Q4,treated,n_projects,84,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2022Q1,treated,n_projects,132,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2022Q2,treated,n_projects,119,,,incumbent_did_eligible_apps_only
project_start_quarter_distribution,CONTROL_C05,2022Q3,treated,n_projects,154,,,incumbent_did_eligible_apps_only
