app_id,schema27_title,schema27_institution,schema27_pi,website_match_status,website_match_count,start_date,start_dates_all,website_url,website_urls_all,website_titles_all,match_methods
760230,Dissecting clinically related phenotypes through systematic genetic approaches,University of Tokyo,,matched_one_website_record,1,2026-01-12,2026-01-12,https://www.ukbiobank.ac.uk/projects/dissecting-clinically-related-phenotypes-through-systematic-genetic-approaches/,https://www.ukbiobank.ac.uk/projects/dissecting-clinically-related-phenotypes-through-systematic-genetic-approaches/,Dissecting clinically related phenotypes through systematic genetic approaches,unique_normalized_title
760899,Establishing a Cardiovascular Risk Artificial Intelligence Big Model Using UKB Data,Nanjing Drum Tower Hospital,,matched_one_website_record,1,2025-11-04,2025-11-04,https://www.ukbiobank.ac.uk/projects/establishing-a-cardiovascular-risk-artificial-intelligence-big-model-using-ukb-data/,https://www.ukbiobank.ac.uk/projects/establishing-a-cardiovascular-risk-artificial-intelligence-big-model-using-ukb-data/,Establishing a Cardiovascular Risk Artificial Intelligence Big Model Using UKB Data,unique_normalized_title
760913,The Impact of Gait Disturbance on Neuroimaging and Plasma Biomarkers of Alzheimer's Disease,Johns Hopkins University,,matched_one_website_record,1,2025-07-29,2025-07-29,https://www.ukbiobank.ac.uk/projects/the-impact-of-gait-disturbance-on-neuroimaging-and-plasma-biomarkers-of-alzheimers-disease/,https://www.ukbiobank.ac.uk/projects/the-impact-of-gait-disturbance-on-neuroimaging-and-plasma-biomarkers-of-alzheimers-disease/,The Impact of Gait Disturbance on Neuroimaging and Plasma Biomarkers of Alzheimer’s Disease,detail_page_app_id_after_title_unmatched_or_ambiguous
760932,Twenty-Four-Hour Movement Behaviours and Body Composition: Insights from the UK Biobank,Universidad Particular de Especialidades Espíritu Santo,,matched_one_website_record,1,2025-09-18,2025-09-18,https://www.ukbiobank.ac.uk/projects/twenty-four-hour-movement-behaviours-and-body-composition-insights-from-the-uk-biobank/,https://www.ukbiobank.ac.uk/projects/twenty-four-hour-movement-behaviours-and-body-composition-insights-from-the-uk-biobank/,Twenty-Four-Hour Movement Behaviours and Body Composition: Insights from the UK Biobank,unique_normalized_title
761882,Investigating single-cell transcriptional risk scores and volumetric brain change in neurodegenerative and neuroinflammatory disorders,University of Nottingham,,matched_one_website_record,1,2025-06-24,2025-06-24,https://www.ukbiobank.ac.uk/projects/investigating-single-cell-transcriptional-risk-scores-and-volumetric-brain-change-in-neurodegenerative-and-neuroinflammatory-disorders/,https://www.ukbiobank.ac.uk/projects/investigating-single-cell-transcriptional-risk-scores-and-volumetric-brain-change-in-neurodegenerative-and-neuroinflammatory-disorders/,Investigating single-cell transcriptional risk scores and volumetric brain change in neurodegenerative and neuroinflammatory disorders,unique_normalized_title
762887,"Multimodal analysis of risk factors for eye, ear, nose, and throat diseases: building an early warning system",Eye & ENT Hospital of Fudan University,,matched_one_website_record,1,2025-05-20,2025-05-20,https://www.ukbiobank.ac.uk/projects/multimodal-analysis-of-risk-factors-for-eye-ear-nose-and-throat-diseases-building-an-early-warning-system/,https://www.ukbiobank.ac.uk/projects/multimodal-analysis-of-risk-factors-for-eye-ear-nose-and-throat-diseases-building-an-early-warning-system/,"Multimodal analysis of risk factors for eye, ear, nose, and throat diseases: building an early warning system",unique_normalized_title
762894,Correlation and multiomics studies of age-related diseases and neurological diseases,Third Affiliated Hospital of Soochow University,,matched_one_website_record,1,2025-05-02,2025-05-02,https://www.ukbiobank.ac.uk/projects/correlation-and-multiomics-studies-of-age-related-diseases-and-neurological-diseases/,https://www.ukbiobank.ac.uk/projects/correlation-and-multiomics-studies-of-age-related-diseases-and-neurological-diseases/,Correlation and multiomics studies of age-related diseases and neurological diseases,unique_normalized_title
762904,Multimodal Biomarker Signatures and AI-Powered Predictive Modeling for Early Stratification of Central Nervous System Degenerative Disorders,Chinese Institutes for Medical Research,,matched_one_website_record,1,2025-08-11,2025-08-11,https://www.ukbiobank.ac.uk/projects/multimodal-biomarker-signatures-and-ai-powered-predictive-modeling-for-early-stratification-of-central-nervous-system-degenerative-disorders/,https://www.ukbiobank.ac.uk/projects/multimodal-biomarker-signatures-and-ai-powered-predictive-modeling-for-early-stratification-of-central-nervous-system-degenerative-disorders/,Multimodal Biomarker Signatures and AI-Powered Predictive Modeling for Early Stratification of Central Nervous System Degenerative Disorders,unique_normalized_title
763536,Association Between Atrial Fibrillation and Brain Imaging Characteristics: An Exploration of Brain-Heart Interaction Based on UK Biobank,University of Goettingen,,matched_one_website_record,1,2025-06-24,2025-06-24,https://www.ukbiobank.ac.uk/projects/association-between-atrial-fibrillation-and-brain-imaging-characteristics-an-exploration-of-brain-heart-interaction-based-on-uk-biobank/,https://www.ukbiobank.ac.uk/projects/association-between-atrial-fibrillation-and-brain-imaging-characteristics-an-exploration-of-brain-heart-interaction-based-on-uk-biobank/,Association Between Atrial Fibrillation and Brain Imaging Characteristics: An Exploration of Brain-Heart Interaction Based on UK Biobank,unique_normalized_title
764195,"Evaluation of the impact of iron deficiency on lipid metabolism and its association with cognitive performance in populations stratified by BMI, sex and age.",Universidade Federal de São Paulo,,matched_one_website_record,1,2025-07-22,2025-07-22,https://www.ukbiobank.ac.uk/projects/evaluation-of-the-impact-of-iron-deficiency-on-lipid-metabolism-and-its-association-with-cognitive-performance-in-populations-stratified-by-bmi-sex-and-age/,https://www.ukbiobank.ac.uk/projects/evaluation-of-the-impact-of-iron-deficiency-on-lipid-metabolism-and-its-association-with-cognitive-performance-in-populations-stratified-by-bmi-sex-and-age/,"Evaluation of the impact of iron deficiency on lipid metabolism and its association with cognitive performance in populations stratified by BMI, sex and age.",unique_normalized_title
764202,Development of novel statistical methodology for family-based designs and applications to large-scale biobanks,Harvard School of Public Health,,matched_one_website_record,1,2025-06-10,2025-06-10,https://www.ukbiobank.ac.uk/projects/development-of-novel-statistical-methodology-for-family-based-designs-and-applications-to-large-scale-biobanks/,https://www.ukbiobank.ac.uk/projects/development-of-novel-statistical-methodology-for-family-based-designs-and-applications-to-large-scale-biobanks/,Development of novel statistical methodology for family-based designs and applications to large-scale biobanks,unique_normalized_title
764218,Multi-Omics Dissection of Rheuro-Immuno-Cardio-Neuro Interactions: From Genomic Predisposition to Systemic Complications,Fudan University,,matched_one_website_record,1,2025-04-17,2025-04-17,https://www.ukbiobank.ac.uk/projects/multi-omics-dissection-of-rheuro-immuno-cardio-neuro-interactions-from-genomic-predisposition-to-systemic-complications/,https://www.ukbiobank.ac.uk/projects/multi-omics-dissection-of-rheuro-immuno-cardio-neuro-interactions-from-genomic-predisposition-to-systemic-complications/,Multi-Omics Dissection of Rheuro-Immuno-Cardio-Neuro Interactions: From Genomic Predisposition to Systemic Complications,unique_normalized_title
764225,Regular use of paracetamol and cancer risk: A prospective cohort study using UK Biobank,Queen's University Belfast,,matched_one_website_record,1,2025-06-24,2025-06-24,https://www.ukbiobank.ac.uk/projects/regular-use-of-paracetamol-and-cancer-risk-a-prospective-cohort-study-using-uk-biobank/,https://www.ukbiobank.ac.uk/projects/regular-use-of-paracetamol-and-cancer-risk-a-prospective-cohort-study-using-uk-biobank/,Regular use of paracetamol and cancer risk: A prospective cohort study using UK Biobank,unique_normalized_title
764256,Investigating the Role of Biological Factors of Multi Morbidity in Severe Mental Illness.,University of Oxford,,matched_one_website_record,1,2025-06-06,2025-06-06,https://www.ukbiobank.ac.uk/projects/investigating-the-role-of-biological-factors-of-multi-morbidity-in-severe-mental-illness/,https://www.ukbiobank.ac.uk/projects/investigating-the-role-of-biological-factors-of-multi-morbidity-in-severe-mental-illness/,Investigating the Role of Biological Factors of Multi Morbidity in Severe Mental Illness.,unique_normalized_title
765183,Using Secondary Data of UKBiobank: Use Machine Learning to Predict Health Consequences of Diet and Biomarkers (e.g. alcohol consumption),Brunel University London,,matched_one_website_record,1,2025-05-29,2025-05-29,https://www.ukbiobank.ac.uk/projects/using-secondary-data-of-ukbiobank-use-machine-learning-to-predict-health-consequences-of-diet-and-biomarkers-e-g-alcohol-consumption/,https://www.ukbiobank.ac.uk/projects/using-secondary-data-of-ukbiobank-use-machine-learning-to-predict-health-consequences-of-diet-and-biomarkers-e-g-alcohol-consumption/,Using Secondary Data of UKBiobank: Use Machine Learning to Predict Health Consequences of Diet and Biomarkers (e.g. alcohol consumption),unique_normalized_title
765513,Organ-specific Proteomic Scores for Early Detection of Parkinson's and Alzheimer's Diseases,Kyoto University,,matched_one_website_record,1,2025-07-03,2025-07-03,https://www.ukbiobank.ac.uk/projects/organ-specific-proteomic-scores-for-early-detection-of-parkinsons-and-alzheimers-diseases/,https://www.ukbiobank.ac.uk/projects/organ-specific-proteomic-scores-for-early-detection-of-parkinsons-and-alzheimers-diseases/,Organ-specific Proteomic Scores for Early Detection of Parkinson’s and Alzheimer’s Diseases,detail_page_app_id_after_title_unmatched_or_ambiguous
765843,Investigating Micronutrient Deficiencies in Metabolic Disorders and age-related conditions and Drug-related Nutritional Imbalances due to treatement of these conditions,Wörwag Pharma GmbH & Co. KG,,matched_one_website_record,1,2025-05-23,2025-05-23,https://www.ukbiobank.ac.uk/projects/investigating-micronutrient-deficiencies-in-metabolic-disorders-and-age-related-conditions-and-drug-related-nutritional-imbalances-due-to-treatement-of-these-conditions/,https://www.ukbiobank.ac.uk/projects/investigating-micronutrient-deficiencies-in-metabolic-disorders-and-age-related-conditions-and-drug-related-nutritional-imbalances-due-to-treatement-of-these-conditions/,Investigating Micronutrient Deficiencies in Metabolic Disorders and age-related conditions and Drug-related Nutritional Imbalances due to treatement of these conditions,unique_normalized_title
765870,Polygenic Risk Score for Predicting Type 2 Diabetes Complications Across Populations of Different genetic ancestries,"Research Center of Hospital Center, U Montreal",,matched_one_website_record,1,2026-02-04,2026-02-04,https://www.ukbiobank.ac.uk/projects/polygenic-risk-score-for-predicting-type-2-diabetes-complications-across-populations-of-different-genetic-ancestries/,https://www.ukbiobank.ac.uk/projects/polygenic-risk-score-for-predicting-type-2-diabetes-complications-across-populations-of-different-genetic-ancestries/,Polygenic Risk Score for Predicting Type 2 Diabetes Complications Across Populations of Different genetic ancestries,unique_normalized_title
767492,Multidimensional Phenotypic Associations of Hypothalamic-Pituitary Activity Beyond the HPG Axis,Huashan Hospital,,matched_one_website_record,1,2025-04-30,2025-04-30,https://www.ukbiobank.ac.uk/projects/multidimensional-phenotypic-associations-of-hypothalamic-pituitary-activity-beyond-the-hpg-axis/,https://www.ukbiobank.ac.uk/projects/multidimensional-phenotypic-associations-of-hypothalamic-pituitary-activity-beyond-the-hpg-axis/,Multidimensional Phenotypic Associations of Hypothalamic-Pituitary Activity Beyond the HPG Axis,unique_normalized_title
768484,Metabolic and Vascular Pathophysiology Across Pregnancy-Related Disorders and Subsequent Chronic Conditions: Insights From Multi-omics and Genetic Analysis,Chongqing Medical University,,matched_one_website_record,1,2025-07-28,2025-07-28,https://www.ukbiobank.ac.uk/projects/metabolic-and-vascular-pathophysiology-across-pregnancy-related-disorders-and-subsequent-chronic-conditions-insights-from-multi-omics-and-genetic-analysis/,https://www.ukbiobank.ac.uk/projects/metabolic-and-vascular-pathophysiology-across-pregnancy-related-disorders-and-subsequent-chronic-conditions-insights-from-multi-omics-and-genetic-analysis/,Metabolic and Vascular Pathophysiology Across Pregnancy-Related Disorders and Subsequent Chronic Conditions: Insights From Multi-omics and Genetic Analysis,unique_normalized_title
768817,Machine Learning and Whole Genome Sequencing data to advance Precision Medicine,Research Institute McGill University Health Centre,,matched_one_website_record,1,2025-06-11,2025-06-11,https://www.ukbiobank.ac.uk/projects/machine-learning-and-whole-genome-sequencing-data-to-advance-precision-medicine/,https://www.ukbiobank.ac.uk/projects/machine-learning-and-whole-genome-sequencing-data-to-advance-precision-medicine/,Machine Learning and Whole Genome Sequencing data to advance Precision Medicine,unique_normalized_title
769186,"Multimodal Imaging, Biomarker, and Genetic Profiling for Predicting Cognitive, Emotional, and Functional Outcomes in Cerebrovascular and Neurodegenerative Disease",First Affiliated Hospital of Soochow University,,matched_one_website_record,1,2025-08-20,2025-08-20,https://www.ukbiobank.ac.uk/projects/multimodal-imaging-biomarker-and-genetic-profiling-for-predicting-cognitive-emotional-and-functional-outcomes-in-cerebrovascular-and-neurodegenerative-disease/,https://www.ukbiobank.ac.uk/projects/multimodal-imaging-biomarker-and-genetic-profiling-for-predicting-cognitive-emotional-and-functional-outcomes-in-cerebrovascular-and-neurodegenerative-disease/,"Multimodal Imaging, Biomarker, and Genetic Profiling for Predicting Cognitive, Emotional, and Functional Outcomes in Cerebrovascular and Neurodegenerative Disease",unique_normalized_title
769193,"Multifactorial Analysis of Brain Function, Structure, and Disease Risk: Investigating Genetic, Lifestyle, and Social Determinants of Neurological and Mental Health Using UK Biobank Data",Jilin University,,matched_one_website_record,1,2025-04-28,2025-04-28,https://www.ukbiobank.ac.uk/projects/multifactorial-analysis-of-brain-function-structure-and-disease-risk-investigating-genetic-lifestyle-and-social-determinants-of-neurological-and-mental-health-using-uk-biobank-data/,https://www.ukbiobank.ac.uk/projects/multifactorial-analysis-of-brain-function-structure-and-disease-risk-investigating-genetic-lifestyle-and-social-determinants-of-neurological-and-mental-health-using-uk-biobank-data/,"Multifactorial Analysis of Brain Function, Structure, and Disease Risk: Investigating Genetic, Lifestyle, and Social Determinants of Neurological and Mental Health Using UK Biobank Data",unique_normalized_title
769210,The Causal Impact of Childhood Neurological Abnormalities Experience on the Risk of Adult Neurological Disorders,Chinese PLA General Hospital,,matched_one_website_record,1,2025-04-30,2025-04-30,https://www.ukbiobank.ac.uk/projects/the-causal-impact-of-childhood-neurological-abnormalities-experience-on-the-risk-of-adult-neurological-disorders/,https://www.ukbiobank.ac.uk/projects/the-causal-impact-of-childhood-neurological-abnormalities-experience-on-the-risk-of-adult-neurological-disorders/,The Causal Impact of Childhood Neurological Abnormalities Experience on the Risk of Adult Neurological Disorders,unique_normalized_title
769247,Investigating the Association between Glycated Hemoglobin A1c (HbA1c) and Klebsiella pneumoniae Infection Risk,Jinshan Hospital Affiliated to Fudan University,,matched_one_website_record,1,2025-04-17,2025-04-17,https://www.ukbiobank.ac.uk/projects/investigating-the-association-between-glycated-hemoglobin-a1c-hba1c-and-klebsiella-pneumoniae-infection-risk/,https://www.ukbiobank.ac.uk/projects/investigating-the-association-between-glycated-hemoglobin-a1c-hba1c-and-klebsiella-pneumoniae-infection-risk/,Investigating the Association between Glycated Hemoglobin A1c (HbA1c) and Klebsiella pneumoniae Infection Risk,unique_normalized_title
769473,Integrative Multi-Omics and Machine Learning Approach for Identifying Novel Biomarkers and Therapeutic Targets in Osteoarthritis,Peking University Third Hospital,,matched_one_website_record,1,2025-07-18,2025-07-18,https://www.ukbiobank.ac.uk/projects/integrative-multi-omics-and-machine-learning-approach-for-identifying-novel-biomarkers-and-therapeutic-targets-in-osteoarthritis/,https://www.ukbiobank.ac.uk/projects/integrative-multi-omics-and-machine-learning-approach-for-identifying-novel-biomarkers-and-therapeutic-targets-in-osteoarthritis/,Integrative Multi-Omics and Machine Learning Approach for Identifying Novel Biomarkers and Therapeutic Targets in Osteoarthritis,unique_normalized_title
770163,"Digital Biomarkers of Circadian Disruption: Predicting Mental Health, Cognitive Decline, and Pain from Wearable Data",University of Twente,,matched_one_website_record,1,2025-07-23,2025-07-23,https://www.ukbiobank.ac.uk/projects/digital-biomarkers-of-circadian-disruption-predicting-mental-health-cognitive-decline-and-pain-from-wearable-data/,https://www.ukbiobank.ac.uk/projects/digital-biomarkers-of-circadian-disruption-predicting-mental-health-cognitive-decline-and-pain-from-wearable-data/,"Digital Biomarkers of Circadian Disruption: Predicting Mental Health, Cognitive Decline, and Pain from Wearable Data",unique_normalized_title
770472,"Exploring the Impact of Systemic Conditions on the Risk, Progression, and Prognosis of Musculoskeletal Disorders",The Second Affiliated Hospital of Nanchang University,,matched_one_website_record,1,2025-07-30,2025-07-30,https://www.ukbiobank.ac.uk/projects/exploring-the-impact-of-systemic-conditions-on-the-risk-progression-and-prognosis-of-musculoskeletal-disorders/,https://www.ukbiobank.ac.uk/projects/exploring-the-impact-of-systemic-conditions-on-the-risk-progression-and-prognosis-of-musculoskeletal-disorders/,"Exploring the Impact of Systemic Conditions on the Risk, Progression, and Prognosis of Musculoskeletal Disorders",unique_normalized_title
771460,Association of clonal haematopoiesis of indeterminate potential mutations with clinical complications,Centre for Oncology and Immunology Limited,,matched_one_website_record,1,2025-06-26,2025-06-26,https://www.ukbiobank.ac.uk/projects/association-of-clonal-haematopoiesis-of-indeterminate-potential-mutations-with-clinical-complications/,https://www.ukbiobank.ac.uk/projects/association-of-clonal-haematopoiesis-of-indeterminate-potential-mutations-with-clinical-complications/,Association of clonal haematopoiesis of indeterminate potential mutations with clinical complications,unique_normalized_title
771782,Modifying effects of glycemic status and inflammation on lipoprotein-lipid associations with mortality and cardiovascular outcomes,University of Bergen,,matched_one_website_record,1,2026-02-16,2026-02-16,https://www.ukbiobank.ac.uk/projects/modifying-effects-of-glycemic-status-and-inflammation-on-lipoprotein-lipid-associations-with-mortality-and-cardiovascular-outcomes/,https://www.ukbiobank.ac.uk/projects/modifying-effects-of-glycemic-status-and-inflammation-on-lipoprotein-lipid-associations-with-mortality-and-cardiovascular-outcomes/,Modifying effects of glycemic status and inflammation on lipoprotein-lipid associations with mortality and cardiovascular outcomes,unique_normalized_title
771795,Multimodal foundation models for robust inference in precision health,Columbia University,,matched_one_website_record,1,2025-08-12,2025-08-12,https://www.ukbiobank.ac.uk/projects/multimodal-foundation-models-for-robust-inference-in-precision-health/,https://www.ukbiobank.ac.uk/projects/multimodal-foundation-models-for-robust-inference-in-precision-health/,Multimodal foundation models for robust inference in precision health,unique_normalized_title
772113,"Exploring inflammaging as a central mechanism driving age-related, system-wide functional decline and atrophy",Arizona State University,,matched_one_website_record,1,2025-07-10,2025-07-10,https://www.ukbiobank.ac.uk/projects/exploring-inflammaging-as-a-central-mechanism-driving-age-related-system-wide-functional-decline-and-atrophy/,https://www.ukbiobank.ac.uk/projects/exploring-inflammaging-as-a-central-mechanism-driving-age-related-system-wide-functional-decline-and-atrophy/,"Exploring inflammaging as a central mechanism driving age-related, system-wide functional decline and atrophy",unique_normalized_title
772449,Integrating Multi-Omics and Imaging Data for Mechanistic Insights and Risk Prediction in Disease Pathogenesis,Zhengzhou University,,matched_one_website_record,1,2025-06-27,2025-06-27,https://www.ukbiobank.ac.uk/projects/integrating-multi-omics-and-imaging-data-for-mechanistic-insights-and-risk-prediction-in-disease-pathogenesis/,https://www.ukbiobank.ac.uk/projects/integrating-multi-omics-and-imaging-data-for-mechanistic-insights-and-risk-prediction-in-disease-pathogenesis/,Integrating Multi-Omics and Imaging Data for Mechanistic Insights and Risk Prediction in Disease Pathogenesis,unique_normalized_title
772788,Exploring Genetic and Environmental Risk Factors for Stroke: A Study Using UK Biobank Data,Qingdao University,,matched_one_website_record,1,2025-06-06,2025-06-06,https://www.ukbiobank.ac.uk/projects/exploring-genetic-and-environmental-risk-factors-for-stroke-a-study-using-uk-biobank-data/,https://www.ukbiobank.ac.uk/projects/exploring-genetic-and-environmental-risk-factors-for-stroke-a-study-using-uk-biobank-data/,Exploring Genetic and Environmental Risk Factors for Stroke: A Study Using UK Biobank Data,unique_normalized_title
773436,Investigating the Brain-Bone Axis and Comorbid Mechanisms of Neurological and Musculoskeletal Diseases via Multiomics Approach,Shenzhen University,,matched_one_website_record,1,2025-08-12,2025-08-12,https://www.ukbiobank.ac.uk/projects/investigating-the-brain-bone-axis-and-comorbid-mechanisms-of-neurological-and-musculoskeletal-diseases-via-multiomics-approach/,https://www.ukbiobank.ac.uk/projects/investigating-the-brain-bone-axis-and-comorbid-mechanisms-of-neurological-and-musculoskeletal-diseases-via-multiomics-approach/,Investigating the Brain-Bone Axis and Comorbid Mechanisms of Neurological and Musculoskeletal Diseases via Multiomics Approach,unique_normalized_title
773784,Machine learning-driven discovery of novel risk factors and their interaction effects for predicting comorbidity development,Shanghai University of Medicine and Health Sciences,,matched_one_website_record,1,2025-11-19,2025-11-19,https://www.ukbiobank.ac.uk/projects/machine-learning-driven-discovery-of-novel-risk-factors-and-their-interaction-effects-for-predicting-comorbidity-development/,https://www.ukbiobank.ac.uk/projects/machine-learning-driven-discovery-of-novel-risk-factors-and-their-interaction-effects-for-predicting-comorbidity-development/,Machine learning-driven discovery of novel risk factors and their interaction effects for predicting comorbidity development,unique_normalized_title
774758,Bioinformatics approaches that integrate multi-omics data to identify genetic risk factors for complex diseases.,Chongqing Medical University,,matched_one_website_record,1,2025-07-30,2025-07-30,https://www.ukbiobank.ac.uk/projects/bioinformatics-approaches-that-integrate-multi-omics-data-to-identify-genetic-risk-factors-for-complex-diseases/,https://www.ukbiobank.ac.uk/projects/bioinformatics-approaches-that-integrate-multi-omics-data-to-identify-genetic-risk-factors-for-complex-diseases/,Bioinformatics approaches that integrate multi-omics data to identify genetic risk factors for complex diseases.,unique_normalized_title
775083,Multidimensional interplay in cardiovascular and metabolic diseases pathogenesis via multi-omics analysis and modifiable risks,The First Affiliated Hospital of Wenzhou Medical University.,,matched_one_website_record,1,2025-04-20,2025-04-20,https://www.ukbiobank.ac.uk/projects/multidimensional-interplay-in-cardiovascular-and-metabolic-diseases-pathogenesis-via-multi-omics-analysis-and-modifiable-risks/,https://www.ukbiobank.ac.uk/projects/multidimensional-interplay-in-cardiovascular-and-metabolic-diseases-pathogenesis-via-multi-omics-analysis-and-modifiable-risks/,Multidimensional interplay in cardiovascular and metabolic diseases pathogenesis via multi-omics analysis and modifiable risks,unique_normalized_title
775414,"Integrating multi-omics, observational, and longitudinal health data to uncover novel mechanisms of cancer development and potential intervention strategies",Renji Hospital Affiliated to Shanghai Jiaotong University School of Medicine,,matched_one_website_record,1,2025-04-28,2025-04-28,https://www.ukbiobank.ac.uk/projects/integrating-multi-omics-observational-and-longitudinal-health-data-to-uncover-novel-mechanisms-of-cancer-development-and-potential-intervention-strategies/,https://www.ukbiobank.ac.uk/projects/integrating-multi-omics-observational-and-longitudinal-health-data-to-uncover-novel-mechanisms-of-cancer-development-and-potential-intervention-strategies/,"Integrating multi-omics, observational, and longitudinal health data to uncover novel mechanisms of cancer development and potential intervention strategies",unique_normalized_title
775744,AI-Driven Retinal Analysis for Early Detection of Neurocognitive Disorders and Modifiable Risk Factors,Florence Biosciences Inc.,,matched_one_website_record,1,2025-04-28,2025-04-28,https://www.ukbiobank.ac.uk/projects/ai-driven-retinal-analysis-for-early-detection-of-neurocognitive-disorders-and-modifiable-risk-factors/,https://www.ukbiobank.ac.uk/projects/ai-driven-retinal-analysis-for-early-detection-of-neurocognitive-disorders-and-modifiable-risk-factors/,AI-Driven Retinal Analysis for Early Detection of Neurocognitive Disorders and Modifiable Risk Factors,unique_normalized_title
776097,Exploration of Risk Factors and Multi-Omics Analysis of Common Dermatological Disorders,Wannan Medical College.,,matched_one_website_record,1,2025-05-23,2025-05-23,https://www.ukbiobank.ac.uk/projects/exploration-of-risk-factors-and-multi-omics-analysis-of-common-dermatological-disorders-2/,https://www.ukbiobank.ac.uk/projects/exploration-of-risk-factors-and-multi-omics-analysis-of-common-dermatological-disorders-2/,Exploration of Risk Factors and Multi-Omics Analysis of Common Dermatological Disorders,duplicate_title_resolved_by_institution
776406,"Exploring the Complex Interplay of Genetic, Biological, Environmental, Behavioral, and Clinical Factors in Breast Cancer Development and Progression.",Shanxi Medical University.,,matched_one_website_record,1,2025-07-09,2025-07-09,https://www.ukbiobank.ac.uk/projects/exploring-the-complex-interplay-of-genetic-biological-environmental-behavioral-and-clinical-factors-in-breast-cancer-development-and-progression/,https://www.ukbiobank.ac.uk/projects/exploring-the-complex-interplay-of-genetic-biological-environmental-behavioral-and-clinical-factors-in-breast-cancer-development-and-progression/,"Exploring the Complex Interplay of Genetic, Biological, Environmental, Behavioral, and Clinical Factors in Breast Cancer Development and Progression.",unique_normalized_title
776738,"Disentangling the potential links between biological, environmental, genetic, behavioral, and clinical factors in the development and progression of urinary system tumors.",Shanxi Medical University.,,matched_one_website_record,1,2025-07-09,2025-07-09,https://www.ukbiobank.ac.uk/projects/disentangling-the-potential-links-between-biological-environmental-genetic-behavioral-and-clinical-factors-in-the-development-and-progression-of-urinary-system-tumors/,https://www.ukbiobank.ac.uk/projects/disentangling-the-potential-links-between-biological-environmental-genetic-behavioral-and-clinical-factors-in-the-development-and-progression-of-urinary-system-tumors/,"Disentangling the potential links between biological, environmental, genetic, behavioral, and clinical factors in the development and progression of urinary system tumors.",unique_normalized_title
777398,The relationship between dietary patterns or components and heart failure (HF) risk or incidence,University of Sydney,,matched_one_website_record,1,2025-08-11,2025-08-11,https://www.ukbiobank.ac.uk/projects/the-relationship-between-dietary-patterns-or-components-and-heart-failure-hf-risk-or-incidence/,https://www.ukbiobank.ac.uk/projects/the-relationship-between-dietary-patterns-or-components-and-heart-failure-hf-risk-or-incidence/,The relationship between dietary patterns or components and heart failure (HF) risk or incidence,unique_normalized_title
777749,"Study of the Influencing Factors and Prognosis of eye disease, optometric disease and systemic associated eye disease.",Jinan University,,matched_one_website_record,1,2025-06-27,2025-06-27,https://www.ukbiobank.ac.uk/projects/study-of-the-influencing-factors-and-prognosis-of-eye-disease-optometric-disease-and-systemic-associated-eye-disease/,https://www.ukbiobank.ac.uk/projects/study-of-the-influencing-factors-and-prognosis-of-eye-disease-optometric-disease-and-systemic-associated-eye-disease/,"Study of the Influencing Factors and Prognosis of eye disease, optometric disease and systemic associated eye disease.",unique_normalized_title
778067,Genetic and Multi-Omics Analysis of Aspiration Pneumonia Risk in UK Biobank,Fudan University,,matched_one_website_record,1,2025-05-23,2025-05-23,https://www.ukbiobank.ac.uk/projects/genetic-and-multi-omics-analysis-of-aspiration-pneumonia-risk-in-uk-biobank/,https://www.ukbiobank.ac.uk/projects/genetic-and-multi-omics-analysis-of-aspiration-pneumonia-risk-in-uk-biobank/,Genetic and Multi-Omics Analysis of Aspiration Pneumonia Risk in UK Biobank,unique_normalized_title
778079,"Association of objectively measured physical activity, sedentary behavior, and sleep patterns with degenerative diseases",Korea Maritime & Ocean University,,matched_one_website_record,1,2025-05-23,2025-05-23,https://www.ukbiobank.ac.uk/projects/association-of-objectively-measured-physical-activity-sedentary-behavior-and-sleep-patterns-with-degenerative-diseases/,https://www.ukbiobank.ac.uk/projects/association-of-objectively-measured-physical-activity-sedentary-behavior-and-sleep-patterns-with-degenerative-diseases/,"Association of objectively measured physical activity, sedentary behavior, and sleep patterns with degenerative diseases",unique_normalized_title
778098,Predictive Modeling for Hypertensive Retinopathy Using AI-Driven Fundus Photography Analysis,East Carolina University,,matched_one_website_record,1,2025-07-18,2025-07-18,https://www.ukbiobank.ac.uk/projects/predictive-modeling-for-hypertensive-retinopathy-using-ai-driven-fundus-photography-analysis/,https://www.ukbiobank.ac.uk/projects/predictive-modeling-for-hypertensive-retinopathy-using-ai-driven-fundus-photography-analysis/,Predictive Modeling for Hypertensive Retinopathy Using AI-Driven Fundus Photography Analysis,unique_normalized_title
778108,Construction of a multi omics aging assessment model based on biological mechanisms and signal pathway interactions,Peking University,,matched_one_website_record,1,2025-08-29,2025-08-29,https://www.ukbiobank.ac.uk/projects/construction-of-a-multi-omics-aging-assessment-model-based-on-biological-mechanisms-and-signal-pathway-interactions/,https://www.ukbiobank.ac.uk/projects/construction-of-a-multi-omics-aging-assessment-model-based-on-biological-mechanisms-and-signal-pathway-interactions/,Construction of a multi omics aging assessment model based on biological mechanisms and signal pathway interactions,unique_normalized_title
