app_id,schema27_title,schema27_institution,schema27_pi,website_match_status,website_match_count,start_date,start_dates_all,website_url,website_urls_all,website_titles_all,match_methods
66251,The associations of various constituents of fine particulate matter and ozone air pollution with cardiorespiratory outcomes,Fudan University,Dr Haidong Kan,matched_one_website_record,1,2020-10-30,2020-10-30,https://www.ukbiobank.ac.uk/projects/the-associations-of-various-constituents-of-fine-particulate-matter-and-ozone-air-pollution-with-cardiorespiratory-outcomes/,https://www.ukbiobank.ac.uk/projects/the-associations-of-various-constituents-of-fine-particulate-matter-and-ozone-air-pollution-with-cardiorespiratory-outcomes/,The associations of various constituents of fine particulate matter and ozone air pollution with cardiorespiratory outcomes,unique_normalized_title
66267,Lifestyle and genetics in healthy ageing and dementia,University of Bristol,Dr Gavin Reynolds,matched_one_website_record,1,2021-01-27,2021-01-27,https://www.ukbiobank.ac.uk/projects/lifestyle-and-genetics-in-healthy-ageing-and-dementia/,https://www.ukbiobank.ac.uk/projects/lifestyle-and-genetics-in-healthy-ageing-and-dementia/,Lifestyle and genetics in healthy ageing and dementia,unique_normalized_title
66298,"Relative risk model for hearing loss based on genetic susceptibility, demographics and lifestyle risk factors",Air Force Research Laboratory,Dr David Mattie,matched_one_website_record,1,2021-01-25,2021-01-25,https://www.ukbiobank.ac.uk/projects/relative-risk-model-for-hearing-loss-based-on-genetic-susceptibility-demographics-and-lifestyle-risk-factors/,https://www.ukbiobank.ac.uk/projects/relative-risk-model-for-hearing-loss-based-on-genetic-susceptibility-demographics-and-lifestyle-risk-factors/,"Relative risk model for hearing loss based on genetic susceptibility, demographics and lifestyle risk factors",unique_normalized_title
66308,Integration of GWAS identified disease risk variants with epigenomic annotations derived from myeloid cells,"University of California, San Diego",Dr Johannes Schlachetzki,matched_one_website_record,1,2021-06-16,2021-06-16,https://www.ukbiobank.ac.uk/projects/integration-of-gwas-identified-disease-risk-variants-with-epigenomic-annotations-derived-from-myeloid-cells/,https://www.ukbiobank.ac.uk/projects/integration-of-gwas-identified-disease-risk-variants-with-epigenomic-annotations-derived-from-myeloid-cells/,Integration of GWAS identified disease risk variants with epigenomic annotations derived from myeloid cells,unique_normalized_title
66312,Shadow application for project 66251: The associations of various constituents of fine particulate matter and ozone air pollution with cardiorespiratory out,University of Oxford,Natasha Wood,unmatched_schema27,0,,,,,,
66320,Genome-wide association and pleiotropy studies of subphenotypes of respiratory diseases,University of Arizona,Dr Xingnan Li,matched_one_website_record,1,2021-03-02,2021-03-02,https://www.ukbiobank.ac.uk/projects/genome-wide-association-and-pleiotropy-studies-of-subphenotypes-of-respiratory-diseases/,https://www.ukbiobank.ac.uk/projects/genome-wide-association-and-pleiotropy-studies-of-subphenotypes-of-respiratory-diseases/,Genome-wide association and pleiotropy studies of subphenotypes of respiratory diseases,unique_normalized_title
66354,"Investigating the genetic, environmental and clinical determinants and their interactions on cancer risk, and developing risk prediction and prognosis models for common cancer types",Zhejiang University,Dr Xue Li,matched_one_website_record,1,2021-01-12,2021-01-12,https://www.ukbiobank.ac.uk/projects/investigating-the-genetic-environmental-and-clinical-determinants-and-their-interactions-on-cancer-risk-and-developing-risk-prediction-and-prognosis-models-for-common-cancer-types/,https://www.ukbiobank.ac.uk/projects/investigating-the-genetic-environmental-and-clinical-determinants-and-their-interactions-on-cancer-risk-and-developing-risk-prediction-and-prognosis-models-for-common-cancer-types/,"Investigating the genetic, environmental and clinical determinants and their interactions on cancer risk, and developing risk prediction and prognosis models for common cancer types",unique_normalized_title
66377,The Association of Sex Hormones with Stroke: Results from the UK Biobank,University of New South Wales,Mr Bradley Tucker,matched_one_website_record,1,2021-03-02,2021-03-02,https://www.ukbiobank.ac.uk/projects/the-association-of-sex-hormones-with-stroke-results-from-the-uk-biobank/,https://www.ukbiobank.ac.uk/projects/the-association-of-sex-hormones-with-stroke-results-from-the-uk-biobank/,The Association of Sex Hormones with Stroke: Results from the UK Biobank,unique_normalized_title
66440,Radiogenomic phenotyping of Overactive Bladder Syndrome,University Hospitals Cleveland Medical Center,Dr David Sheyn,matched_one_website_record,1,2021-01-29,2021-01-29,https://www.ukbiobank.ac.uk/projects/radiogenomic-phenotyping-of-overactive-bladder-syndrome/,https://www.ukbiobank.ac.uk/projects/radiogenomic-phenotyping-of-overactive-bladder-syndrome/,Radiogenomic phenotyping of Overactive Bladder Syndrome,unique_normalized_title
66464,Interactions between genetic susceptibility loci and environmental risk factors in cancer and chronic disease,National Cancer Institute,Dr Neal Freedman,matched_one_website_record,1,2021-06-07,2021-06-07,https://www.ukbiobank.ac.uk/projects/interactions-between-genetic-susceptibility-loci-and-environmental-risk-factors-in-cancer-and-chronic-disease/,https://www.ukbiobank.ac.uk/projects/interactions-between-genetic-susceptibility-loci-and-environmental-risk-factors-in-cancer-and-chronic-disease/,Interactions between genetic susceptibility loci and environmental risk factors in cancer and chronic disease,unique_normalized_title
66472,The discovery and validation of Genetic association between blood characteristics and the risk of coronary artery disease.,Ulsan National Institute of Science and Technology,Professor Jong Bhak,matched_one_website_record,1,2022-06-13,2022-06-13,https://www.ukbiobank.ac.uk/projects/the-discovery-and-validation-of-genetic-association-between-blood-characteristics-and-the-risk-of-coronary-artery-disease/,https://www.ukbiobank.ac.uk/projects/the-discovery-and-validation-of-genetic-association-between-blood-characteristics-and-the-risk-of-coronary-artery-disease/,The discovery and validation of Genetic association between blood characteristics and the risk of coronary artery disease.,unique_normalized_title
66486,"Causal inference study to clarify the association between alcohol consumption, diabetes, cancer and cardiovascular disease paradox",Yonsei University,Professor Sun Ha Jee,matched_one_website_record,1,2021-04-07,2021-04-07,https://www.ukbiobank.ac.uk/projects/causal-inference-study-to-clarify-the-association-between-alcohol-consumption-diabetes-cancer-and-cardiovascular-disease-paradox/,https://www.ukbiobank.ac.uk/projects/causal-inference-study-to-clarify-the-association-between-alcohol-consumption-diabetes-cancer-and-cardiovascular-disease-paradox/,"Causal inference study to clarify the association between alcohol consumption, diabetes, cancer and cardiovascular disease paradox",unique_normalized_title
66493,Prevalence of mutations in recessive genes for severe neurodevelopmental disorders in the healthy population,Radboud University Medical Centre,Dr Christian Gilissen,matched_one_website_record,1,2021-02-08,2021-02-08,https://www.ukbiobank.ac.uk/projects/prevalence-of-mutations-in-recessive-genes-for-severe-neurodevelopmental-disorders-in-the-healthy-population/,https://www.ukbiobank.ac.uk/projects/prevalence-of-mutations-in-recessive-genes-for-severe-neurodevelopmental-disorders-in-the-healthy-population/,Prevalence of mutations in recessive genes for severe neurodevelopmental disorders in the healthy population,unique_normalized_title
66515,"Sarcopenia: prevalence, determinants and clinical outcomes",University of Lille,Professor Julien Paccou,matched_one_website_record,1,2021-03-18,2021-03-18,https://www.ukbiobank.ac.uk/projects/sarcopenia-prevalence-determinants-and-clinical-outcomes/,https://www.ukbiobank.ac.uk/projects/sarcopenia-prevalence-determinants-and-clinical-outcomes/,"Sarcopenia: prevalence, determinants and clinical outcomes",unique_normalized_title
66536,Abdominal obesity and Diabetic Kidney Disease: A Mendelian Randomization Study,The First Affiliated Hospital of Chongqing Medical University,Dr Jinbo Hu,matched_one_website_record,1,2020-10-26,2020-10-26,https://www.ukbiobank.ac.uk/projects/abdominal-obesity-and-diabetic-kidney-disease-a-mendelian-randomization-study/,https://www.ukbiobank.ac.uk/projects/abdominal-obesity-and-diabetic-kidney-disease-a-mendelian-randomization-study/,Abdominal obesity and Diabetic Kidney Disease: A Mendelian Randomization Study,unique_normalized_title
66558,"Helicobacter pylori infection, its treatment and colorectal cancer risk: A two-phase study using treatment data from the UK Clinical Practice Database and serology information from the UK biobank.",National Cancer Institute,Dr Monica D'Arcy,matched_one_website_record,1,2021-03-01,2021-03-01,https://www.ukbiobank.ac.uk/projects/helicobacter-pylori-infection-its-treatment-and-colorectal-cancer-risk-a-two-phase-study-using-treatment-data-from-the-uk-clinical-practice-database-and-serology-information-from-the-uk-biobank/,https://www.ukbiobank.ac.uk/projects/helicobacter-pylori-infection-its-treatment-and-colorectal-cancer-risk-a-two-phase-study-using-treatment-data-from-the-uk-clinical-practice-database-and-serology-information-from-the-uk-biobank/,"Helicobacter pylori infection, its treatment and colorectal cancer risk: A two-phase study using treatment data from the UK Clinical Practice Database and serology information from the UK biobank.",unique_normalized_title
66591,Genetic and environmental factors involved in cancer risk and prognosis,German Cancer Research Center (DKFZ),Dr Federico Canzian,matched_one_website_record,1,2021-09-29,2021-09-29,https://www.ukbiobank.ac.uk/projects/genetic-and-environmental-factors-involved-in-cancer-risk-and-prognosis/,https://www.ukbiobank.ac.uk/projects/genetic-and-environmental-factors-involved-in-cancer-risk-and-prognosis/,Genetic and environmental factors involved in cancer risk and prognosis,unique_normalized_title
66639,The impact of modifiable risk factors on cognition and dementia,Monash University,Ms Lisa Bransby,matched_one_website_record,1,2021-01-11,2021-01-11,https://www.ukbiobank.ac.uk/projects/the-impact-of-modifiable-risk-factors-on-cognition-and-dementia/,https://www.ukbiobank.ac.uk/projects/the-impact-of-modifiable-risk-factors-on-cognition-and-dementia/,The impact of modifiable risk factors on cognition and dementia,unique_normalized_title
66809,"Investigation of genetic risk, gene-environment interaction and molecular pathway underlying age-related macular degeneration and other related eye disorders",University of Massachusetts Medical School,Dr Tianxiao Huan,matched_one_website_record,1,2021-03-02,2021-03-02,https://www.ukbiobank.ac.uk/projects/investigation-of-genetic-risk-gene-environment-interaction-and-molecular-pathway-underlying-age-related-macular-degeneration-and-other-related-eye-disorders/,https://www.ukbiobank.ac.uk/projects/investigation-of-genetic-risk-gene-environment-interaction-and-molecular-pathway-underlying-age-related-macular-degeneration-and-other-related-eye-disorders/,"Investigation of genetic risk, gene-environment interaction and molecular pathway underlying age-related macular degeneration and other related eye disorders",unique_normalized_title
66813,Comprehensive evaluation of causal relationship among different phenotypes and disease traits by Mendelian Randomization using Genetic Instruments,University of Hong Kong,Dr Yung Na,matched_one_website_record,1,2021-04-28,2021-04-28,https://www.ukbiobank.ac.uk/projects/comprehensive-evaluation-of-causal-relationship-among-different-phenotypes-and-disease-traits-by-mendelian-randomization-using-genetic-instruments/,https://www.ukbiobank.ac.uk/projects/comprehensive-evaluation-of-causal-relationship-among-different-phenotypes-and-disease-traits-by-mendelian-randomization-using-genetic-instruments/,Comprehensive evaluation of causal relationship among different phenotypes and disease traits by Mendelian Randomization using Genetic Instruments,unique_normalized_title
66821,Examining the relationship between APOL1 and chronic kidney disease,University of Glasgow,Dr Walt Adamson,matched_one_website_record,1,2021-02-16,2021-02-16,https://www.ukbiobank.ac.uk/projects/examining-the-relationship-between-apol1-and-chronic-kidney-disease/,https://www.ukbiobank.ac.uk/projects/examining-the-relationship-between-apol1-and-chronic-kidney-disease/,Examining the relationship between APOL1 and chronic kidney disease,unique_normalized_title
66845,Dissertation: Sleep Traits as Risk Factors for Lung Cancer Among Smokers and Never Smokers,University of North Texas Health Science Center,Mr Noah Peeri,matched_one_website_record,1,2021-01-11,2021-01-11,https://www.ukbiobank.ac.uk/projects/dissertation-sleep-traits-as-risk-factors-for-lung-cancer-among-smokers-and-never-smokers/,https://www.ukbiobank.ac.uk/projects/dissertation-sleep-traits-as-risk-factors-for-lung-cancer-among-smokers-and-never-smokers/,Dissertation: Sleep Traits as Risk Factors for Lung Cancer Among Smokers and Never Smokers,unique_normalized_title
66866,Genomic Translation of Aging-Related Associations from Model Systems to Humans,University of Southern California,Professor Thalida Arpawong,matched_one_website_record,1,2021-01-11,2021-01-11,https://www.ukbiobank.ac.uk/projects/genomic-translation-of-aging-related-associations-from-model-systems-to-humans/,https://www.ukbiobank.ac.uk/projects/genomic-translation-of-aging-related-associations-from-model-systems-to-humans/,Genomic Translation of Aging-Related Associations from Model Systems to Humans,unique_normalized_title
66907,Treatment effects on COVID-19 outcomes in individuals with type 2 diabetes,Novo Nordisk A/S,Dr Martijn van de Bunt,matched_one_website_record,1,2021-01-14,2021-01-14,https://www.ukbiobank.ac.uk/projects/treatment-effects-on-covid-19-outcomes-in-individuals-with-type-2-diabetes/,https://www.ukbiobank.ac.uk/projects/treatment-effects-on-covid-19-outcomes-in-individuals-with-type-2-diabetes/,Treatment effects on COVID-19 outcomes in individuals with type 2 diabetes,unique_normalized_title
66911,Genetic Variation and Phenotypic Associations with Select Dermatologic Disease,West Virginia University Research Corporation,Mr Ahmed Yousaf,matched_one_website_record,1,2021-05-13,2021-05-13,https://www.ukbiobank.ac.uk/projects/genetic-variation-and-phenotypic-associations-with-select-dermatologic-disease/,https://www.ukbiobank.ac.uk/projects/genetic-variation-and-phenotypic-associations-with-select-dermatologic-disease/,Genetic Variation and Phenotypic Associations with Select Dermatologic Disease,unique_normalized_title
66930,Deep neural network based analysis of resting-state functional connectivity,Yonsei University,Professor Jae-Jin Kim,matched_one_website_record,1,2021-05-28,2021-05-28,https://www.ukbiobank.ac.uk/projects/deep-neural-network-based-analysis-of-resting-state-functional-connectivity/,https://www.ukbiobank.ac.uk/projects/deep-neural-network-based-analysis-of-resting-state-functional-connectivity/,Deep neural network based analysis of resting-state functional connectivity,unique_normalized_title
66948,How do social factors and brain structure relate to depression and anxiety?,University of Manchester,Miss Sasha Johns,matched_one_website_record,1,2021-04-20,2021-04-20,https://www.ukbiobank.ac.uk/projects/how-do-social-factors-and-brain-structure-relate-to-depression-and-anxiety/,https://www.ukbiobank.ac.uk/projects/how-do-social-factors-and-brain-structure-relate-to-depression-and-anxiety/,How do social factors and brain structure relate to depression and anxiety?,unique_normalized_title
66953,Unsupervised Learning to Detect Stereotyped Behaviors in Wrist Actigraphy,McLean Hospital,Dr Justin Baker,matched_one_website_record,1,2021-06-21,2021-06-21,https://www.ukbiobank.ac.uk/projects/unsupervised-learning-to-detect-stereotyped-behaviors-in-wrist-actigraphy/,https://www.ukbiobank.ac.uk/projects/unsupervised-learning-to-detect-stereotyped-behaviors-in-wrist-actigraphy/,Unsupervised Learning to Detect Stereotyped Behaviors in Wrist Actigraphy,unique_normalized_title
66982,Identifying genetic and environmental factors underpinning complex trait variation in humans,Westlake University,Professor Jian Yang,matched_one_website_record,1,2020-11-10,2020-11-10,https://www.ukbiobank.ac.uk/projects/identifying-genetic-and-environmental-factors-underpinning-complex-trait-variation-in-humans-2/,https://www.ukbiobank.ac.uk/projects/identifying-genetic-and-environmental-factors-underpinning-complex-trait-variation-in-humans-2/,Identifying genetic and environmental factors underpinning complex trait variation in humans,duplicate_title_resolved_by_institution
66995,"Prediction of haplotypes, genotypes, parental-of-origin and applications in biobanks.",University of Lausanne,Dr Olivier Delaneau,matched_one_website_record,1,2021-03-01,2021-03-01,https://www.ukbiobank.ac.uk/projects/prediction-of-haplotypes-genotypes-parental-of-origin-and-applications-in-biobanks/,https://www.ukbiobank.ac.uk/projects/prediction-of-haplotypes-genotypes-parental-of-origin-and-applications-in-biobanks/,"Prediction of haplotypes, genotypes, parental-of-origin and applications in biobanks.",unique_normalized_title
67048,THE BODY-MIND CONNECTION: EXPLORING THE BIOLOGICAL MECHANISMS UNDERLYING THE EFFECTS OF SOMATIC HEALTH ON BRAIN AGING,Tianjin Medical University,Professor Weili Xu,matched_one_website_record,1,2021-04-22,2021-04-22,https://www.ukbiobank.ac.uk/projects/the-body-mind-connection-exploring-the-biological-mechanisms-underlying-the-effects-of-somatic-health-on-brain-aging/,https://www.ukbiobank.ac.uk/projects/the-body-mind-connection-exploring-the-biological-mechanisms-underlying-the-effects-of-somatic-health-on-brain-aging/,THE BODY-MIND CONNECTION: EXPLORING THE BIOLOGICAL MECHANISMS UNDERLYING THE EFFECTS OF SOMATIC HEALTH ON BRAIN AGING,unique_normalized_title
