specification,control_definition,design,intervention_date,sample_start,sample_end,term,estimate,std_error,z,p_value,ci_low,ci_high,n_obs,k_params,df_resid,nw_lag,inference
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-07,2022-01,2024-06,ArtificialLevel,-0.77132325,0.87672489,-0.87977798,0.37897960,-2.48970405,0.94705754,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-07,2022-01,2024-06,ArtificialSlope,-0.29675252,0.08795536,-3.37389932,0.00074111,-0.46914502,-0.12436002,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-07,2022-01,2024-06,month_02,0.46112900,0.63566297,0.72543002,0.46818826,-0.78477042,1.70702842,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-07,2022-01,2024-06,month_03,0.58892466,1.14479597,0.51443635,0.60694695,-1.65487543,2.83272476,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-07,2022-01,2024-06,month_04,-0.61661301,1.02502678,-0.60155795,0.54746843,-2.62566550,1.39243948,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-07,2022-01,2024-06,month_05,-0.48881734,1.05341111,-0.46403283,0.64262422,-2.55350313,1.57586844,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-07,2022-01,2024-06,month_06,-4.69435501,0.37433419,-12.54054584,0.00000000,-5.42805002,-3.96066001,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-07,2022-01,2024-06,month_07,-2.63161783,0.69496445,-3.78669419,0.00015266,-3.99374815,-1.26948751,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-07,2022-01,2024-06,month_08,-1.78769675,2.31864441,-0.77100945,0.44070133,-6.33223979,2.75684630,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-07,2022-01,2024-06,month_09,-1.44377566,1.53623365,-0.93981515,0.34731238,-4.45479361,1.56724229,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-07,2022-01,2024-06,month_10,1.90014542,1.13830488,1.66927636,0.09506262,-0.33093214,4.13122299,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-07,2022-01,2024-06,month_11,3.24406650,0.73268207,4.42765919,0.00000953,1.80800965,4.68012336,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-07,2022-01,2024-06,month_12,1.08798759,0.18409941,5.90978322,0.00000000,0.72715275,1.44882243,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,actual_18_12,2024-07,2023-01,2025-06,Intercept,2.55754635,0.46826464,5.46175422,0.00000005,1.63974766,3.47534503,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,actual_18_12,2024-07,2023-01,2025-06,Time,0.03303471,0.06074959,0.54378499,0.58658944,-0.08603448,0.15210391,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,actual_18_12,2024-07,2023-01,2025-06,ArtificialLevel,-5.27622247,1.83909340,-2.86892578,0.00411868,-8.88084554,-1.67159940,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,actual_18_12,2024-07,2023-01,2025-06,ArtificialSlope,0.73572228,0.22885679,3.21477156,0.00130548,0.28716298,1.18428158,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,actual_18_12,2024-07,2023-01,2025-06,month_02,-0.61160881,0.72760676,-0.84057604,0.40058549,-2.03771806,0.81450044,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,actual_18_12,2024-07,2023-01,2025-06,month_03,0.77678238,1.39230107,0.55791265,0.57690403,-1.95212771,3.50569247,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,actual_18_12,2024-07,2023-01,2025-06,month_04,1.49850691,0.69495179,2.15627463,0.03106223,0.13640141,2.86061241,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,actual_18_12,2024-07,2023-01,2025-06,month_05,-0.11310190,0.78769991,-0.14358502,0.88582817,-1.65699372,1.43078992,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,actual_18_12,2024-07,2023-01,2025-06,month_06,-2.39137738,1.19563603,-2.00008808,0.04549075,-4.73482400,-0.04793076,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,actual_18_12,2024-07,2023-01,2025-06,month_07,-0.31585169,1.88644733,-0.16743202,0.86703013,-4.01328846,3.38158508,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,actual_18_12,2024-07,2023-01,2025-06,month_08,1.78325246,0.74605798,2.39023306,0.01683768,0.32097881,3.24552611,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,actual_18_12,2024-07,2023-01,2025-06,month_09,-1.11764340,1.36437085,-0.81916394,0.41269289,-3.79181027,1.55652347,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,actual_18_12,2024-07,2023-01,2025-06,month_10,3.98146074,2.17467663,1.83082886,0.06712609,-0.28090546,8.24382695,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,actual_18_12,2024-07,2023-01,2025-06,month_11,0.58056489,3.04953633,0.19037809,0.84901287,-5.39652631,6.55765609,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,actual_18_12,2024-07,2023-01,2025-06,month_12,-0.32033097,1.44994999,-0.22092553,0.82515042,-3.16223295,2.52157101,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_full,2024-07,2021-10,2026-04,Intercept,-0.38623945,1.22272265,-0.31588476,0.75208998,-2.78277585,2.01029695,55,15,40,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_full,2024-07,2021-10,2026-04,Time,0.17866080,0.03946270,4.52733356,0.00000597,0.10131391,0.25600769,55,15,40,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_full,2024-07,2021-10,2026-04,ArtificialLevel,-4.54546259,1.61775880,-2.80972823,0.00495833,-7.71626984,-1.37465533,55,15,40,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_full,2024-07,2021-10,2026-04,ArtificialSlope,0.16262145,0.09628964,1.68887800,0.09124281,-0.02610624,0.35134914,55,15,40,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_full,2024-07,2021-10,2026-04,month_02,-1.44370938,1.60854900,-0.89752278,0.36944002,-4.59646543,1.70904667,55,15,40,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_full,2024-07,2021-10,2026-04,month_03,0.51258125,1.44406065,0.35495825,0.72262087,-2.31777762,3.34294011,55,15,40,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_full,2024-07,2021-10,2026-04,month_04,-2.33112813,2.10556269,-1.10712834,0.26823844,-6.45803101,1.79577475,55,15,40,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_full,2024-07,2021-10,2026-04,month_05,-0.10046846,1.54426365,-0.06505914,0.94812692,-3.12722521,2.92628829,55,15,40,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_full,2024-07,2021-10,2026-04,month_06,-3.56978462,1.85632616,-1.92303739,0.05447535,-7.20818390,0.06861466,55,15,40,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_full,2024-07,2021-10,2026-04,month_07,-1.40273513,1.39875599,-1.00284477,0.31593576,-4.14429687,1.33882661,55,15,40,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_full,2024-07,2021-10,2026-04,month_08,-2.41270665,1.79928279,-1.34092688,0.17994419,-5.93930092,1.11388761,55,15,40,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_full,2024-07,2021-10,2026-04,month_09,-2.67267818,1.27196380,-2.10122189,0.03562149,-5.16572722,-0.17962913,55,15,40,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_full,2024-07,2021-10,2026-04,month_10,1.73112813,1.52245434,1.13706407,0.25551150,-1.25288237,4.71513864,55,15,40,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_full,2024-07,2021-10,2026-04,month_11,-1.31258125,2.35415612,-0.55755913,0.57714547,-5.92672723,3.30156474,55,15,40,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_full,2024-07,2021-10,2026-04,month_12,-0.35629062,1.48048637,-0.24065782,0.80982033,-3.25804391,2.54546266,55,15,40,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-10,2021-10,2024-06,Intercept,-2.29775903,0.69717581,-3.29581005,0.00098138,-3.66422361,-0.93129445,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-10,2021-10,2024-06,Time,0.22473586,0.09484968,2.36938963,0.01781747,0.03883048,0.41064123,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-10,2021-10,2024-06,ArtificialLevel,1.88087935,0.82587183,2.27744702,0.02275954,0.26217055,3.49958814,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-10,2021-10,2024-06,ArtificialSlope,-0.16564417,0.09762491,-1.69674077,0.08974568,-0.35698900,0.02570066,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-10,2021-10,2024-06,month_02,0.55236026,1.06637362,0.51798005,0.60447219,-1.53773204,2.64245256,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-10,2021-10,2024-06,month_03,0.77138718,1.15859131,0.66579749,0.50554055,-1.49945178,3.04222615,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-10,2021-10,2024-06,month_04,-1.00958589,1.45438811,-0.69416539,0.48757850,-3.86018659,1.84101481,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-10,2021-10,2024-06,month_05,0.20944104,1.17605476,0.17808783,0.85865400,-2.09562630,2.51450837,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-10,2021-10,2024-06,month_06,-3.90486537,0.66443865,-5.87693894,0.00000000,-5.20716512,-2.60256562,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-10,2021-10,2024-06,month_07,-1.76831970,0.95798205,-1.84587978,0.06490966,-3.64596452,0.10932512,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-10,2021-10,2024-06,month_08,-0.91023347,2.28889380,-0.39767396,0.69087053,-5.39646531,3.57599837,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-10,2021-10,2024-06,month_09,-1.55214724,1.22227847,-1.26988021,0.20412730,-3.94781304,0.84351856,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-10,2021-10,2024-06,month_10,1.67625256,0.82171047,2.03995521,0.04135479,0.06570003,3.28680508,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-10,2021-10,2024-06,month_11,2.56194615,1.05999339,2.41694541,0.01565136,0.48435911,4.63953319,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-10,2021-10,2024-06,month_12,2.11430641,0.64398283,3.28317200,0.00102646,0.85210005,3.37651276,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-11,2021-10,2024-06,Intercept,-2.78280349,0.70456085,-3.94969931,0.00007825,-4.16374275,-1.40186423,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-11,2021-10,2024-06,Time,0.36087736,0.07652695,4.71569006,0.00000241,0.21088454,0.51087017,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-11,2021-10,2024-06,ArtificialLevel,0.28915381,0.97233554,0.29738069,0.76617589,-1.61662385,2.19493147,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-11,2021-10,2024-06,ArtificialSlope,-0.27933614,0.07853702,-3.55674488,0.00037548,-0.43326869,-0.12540358,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-11,2021-10,2024-06,month_02,0.49201340,1.04627958,0.47025041,0.63817612,-1.55869458,2.54272139,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-11,2021-10,2024-06,month_03,0.65069347,1.19151072,0.54610794,0.58499174,-1.68466754,2.98605448,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-11,2021-10,2024-06,month_04,-1.19062646,1.50344981,-0.79192963,0.42840171,-4.13738810,1.75613518,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-11,2021-10,2024-06,month_05,-0.03194639,1.07522465,-0.02971137,0.97629725,-2.13938671,2.07549392,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-11,2021-10,2024-06,month_06,-4.20659966,0.60617256,-6.93960749,0.00000000,-5.39469788,-3.01850143,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-11,2021-10,2024-06,month_07,-2.15758922,0.72408964,-2.97972667,0.00288506,-3.57680492,-0.73837352,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-11,2021-10,2024-06,month_08,-1.37879850,2.56898685,-0.53670906,0.59146860,-6.41401273,3.65641572,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-11,2021-10,2024-06,month_09,-2.10000779,0.82114025,-2.55742889,0.01054491,-3.70944268,-0.49057290,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-11,2021-10,2024-06,month_10,2.04678978,0.87591198,2.33675281,0.01945204,0.33000230,3.76357726,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-11,2021-10,2024-06,month_11,2.68263986,0.96316478,2.78523458,0.00534890,0.79483689,4.57044284,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-11,2021-10,2024-06,month_12,2.17465326,0.66182729,3.28583198,0.00101682,0.87747178,3.47183475,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-12,2021-10,2024-06,Intercept,-2.75896235,0.70487628,-3.91410869,0.00009074,-4.14051985,-1.37740485,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-12,2021-10,2024-06,Time,0.33808645,0.05898837,5.73140818,0.00000001,0.22246924,0.45370367,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-12,2021-10,2024-06,ArtificialLevel,0.45166477,0.80811468,0.55891173,0.57622196,-1.13224000,2.03556955,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-12,2021-10,2024-06,ArtificialSlope,-0.27430950,0.07487871,-3.66338458,0.00024890,-0.42107176,-0.12754723,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-12,2021-10,2024-06,month_02,0.51145321,1.04724300,0.48838064,0.62528025,-1.54114307,2.56404949,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-12,2021-10,2024-06,month_03,0.68957309,1.18512121,0.58185870,0.56066186,-1.63326448,3.01241066,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-12,2021-10,2024-06,month_04,-1.13230704,1.49652128,-0.75662608,0.44927391,-4.06548876,1.80087468,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-12,2021-10,2024-06,month_05,0.04581284,1.11298797,0.04116203,0.96716673,-2.13564358,2.22726925,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-12,2021-10,2024-06,month_06,-4.10940062,0.62096382,-6.61777784,0.00000000,-5.32648971,-2.89231153,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-12,2021-10,2024-06,month_07,-2.07808362,0.81663687,-2.54468502,0.01093764,-3.67869189,-0.47747535,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-12,2021-10,2024-06,month_08,-1.27901532,2.50034862,-0.51153480,0.60897663,-6.17969861,3.62166797,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-12,2021-10,2024-06,month_09,-1.97994703,0.89260843,-2.21815856,0.02654402,-3.72945955,-0.23043451,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-12,2021-10,2024-06,month_10,2.13240163,0.96430571,2.21133360,0.02701274,0.24236243,4.02244083,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-12,2021-10,2024-06,month_11,2.88575167,1.07114268,2.69408708,0.00705817,0.78631201,4.98519133,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2022-12,2021-10,2024-06,month_12,2.15521346,0.69754646,3.08970598,0.00200355,0.78802240,3.52240451,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-01,2021-10,2024-06,Intercept,-2.75446179,0.77113312,-3.57196664,0.00035431,-4.26588271,-1.24304087,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-01,2021-10,2024-06,Time,0.30338760,0.05635001,5.38398501,0.00000007,0.19294159,0.41383362,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-01,2021-10,2024-06,ArtificialLevel,0.95199731,0.49191871,1.93527366,0.05295672,-0.01216335,1.91615798,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-01,2021-10,2024-06,ArtificialSlope,-0.27442095,0.07334773,-3.74136926,0.00018302,-0.41818250,-0.13065939,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-01,2021-10,2024-06,month_02,0.54622636,1.07038000,0.51031069,0.60983381,-1.55171844,2.64417117,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-01,2021-10,2024-06,month_03,0.75911939,1.18648121,0.63980734,0.52229786,-1.56638378,3.08462256,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-01,2021-10,2024-06,month_04,-1.02798758,1.49910583,-0.68573383,0.49288097,-3.96623500,1.91025984,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-01,2021-10,2024-06,month_05,0.18490545,1.21196416,0.15256676,0.87873994,-2.19054430,2.56035520,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-01,2021-10,2024-06,month_06,-3.93553486,0.71364732,-5.51467757,0.00000003,-5.33428360,-2.53678611,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-01,2021-10,2024-06,month_07,-1.94908806,0.99341862,-1.96200073,0.04976240,-3.89618856,-0.00198757,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-01,2021-10,2024-06,month_08,-1.11526519,2.40403924,-0.46391306,0.64271004,-5.82718209,3.59665171,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-01,2021-10,2024-06,month_09,-1.78144232,1.08483790,-1.64212766,0.10056355,-3.90772460,0.34483996,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-01,2021-10,2024-06,month_10,2.28640763,1.14429510,1.99809265,0.04570662,0.04358924,4.52922603,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-01,2021-10,2024-06,month_11,3.07449368,1.09094661,2.81818894,0.00482954,0.93623832,5.21274904,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-01,2021-10,2024-06,month_12,2.52924639,0.73096040,3.46016883,0.00053984,1.09656401,3.96192877,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-02,2021-10,2024-06,Intercept,-2.26242586,0.54469583,-4.15355823,0.00003273,-3.33002968,-1.19482203,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-02,2021-10,2024-06,Time,0.28018086,0.05363659,5.22368910,0.00000018,0.17505315,0.38530857,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-02,2021-10,2024-06,ArtificialLevel,1.42985383,0.56471923,2.53197296,0.01134227,0.32300413,2.53670352,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-02,2021-10,2024-06,ArtificialSlope,-0.29551954,0.06210435,-4.75843583,0.00000195,-0.41724406,-0.17379503,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-02,2021-10,2024-06,month_02,0.00837438,0.92030714,0.00909955,0.99273971,-1.79542762,1.81217637,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-02,2021-10,2024-06,month_03,0.25853988,0.80607078,0.32074091,0.74840674,-1.32135885,1.83843861,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-02,2021-10,2024-06,month_04,-1.49129462,1.30878820,-1.13944687,0.25451681,-4.05651948,1.07393025,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_all_pre,2023-02,2021-10,2024-06,month_05,-0.24112912,1.10755918,-0.21771217,0.82765338,-2.41194512,1.92968688,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
