specification,control_definition,design,intervention_date,sample_start,sample_end,term,estimate,std_error,z,p_value,ci_low,ci_high,n_obs,k_params,df_resid,nw_lag,inference
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-04,2021-10,2024-06,Intercept,-2.46860664,0.47283764,-5.22083355,0.00000018,-3.39536842,-1.54184485,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-04,2021-10,2024-06,Time,0.35541149,0.04379371,8.11558333,0.00000000,0.26957582,0.44124716,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-04,2021-10,2024-06,ArtificialLevel,-0.61488755,0.59633058,-1.03111860,0.30248521,-1.78369547,0.55392038,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-04,2021-10,2024-06,ArtificialSlope,-0.33031219,0.05197128,-6.35566786,0.00000000,-0.43217589,-0.22844848,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-04,2021-10,2024-06,month_02,0.42135924,0.68168488,0.61811439,0.53649993,-0.91474313,1.75746160,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-04,2021-10,2024-06,month_03,0.50938514,1.07959326,0.47183060,0.63704771,-1.60661766,2.62538794,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-04,2021-10,2024-06,month_04,-0.53095977,1.04276845,-0.50918282,0.61062409,-2.57478593,1.51286638,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-04,2021-10,2024-06,month_05,-0.33282981,0.99963796,-0.33295035,0.73917176,-2.29212020,1.62646059,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-04,2021-10,2024-06,month_06,-4.46803318,0.35229659,-12.68258994,0.00000000,-5.15853449,-3.77753186,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-04,2021-10,2024-06,month_07,-2.55965369,0.67153877,-3.81162457,0.00013806,-3.87586968,-1.24343769,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-04,2021-10,2024-06,month_08,-1.74990909,2.38720811,-0.73303583,0.46353657,-6.42883698,2.92901881,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-04,2021-10,2024-06,month_09,-1.44016448,1.45844750,-0.98746406,0.32341519,-4.29872158,1.41839261,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-04,2021-10,2024-06,month_10,1.73592229,0.79522240,2.18293937,0.02904028,0.17728638,3.29455820,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-04,2021-10,2024-06,month_11,2.49061486,0.86270071,2.88699759,0.00388937,0.79972148,4.18150824,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-04,2021-10,2024-06,month_12,1.91197410,0.66555835,2.87273700,0.00406933,0.60747973,3.21646846,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-05,2021-10,2024-06,Intercept,-2.43688517,0.45897509,-5.30940620,0.00000011,-3.33647634,-1.53729400,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-05,2021-10,2024-06,Time,0.35132898,0.04111304,8.54543950,0.00000000,0.27074743,0.43191054,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-05,2021-10,2024-06,ArtificialLevel,-0.99290579,0.78121156,-1.27098194,0.20373507,-2.52408045,0.53826887,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-05,2021-10,2024-06,ArtificialSlope,-0.31328036,0.05312972,-5.89651854,0.00000000,-0.41741461,-0.20914612,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-05,2021-10,2024-06,month_02,0.41976447,0.67092497,0.62565040,0.53154427,-0.89524846,1.73477740,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-05,2021-10,2024-06,month_03,0.50619561,1.09617917,0.46178182,0.64423779,-1.64231557,2.65470679,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-05,2021-10,2024-06,month_04,-0.74070658,1.06938819,-0.69264519,0.48853225,-2.83670744,1.35529427,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-05,2021-10,2024-06,month_05,-0.32330685,1.05713057,-0.30583436,0.75973077,-2.39528277,1.74866908,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-05,2021-10,2024-06,month_06,-4.46578226,0.36464735,-12.24685251,0.00000000,-5.18049105,-3.75107346,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-05,2021-10,2024-06,month_07,-2.52331631,0.67274333,-3.75078608,0.00017628,-3.84189323,-1.20473939,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-05,2021-10,2024-06,month_08,-1.71800511,2.40053570,-0.71567572,0.47419161,-6.42305507,2.98704486,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-05,2021-10,2024-06,month_09,-1.41269391,1.45023578,-0.97411326,0.33000030,-4.25515603,1.42976822,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-05,2021-10,2024-06,month_10,1.74070658,0.79324837,2.19440297,0.02820645,0.18593977,3.29547339,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-05,2021-10,2024-06,month_11,2.49380439,0.86720238,2.87568905,0.00403147,0.79408772,4.19352105,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-05,2021-10,2024-06,month_12,1.91356886,0.65955383,2.90130807,0.00371608,0.62084335,3.20629438,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-06,2021-10,2024-06,Intercept,-2.22501753,0.38930948,-5.71529248,0.00000001,-2.98806411,-1.46197095,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-06,2021-10,2024-06,Time,0.32325269,0.03268550,9.88978735,0.00000000,0.25918910,0.38731628,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-06,2021-10,2024-06,ArtificialLevel,-0.57398317,0.62678728,-0.91575433,0.35979576,-1.80248624,0.65451990,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-06,2021-10,2024-06,ArtificialSlope,-0.32819074,0.05625113,-5.83438444,0.00000001,-0.43844297,-0.21793852,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-06,2021-10,2024-06,month_02,0.45281089,0.64837679,0.69837616,0.48494198,-0.81800761,1.72362939,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-06,2021-10,2024-06,month_03,0.57228845,1.11474178,0.51338208,0.60768408,-1.61260543,2.75718234,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-06,2021-10,2024-06,month_04,-0.64156732,1.01494665,-0.63211926,0.52730895,-2.63086275,1.34772810,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-06,2021-10,2024-06,month_05,-0.52208976,1.07491283,-0.48570428,0.62717685,-2.62891892,1.58473939,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-06,2021-10,2024-06,month_06,-4.54461781,0.27632455,-16.44666713,0.00000000,-5.08621392,-4.00302170,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-06,2021-10,2024-06,month_07,-2.67268583,0.72278689,-3.69775084,0.00021752,-4.08934814,-1.25602353,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-06,2021-10,2024-06,month_08,-1.83184315,2.27800678,-0.80414298,0.42131441,-6.29673643,2.63305013,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-06,2021-10,2024-06,month_09,-1.49100047,1.55094106,-0.96135211,0.33637515,-4.53084495,1.54884402,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-06,2021-10,2024-06,month_10,1.64156732,0.83830876,1.95818939,0.05020779,-0.00151785,3.28465249,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-06,2021-10,2024-06,month_11,2.42771155,0.83582250,2.90457787,0.00367749,0.78949944,4.06592366,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-06,2021-10,2024-06,month_12,1.88052244,0.63249239,2.97319379,0.00294718,0.64083736,3.12020752,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-07,2021-10,2024-06,Intercept,-2.16428085,0.37353562,-5.79404132,0.00000001,-2.89641067,-1.43215102,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-07,2021-10,2024-06,Time,0.31526926,0.03144195,10.02702670,0.00000000,0.25364304,0.37689548,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-07,2021-10,2024-06,ArtificialLevel,-0.76175869,0.85392077,-0.89207186,0.37235441,-2.43544340,0.91192602,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-07,2021-10,2024-06,ArtificialSlope,-0.32208589,0.08825661,-3.64942532,0.00026283,-0.49506884,-0.14910294,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-07,2021-10,2024-06,month_02,0.45875937,0.64388963,0.71248138,0.47616674,-0.80326430,1.72078304,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-07,2021-10,2024-06,month_03,0.58418541,1.12762315,0.51806795,0.60441086,-1.62595597,2.79432679,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-07,2021-10,2024-06,month_04,-0.62372188,1.01097697,-0.61694964,0.53726794,-2.60523675,1.35779299,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-07,2021-10,2024-06,month_05,-0.49829584,1.08231347,-0.46039882,0.64522998,-2.61963024,1.62303855,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-07,2021-10,2024-06,month_06,-4.70620314,0.39831969,-11.81514057,0.00000000,-5.48690973,-3.92549654,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-07,2021-10,2024-06,month_07,-2.68387866,0.73729420,-3.64017332,0.00027245,-4.12897529,-1.23878204,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-07,2021-10,2024-06,month_08,-1.83810498,2.27759748,-0.80703680,0.41964528,-6.30219603,2.62598608,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-07,2021-10,2024-06,month_09,-1.49233129,1.57664710,-0.94652208,0.34388237,-4.58255960,1.59789702,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-07,2021-10,2024-06,month_10,1.62372188,0.85602904,1.89680701,0.05785341,-0.05409504,3.30153880,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-07,2021-10,2024-06,month_11,2.41581459,0.83657659,2.88773871,0.00388022,0.77612448,4.05550470,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_all_pre,2023-07,2021-10,2024-06,month_12,1.87457396,0.62292768,3.00929632,0.00261854,0.65363572,3.09551220,33,15,18,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-04,2021-10,2024-03,Intercept,-2.38091017,0.47638726,-4.99784604,0.00000058,-3.31462919,-1.44719114,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-04,2021-10,2024-03,Time,0.35076832,0.04266882,8.22071709,0.00000000,0.26713743,0.43439921,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-04,2021-10,2024-03,ArtificialLevel,-0.38652482,0.65522397,-0.58991252,0.55524930,-1.67076380,0.89771416,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-04,2021-10,2024-03,ArtificialSlope,-0.36170213,0.08080690,-4.47612906,0.00000760,-0.52008366,-0.20332060,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-04,2021-10,2024-03,month_02,0.43646572,0.66391803,0.65740905,0.51091794,-0.86481362,1.73774507,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-04,2021-10,2024-03,month_03,0.53959811,1.09946969,0.49078034,0.62358182,-1.61536248,2.69455870,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-04,2021-10,2024-03,month_04,-1.63504728,0.88668188,-1.84400666,0.06518217,-3.37294376,0.10284919,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-04,2021-10,2024-03,month_05,0.19503546,1.35592200,0.14383973,0.88562703,-2.46257166,2.85264259,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-04,2021-10,2024-03,month_06,-4.47488180,0.42560660,-10.51412679,0.00000000,-5.30907074,-3.64069285,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-04,2021-10,2024-03,month_07,-2.64479905,0.73764957,-3.58544108,0.00033651,-4.09059220,-1.19900590,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-04,2021-10,2024-03,month_08,-1.81471631,2.37722487,-0.76337596,0.44523921,-6.47407705,2.84464442,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-04,2021-10,2024-03,month_09,-1.48463357,1.46935579,-1.01039761,0.31230483,-4.36457091,1.39530377,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-04,2021-10,2024-03,month_10,1.69060284,0.80606651,2.09734907,0.03596269,0.11071249,3.27049319,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-04,2021-10,2024-03,month_11,2.46040189,0.87854971,2.80052666,0.00510193,0.73844445,4.18235933,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-04,2021-10,2024-03,month_12,1.89686761,0.66020896,2.87313219,0.00406424,0.60285805,3.19087717,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-05,2021-11,2024-04,Intercept,-2.29116897,0.61208705,-3.74320771,0.00018169,-3.49085959,-1.09147835,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-05,2021-11,2024-04,Time,0.35679514,0.05318709,6.70830345,0.00000000,0.25254844,0.46104183,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-05,2021-11,2024-04,ArtificialLevel,-2.05477790,0.98551909,-2.08497017,0.03707201,-3.98639531,-0.12316049,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-05,2021-11,2024-04,ArtificialSlope,-0.13213886,0.10218374,-1.29314958,0.19595933,-0.33241898,0.06814127,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-05,2021-11,2024-04,month_02,0.35391782,0.73319164,0.48270848,0.62930274,-1.08313779,1.79097342,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-05,2021-11,2024-04,month_03,0.37450230,1.10960368,0.33750997,0.73573250,-1.80032091,2.54932551,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-05,2021-11,2024-04,month_04,-0.93824655,0.85800074,-1.09352650,0.27416270,-2.61992800,0.74343491,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-05,2021-11,2024-04,month_05,1.03701630,1.04136983,0.99581942,0.31933789,-1.00406857,3.07810117,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-05,2021-11,2024-04,month_06,-3.75370941,0.53205651,-7.05509528,0.00000000,-4.79654018,-2.71087864,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-05,2021-11,2024-04,month_07,-2.04443511,0.55384424,-3.69135393,0.00022306,-3.12996982,-0.95890040,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-05,2021-11,2024-04,month_08,-1.33516082,2.55897173,-0.52175677,0.60183969,-6.35074541,3.68042377,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-05,2021-11,2024-04,month_09,-1.12588652,1.36528225,-0.82465477,0.40956762,-3.80183974,1.55006669,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-05,2021-11,2024-04,month_10,2.08338777,1.03336721,2.01611561,0.04378789,0.05798804,4.10878750,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-05,2021-11,2024-04,month_11,2.62549770,0.91236148,2.87769459,0.00400593,0.83726919,4.41372620,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-05,2021-11,2024-04,month_12,1.97941552,0.64057026,3.09008336,0.00200100,0.72389780,3.23493323,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-06,2021-12,2024-05,Intercept,-1.19160601,0.45962305,-2.59257237,0.00952611,-2.09246718,-0.29074484,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-06,2021-12,2024-05,Time,0.27721009,0.04932266,5.62033961,0.00000002,0.18053768,0.37388250,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-06,2021-12,2024-05,ArtificialLevel,-0.32372154,0.88545032,-0.36560102,0.71466282,-2.05920417,1.41176110,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-06,2021-12,2024-05,ArtificialSlope,-0.27323628,0.08840727,-3.09065413,0.00199716,-0.44651452,-0.09995804,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-06,2021-12,2024-05,month_02,0.48053534,0.62402292,0.77006040,0.44126407,-0.74254958,1.70362025,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-06,2021-12,2024-05,month_03,0.62773734,1.19511373,0.52525322,0.59940717,-1.71468557,2.97016025,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-06,2021-12,2024-05,month_04,-0.55839399,1.09771296,-0.50868853,0.61097057,-2.70991140,1.59312342,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-06,2021-12,2024-05,month_05,-0.41119199,0.95591990,-0.43015318,0.66708422,-2.28479499,1.46241102,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-06,2021-12,2024-05,month_06,-4.47305431,0.36545801,-12.23958483,0.00000000,-5.18935201,-3.75675661,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-06,2021-12,2024-05,month_07,-2.61364626,0.65401211,-3.99632703,0.00006433,-3.89550999,-1.33178253,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-06,2021-12,2024-05,month_08,-1.75423821,2.35362138,-0.74533577,0.45606876,-6.36733611,2.85885969,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-06,2021-12,2024-05,month_09,-1.39483016,1.49989878,-0.92994952,0.35239722,-4.33463178,1.54497146,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-06,2021-12,2024-05,month_10,1.96457789,1.10912558,1.77128535,0.07651326,-0.20930825,4.13846403,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-06,2021-12,2024-05,month_11,3.32398594,0.74779433,4.44505366,0.00000879,1.85830904,4.78966284,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-06,2021-12,2024-05,month_12,1.85279800,0.58321313,3.17687977,0.00148869,0.70970026,2.99589573,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-07,2022-01,2024-06,Intercept,-1.13618266,0.36400252,-3.12135929,0.00180018,-1.84962760,-0.42273771,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
strict,Strict already-RAP-bound control proxy,placebo_18_12,2023-07,2022-01,2024-06,Time,0.30445518,0.03880804,7.84515718,0.00000000,0.22839142,0.38051894,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
