app_id,HIGH_SENSITIVITY,hs_wes_wgs_sequence,hs_s3_direct,hs_s3_text,treatment,control_strict,control_broad,group_strict,group_broad,start_date,pre_post
97908,1,1,0,0,0,1,1,Strict control,Broad control,2023-11-30,pre_july_2024
100964,1,0,0,1,1,0,0,Treatment,Treatment,2023-11-30,pre_july_2024
101549,1,0,0,1,1,0,0,Treatment,Treatment,2023-11-30,pre_july_2024
114424,1,0,0,1,1,0,0,Treatment,Treatment,2023-11-30,pre_july_2024
117233,1,0,0,1,1,0,0,Treatment,Treatment,2023-12-01,pre_july_2024
143136,1,0,0,1,1,0,0,Treatment,Treatment,2023-12-05,pre_july_2024
145861,1,0,0,1,1,0,0,Treatment,Treatment,2023-12-12,pre_july_2024
152703,1,0,0,1,1,0,0,Treatment,Treatment,2023-12-12,pre_july_2024
135180,1,0,0,1,1,0,0,Treatment,Treatment,2023-12-13,pre_july_2024
99895,1,0,0,1,1,0,0,Treatment,Treatment,2024-01-05,pre_july_2024
99951,1,0,0,1,1,0,0,Treatment,Treatment,2024-01-18,pre_july_2024
117100,1,0,0,1,1,0,0,Treatment,Treatment,2024-01-24,pre_july_2024
147093,1,0,0,1,1,0,0,Treatment,Treatment,2024-01-26,pre_july_2024
151138,1,1,0,0,0,1,1,Strict control,Broad control,2024-02-08,pre_july_2024
145928,1,0,0,1,1,0,0,Treatment,Treatment,2024-02-27,pre_july_2024
100274,1,0,0,1,1,0,0,Treatment,Treatment,2024-02-28,pre_july_2024
104766,1,0,0,1,1,0,0,Treatment,Treatment,2024-02-28,pre_july_2024
133564,1,0,0,1,1,0,0,Treatment,Treatment,2024-02-28,pre_july_2024
162635,1,1,0,1,0,0,1,Excluded from strict control,Broad control,2024-02-28,pre_july_2024
107123,1,0,0,1,1,0,0,Treatment,Treatment,2024-03-07,pre_july_2024
151172,1,0,0,1,1,0,0,Treatment,Treatment,2024-03-13,pre_july_2024
135082,1,0,0,1,1,0,0,Treatment,Treatment,2024-03-20,pre_july_2024
96433,1,0,0,1,1,0,0,Treatment,Treatment,2024-03-26,pre_july_2024
162378,1,1,0,0,0,1,1,Strict control,Broad control,2024-03-26,pre_july_2024
176884,1,0,0,1,1,0,0,Treatment,Treatment,2024-03-28,pre_july_2024
144873,1,0,0,1,1,0,0,Treatment,Treatment,2024-04-04,pre_july_2024
117214,1,0,0,1,1,0,0,Treatment,Treatment,2024-04-05,pre_july_2024
135872,1,1,0,0,0,1,1,Strict control,Broad control,2024-04-10,pre_july_2024
154421,1,0,0,1,1,0,0,Treatment,Treatment,2024-04-16,pre_july_2024
176625,1,1,0,0,0,1,1,Strict control,Broad control,2024-04-16,pre_july_2024
176775,1,0,0,1,1,0,0,Treatment,Treatment,2024-04-16,pre_july_2024
151378,1,0,0,1,1,0,0,Treatment,Treatment,2024-04-17,pre_july_2024
168224,1,0,0,1,1,0,0,Treatment,Treatment,2024-04-23,pre_july_2024
100495,1,0,0,1,1,0,0,Treatment,Treatment,2024-04-30,pre_july_2024
109145,1,1,0,1,0,0,1,Excluded from strict control,Broad control,2024-04-30,pre_july_2024
145447,1,1,0,0,0,1,1,Strict control,Broad control,2024-04-30,pre_july_2024
203635,1,0,0,1,1,0,0,Treatment,Treatment,2024-04-30,pre_july_2024
149074,1,0,0,1,1,0,0,Treatment,Treatment,2024-05-02,pre_july_2024
135122,1,1,0,0,0,1,1,Strict control,Broad control,2024-05-03,pre_july_2024
101336,1,1,0,0,0,1,1,Strict control,Broad control,2024-05-08,pre_july_2024
221685,1,0,0,1,1,0,0,Treatment,Treatment,2024-05-08,pre_july_2024
240510,1,0,0,1,1,0,0,Treatment,Treatment,2024-05-08,pre_july_2024
177789,1,1,0,0,0,1,1,Strict control,Broad control,2024-05-13,pre_july_2024
182403,1,0,0,1,1,0,0,Treatment,Treatment,2024-05-22,pre_july_2024
182419,1,0,0,1,1,0,0,Treatment,Treatment,2024-05-22,pre_july_2024
242460,1,1,0,0,0,1,1,Strict control,Broad control,2024-06-18,pre_july_2024
99135,1,0,0,1,1,0,0,Treatment,Treatment,2024-10-03,post_july_2024
170287,1,0,0,1,1,0,0,Treatment,Treatment,2024-10-03,post_july_2024
419342,1,0,0,1,1,0,0,Treatment,Treatment,2024-10-07,post_july_2024
105490,1,0,0,1,1,0,0,Treatment,Treatment,2024-10-08,post_july_2024
132578,1,0,0,1,1,0,0,Treatment,Treatment,2024-10-08,post_july_2024
249728,1,0,0,1,1,0,0,Treatment,Treatment,2024-10-09,post_july_2024
196939,1,1,0,0,0,1,1,Strict control,Broad control,2024-10-15,post_july_2024
454659,1,1,0,0,0,1,1,Strict control,Broad control,2024-10-22,post_july_2024
233236,1,0,0,1,1,0,0,Treatment,Treatment,2024-10-23,post_july_2024
250388,1,1,0,0,0,1,1,Strict control,Broad control,2024-10-23,post_july_2024
476108,1,0,0,1,1,0,0,Treatment,Treatment,2024-10-23,post_july_2024
177048,1,0,0,1,1,0,0,Treatment,Treatment,2024-10-24,post_july_2024
266889,1,1,0,0,0,1,1,Strict control,Broad control,2024-10-25,post_july_2024
84157,1,0,0,1,1,0,0,Treatment,Treatment,2024-10-28,post_july_2024
101531,1,0,0,1,1,0,0,Treatment,Treatment,2024-10-28,post_july_2024
145857,1,0,0,1,1,0,0,Treatment,Treatment,2024-10-30,post_july_2024
194423,1,1,0,0,0,1,1,Strict control,Broad control,2024-10-30,post_july_2024
199635,1,1,0,0,0,1,1,Strict control,Broad control,2024-10-30,post_july_2024
229920,1,0,0,1,1,0,0,Treatment,Treatment,2024-10-30,post_july_2024
331567,1,1,0,0,0,1,1,Strict control,Broad control,2024-10-30,post_july_2024
404497,1,0,0,1,1,0,0,Treatment,Treatment,2024-10-30,post_july_2024
354999,1,0,0,1,1,0,0,Treatment,Treatment,2024-11-01,post_july_2024
473798,1,0,0,1,1,0,0,Treatment,Treatment,2024-11-01,post_july_2024
176747,1,0,0,1,1,0,0,Treatment,Treatment,2024-11-05,post_july_2024
194481,1,0,0,1,1,0,0,Treatment,Treatment,2024-11-05,post_july_2024
285049,1,1,0,0,0,1,1,Strict control,Broad control,2024-11-05,post_july_2024
291634,1,0,0,1,1,0,0,Treatment,Treatment,2024-11-05,post_july_2024
477126,1,1,0,0,0,1,1,Strict control,Broad control,2024-11-05,post_july_2024
505149,1,1,0,0,0,1,1,Strict control,Broad control,2024-11-05,post_july_2024
280100,1,1,0,0,0,1,1,Strict control,Broad control,2024-11-07,post_july_2024
297900,1,0,0,1,1,0,0,Treatment,Treatment,2024-11-07,post_july_2024
102629,1,0,0,1,1,0,0,Treatment,Treatment,2024-11-11,post_july_2024
144841,1,1,0,0,0,1,1,Strict control,Broad control,2024-11-11,post_july_2024
211447,1,1,0,0,0,1,1,Strict control,Broad control,2024-11-11,post_july_2024
256056,1,1,0,0,0,1,1,Strict control,Broad control,2024-11-11,post_july_2024
323644,1,0,0,1,1,0,0,Treatment,Treatment,2024-11-11,post_july_2024
220731,1,1,0,0,0,1,1,Strict control,Broad control,2024-11-12,post_july_2024
435853,1,1,0,0,0,1,1,Strict control,Broad control,2024-11-18,post_july_2024
317703,1,1,0,0,0,1,1,Strict control,Broad control,2024-11-20,post_july_2024
390304,1,0,0,1,1,0,0,Treatment,Treatment,2024-11-20,post_july_2024
180759,1,1,0,0,0,1,1,Strict control,Broad control,2024-11-27,post_july_2024
349052,1,1,0,0,0,1,1,Strict control,Broad control,2024-11-28,post_july_2024
106036,1,0,0,1,1,0,0,Treatment,Treatment,2024-12-04,post_july_2024
140494,1,1,0,0,0,1,1,Strict control,Broad control,2024-12-04,post_july_2024
141538,1,0,0,1,1,0,0,Treatment,Treatment,2024-12-04,post_july_2024
191001,1,1,0,1,0,0,1,Excluded from strict control,Broad control,2024-12-04,post_july_2024
202239,1,1,0,0,0,1,1,Strict control,Broad control,2024-12-04,post_july_2024
268863,1,1,0,0,0,1,1,Strict control,Broad control,2024-12-04,post_july_2024
241800,1,0,0,1,1,0,0,Treatment,Treatment,2024-12-05,post_july_2024
408131,1,0,0,1,1,0,0,Treatment,Treatment,2024-12-06,post_july_2024
155020,1,0,0,1,1,0,0,Treatment,Treatment,2024-12-12,post_july_2024
532796,1,1,0,0,0,1,1,Strict control,Broad control,2024-12-12,post_july_2024
526597,1,1,0,0,0,1,1,Strict control,Broad control,2024-12-13,post_july_2024
117723,1,1,0,0,0,1,1,Strict control,Broad control,2024-12-17,post_july_2024
164589,1,0,0,1,1,0,0,Treatment,Treatment,2024-12-17,post_july_2024
176536,1,1,0,0,0,1,1,Strict control,Broad control,2024-12-17,post_july_2024
548711,1,1,0,0,0,1,1,Strict control,Broad control,2024-12-18,post_july_2024
388326,1,0,0,1,1,0,0,Treatment,Treatment,2024-12-19,post_july_2024
162931,1,1,0,0,0,1,1,Strict control,Broad control,2025-01-07,post_july_2024
69940,1,0,0,1,1,0,0,Treatment,Treatment,2025-01-09,post_july_2024
206665,1,0,0,1,1,0,0,Treatment,Treatment,2025-01-09,post_july_2024
309781,1,1,0,0,0,1,1,Strict control,Broad control,2025-01-09,post_july_2024
314730,1,1,0,0,0,1,1,Strict control,Broad control,2025-01-09,post_july_2024
397568,1,1,0,1,0,0,1,Excluded from strict control,Broad control,2025-01-09,post_july_2024
532950,1,0,0,1,1,0,0,Treatment,Treatment,2025-01-09,post_july_2024
107012,1,0,0,1,1,0,0,Treatment,Treatment,2025-01-21,post_july_2024
203879,1,0,0,1,1,0,0,Treatment,Treatment,2025-01-21,post_july_2024
576095,1,1,0,0,0,1,1,Strict control,Broad control,2025-01-22,post_july_2024
550024,1,0,0,1,1,0,0,Treatment,Treatment,2025-01-24,post_july_2024
577088,1,1,0,0,0,1,1,Strict control,Broad control,2025-01-24,post_july_2024
242544,1,0,0,1,1,0,0,Treatment,Treatment,2025-01-30,post_july_2024
221017,1,0,0,1,1,0,0,Treatment,Treatment,2025-02-04,post_july_2024
302523,1,0,0,1,1,0,0,Treatment,Treatment,2025-02-04,post_july_2024
329250,1,0,0,1,1,0,0,Treatment,Treatment,2025-02-04,post_july_2024
335526,1,0,0,1,1,0,0,Treatment,Treatment,2025-02-04,post_july_2024
476760,1,1,0,0,0,1,1,Strict control,Broad control,2025-02-04,post_july_2024
532555,1,1,0,0,0,1,1,Strict control,Broad control,2025-02-04,post_july_2024
551010,1,1,0,0,0,1,1,Strict control,Broad control,2025-02-04,post_july_2024
592923,1,1,0,0,0,1,1,Strict control,Broad control,2025-02-04,post_july_2024
197588,1,0,0,1,1,0,0,Treatment,Treatment,2025-02-05,post_july_2024
200249,1,1,0,0,0,1,1,Strict control,Broad control,2025-02-07,post_july_2024
323310,1,0,0,1,1,0,0,Treatment,Treatment,2025-02-07,post_july_2024
200882,1,1,0,0,0,1,1,Strict control,Broad control,2025-02-13,post_july_2024
338173,1,0,0,1,1,0,0,Treatment,Treatment,2025-02-13,post_july_2024
530904,1,0,0,1,1,0,0,Treatment,Treatment,2025-02-17,post_july_2024
537816,1,1,0,0,0,1,1,Strict control,Broad control,2025-02-24,post_july_2024
594249,1,1,0,0,0,1,1,Strict control,Broad control,2025-02-24,post_july_2024
624600,1,0,0,1,1,0,0,Treatment,Treatment,2025-02-24,post_july_2024
568843,1,0,0,1,1,0,0,Treatment,Treatment,2025-03-04,post_july_2024
106252,1,1,0,1,0,0,1,Excluded from strict control,Broad control,2025-03-05,post_july_2024
206872,1,0,0,1,1,0,0,Treatment,Treatment,2025-03-06,post_july_2024
666847,1,1,0,0,0,1,1,Strict control,Broad control,2025-03-06,post_july_2024
680373,1,1,0,0,0,1,1,Strict control,Broad control,2025-03-10,post_july_2024
569519,1,0,0,1,1,0,0,Treatment,Treatment,2025-03-11,post_july_2024
684331,1,0,0,1,1,0,0,Treatment,Treatment,2025-03-17,post_july_2024
568509,1,1,0,0,0,1,1,Strict control,Broad control,2025-03-18,post_july_2024
591937,1,1,0,0,0,1,1,Strict control,Broad control,2025-03-20,post_july_2024
474792,1,0,0,1,1,0,0,Treatment,Treatment,2025-03-24,post_july_2024
632195,1,1,0,0,0,1,1,Strict control,Broad control,2025-03-24,post_july_2024
217728,1,0,0,1,1,0,0,Treatment,Treatment,2025-03-25,post_july_2024
635166,1,0,0,1,1,0,0,Treatment,Treatment,2025-03-26,post_july_2024
649353,1,0,0,1,1,0,0,Treatment,Treatment,2025-04-01,post_july_2024
737147,1,0,0,1,1,0,0,Treatment,Treatment,2025-04-01,post_july_2024
615699,1,0,0,1,1,0,0,Treatment,Treatment,2025-04-02,post_july_2024
546063,1,1,0,1,0,0,1,Excluded from strict control,Broad control,2025-04-07,post_july_2024
619657,1,0,0,1,1,0,0,Treatment,Treatment,2025-04-07,post_july_2024
569820,1,1,0,0,0,1,1,Strict control,Broad control,2025-04-08,post_july_2024
654960,1,0,0,1,1,0,0,Treatment,Treatment,2025-04-14,post_july_2024
179108,1,0,0,1,1,0,0,Treatment,Treatment,2025-04-17,post_july_2024
675768,1,0,0,1,1,0,0,Treatment,Treatment,2025-04-17,post_july_2024
705478,1,0,0,1,1,0,0,Treatment,Treatment,2025-04-17,post_july_2024
748352,1,0,0,1,1,0,0,Treatment,Treatment,2025-04-17,post_july_2024
595899,1,0,0,1,1,0,0,Treatment,Treatment,2025-04-20,post_july_2024
585007,1,1,0,0,0,1,1,Strict control,Broad control,2025-04-21,post_july_2024
627915,1,1,0,0,0,1,1,Strict control,Broad control,2025-04-21,post_july_2024
532921,1,1,0,0,0,1,1,Strict control,Broad control,2025-04-25,post_july_2024
610419,1,0,0,1,1,0,0,Treatment,Treatment,2025-04-29,post_july_2024
362584,1,0,0,1,1,0,0,Treatment,Treatment,2025-04-30,post_july_2024
545732,1,1,0,0,0,1,1,Strict control,Broad control,2025-04-30,post_july_2024
595932,1,1,0,0,0,1,1,Strict control,Broad control,2025-04-30,post_july_2024
706446,1,0,0,1,1,0,0,Treatment,Treatment,2025-04-30,post_july_2024
611436,1,0,0,1,1,0,0,Treatment,Treatment,2025-05-06,post_july_2024
447069,1,0,0,1,1,0,0,Treatment,Treatment,2025-05-08,post_july_2024
278107,1,0,0,1,1,0,0,Treatment,Treatment,2025-05-10,post_july_2024
301899,1,0,0,1,1,0,0,Treatment,Treatment,2025-05-14,post_july_2024
199571,1,0,0,1,1,0,0,Treatment,Treatment,2025-05-16,post_july_2024
791918,1,0,0,1,1,0,0,Treatment,Treatment,2025-05-18,post_july_2024
264576,1,0,0,1,1,0,0,Treatment,Treatment,2025-05-20,post_july_2024
673794,1,1,0,0,0,1,1,Strict control,Broad control,2025-05-23,post_july_2024
749021,1,0,0,1,1,0,0,Treatment,Treatment,2025-05-23,post_july_2024
292625,1,1,0,0,0,1,1,Strict control,Broad control,2025-05-26,post_july_2024
519005,1,0,0,1,1,0,0,Treatment,Treatment,2025-05-26,post_july_2024
295265,1,1,0,0,0,1,1,Strict control,Broad control,2025-05-27,post_july_2024
783686,1,0,0,1,1,0,0,Treatment,Treatment,2025-05-27,post_july_2024
509769,1,1,0,0,0,1,1,Strict control,Broad control,2025-05-28,post_july_2024
789279,1,0,0,1,1,0,0,Treatment,Treatment,2025-05-28,post_july_2024
575800,1,0,0,1,1,0,0,Treatment,Treatment,2025-06-01,post_july_2024
788611,1,0,0,1,1,0,0,Treatment,Treatment,2025-06-03,post_july_2024
509439,1,0,0,1,1,0,0,Treatment,Treatment,2025-06-05,post_july_2024
215731,1,0,0,1,1,0,0,Treatment,Treatment,2025-06-06,post_july_2024
620972,1,1,0,0,0,1,1,Strict control,Broad control,2025-06-06,post_july_2024
764256,1,0,0,1,1,0,0,Treatment,Treatment,2025-06-06,post_july_2024
768817,1,1,0,0,0,1,1,Strict control,Broad control,2025-06-11,post_july_2024
600182,1,1,0,0,0,1,1,Strict control,Broad control,2025-06-13,post_july_2024
696901,1,0,0,1,1,0,0,Treatment,Treatment,2025-06-13,post_july_2024
847687,1,0,0,1,1,0,0,Treatment,Treatment,2025-06-13,post_july_2024
717336,1,1,0,0,0,1,1,Strict control,Broad control,2025-06-16,post_july_2024
383384,1,0,0,1,1,0,0,Treatment,Treatment,2025-06-20,post_july_2024
333218,1,0,0,1,1,0,0,Treatment,Treatment,2025-06-21,post_july_2024
761882,1,0,0,1,1,0,0,Treatment,Treatment,2025-06-24,post_july_2024
763536,1,0,0,1,1,0,0,Treatment,Treatment,2025-06-24,post_july_2024
792571,1,0,0,1,1,0,0,Treatment,Treatment,2025-06-24,post_july_2024
816336,1,0,0,1,1,0,0,Treatment,Treatment,2025-06-24,post_july_2024
823964,1,1,0,0,0,1,1,Strict control,Broad control,2025-06-24,post_july_2024
89184,1,1,0,0,0,1,1,Strict control,Broad control,2025-06-26,post_july_2024
636817,1,0,0,1,1,0,0,Treatment,Treatment,2025-06-26,post_july_2024
797261,1,1,0,1,0,0,1,Excluded from strict control,Broad control,2025-06-26,post_july_2024
145111,1,1,0,0,0,1,1,Strict control,Broad control,2025-06-27,post_july_2024
805798,1,1,0,0,0,1,1,Strict control,Broad control,2025-06-27,post_july_2024
248731,1,1,0,0,0,1,1,Strict control,Broad control,2025-06-30,post_july_2024
693574,1,0,0,1,1,0,0,Treatment,Treatment,2025-06-30,post_july_2024
753735,1,0,0,1,1,0,0,Treatment,Treatment,2025-06-30,post_july_2024
110220,1,0,0,1,1,0,0,Treatment,Treatment,2025-07-03,post_july_2024
353684,1,0,0,1,1,0,0,Treatment,Treatment,2025-07-04,post_july_2024
866163,1,1,0,0,0,1,1,Strict control,Broad control,2025-07-04,post_july_2024
778385,1,0,0,1,1,0,0,Treatment,Treatment,2025-07-09,post_july_2024
885984,1,1,0,0,0,1,1,Strict control,Broad control,2025-07-09,post_july_2024
800829,1,1,0,0,0,1,1,Strict control,Broad control,2025-07-11,post_july_2024
490293,1,1,0,0,0,1,1,Strict control,Broad control,2025-07-17,post_july_2024
190333,1,1,0,0,0,1,1,Strict control,Broad control,2025-07-22,post_july_2024
270849,1,0,0,1,1,0,0,Treatment,Treatment,2025-07-22,post_july_2024
729875,1,0,0,1,1,0,0,Treatment,Treatment,2025-07-22,post_july_2024
871112,1,0,0,1,1,0,0,Treatment,Treatment,2025-07-22,post_july_2024
786986,1,1,0,0,0,1,1,Strict control,Broad control,2025-07-23,post_july_2024
797257,1,0,0,1,1,0,0,Treatment,Treatment,2025-07-23,post_july_2024
801496,1,0,0,1,1,0,0,Treatment,Treatment,2025-07-23,post_july_2024
840436,1,0,0,1,1,0,0,Treatment,Treatment,2025-07-23,post_july_2024
855274,1,1,0,0,0,1,1,Strict control,Broad control,2025-07-23,post_july_2024
921291,1,0,0,1,1,0,0,Treatment,Treatment,2025-07-23,post_july_2024
343478,1,0,0,1,1,0,0,Treatment,Treatment,2025-07-29,post_july_2024
849997,1,0,0,1,1,0,0,Treatment,Treatment,2025-07-29,post_july_2024
751650,1,0,0,1,1,0,0,Treatment,Treatment,2025-07-31,post_july_2024
708764,1,1,0,0,0,1,1,Strict control,Broad control,2025-08-04,post_july_2024
729211,1,0,0,1,1,0,0,Treatment,Treatment,2025-08-04,post_july_2024
475772,1,0,0,1,1,0,0,Treatment,Treatment,2025-08-05,post_july_2024
533532,1,1,0,0,0,1,1,Strict control,Broad control,2025-08-05,post_july_2024
816009,1,0,0,1,1,0,0,Treatment,Treatment,2025-08-05,post_july_2024
884663,1,0,0,1,1,0,0,Treatment,Treatment,2025-08-05,post_july_2024
898835,1,1,0,0,0,1,1,Strict control,Broad control,2025-08-05,post_july_2024
629551,1,1,0,0,0,1,1,Strict control,Broad control,2025-08-06,post_july_2024
952957,1,1,0,1,0,0,1,Excluded from strict control,Broad control,2025-08-06,post_july_2024
836794,1,0,0,1,1,0,0,Treatment,Treatment,2025-08-08,post_july_2024
762904,1,0,0,1,1,0,0,Treatment,Treatment,2025-08-11,post_july_2024
609424,1,0,0,1,1,0,0,Treatment,Treatment,2025-08-19,post_july_2024
929569,1,0,0,1,1,0,0,Treatment,Treatment,2025-08-19,post_july_2024
769186,1,0,0,1,1,0,0,Treatment,Treatment,2025-08-20,post_july_2024
952620,1,1,0,0,0,1,1,Strict control,Broad control,2025-08-20,post_july_2024
839768,1,1,0,0,0,1,1,Strict control,Broad control,2025-08-21,post_july_2024
821942,1,1,0,0,0,1,1,Strict control,Broad control,2025-08-29,post_july_2024
702815,1,0,0,1,1,0,0,Treatment,Treatment,2025-09-03,post_july_2024
807131,1,1,0,0,0,1,1,Strict control,Broad control,2025-09-03,post_july_2024
876403,1,1,0,0,0,1,1,Strict control,Broad control,2025-09-03,post_july_2024
929856,1,1,0,1,0,0,1,Excluded from strict control,Broad control,2025-09-03,post_july_2024
990933,1,1,0,0,0,1,1,Strict control,Broad control,2025-09-03,post_july_2024
993954,1,0,0,1,1,0,0,Treatment,Treatment,2025-09-03,post_july_2024
916989,1,0,0,1,1,0,0,Treatment,Treatment,2025-09-04,post_july_2024
965504,1,0,0,1,1,0,0,Treatment,Treatment,2025-09-04,post_july_2024
999823,1,0,0,1,1,0,0,Treatment,Treatment,2025-09-04,post_july_2024
260281,1,1,0,0,0,1,1,Strict control,Broad control,2025-09-10,post_july_2024
739449,1,1,0,0,0,1,1,Strict control,Broad control,2025-09-15,post_july_2024
998841,1,1,0,0,0,1,1,Strict control,Broad control,2025-09-15,post_july_2024
860554,1,0,0,1,1,0,0,Treatment,Treatment,2025-09-17,post_july_2024
935134,1,1,0,0,0,1,1,Strict control,Broad control,2025-09-17,post_july_2024
862905,1,1,0,0,0,1,1,Strict control,Broad control,2025-09-18,post_july_2024
878707,1,0,0,1,1,0,0,Treatment,Treatment,2025-09-24,post_july_2024
934180,1,1,0,1,0,0,1,Excluded from strict control,Broad control,2025-09-24,post_july_2024
936475,1,0,0,1,1,0,0,Treatment,Treatment,2025-09-24,post_july_2024
944045,1,0,0,1,1,0,0,Treatment,Treatment,2025-09-24,post_july_2024
1006098,1,0,0,1,1,0,0,Treatment,Treatment,2025-09-24,post_july_2024
1009383,1,1,0,0,0,1,1,Strict control,Broad control,2025-09-24,post_july_2024
1015354,1,0,0,1,1,0,0,Treatment,Treatment,2025-09-26,post_july_2024
1044713,1,0,0,1,1,0,0,Treatment,Treatment,2025-09-28,post_july_2024
1045044,1,0,0,1,1,0,0,Treatment,Treatment,2025-09-28,post_july_2024
823929,1,1,0,0,0,1,1,Strict control,Broad control,2025-10-02,post_july_2024
882999,1,1,0,0,0,1,1,Strict control,Broad control,2025-10-02,post_july_2024
926220,1,0,0,1,1,0,0,Treatment,Treatment,2025-10-02,post_july_2024
907084,1,0,0,1,1,0,0,Treatment,Treatment,2025-10-06,post_july_2024
964833,1,0,0,1,1,0,0,Treatment,Treatment,2025-10-09,post_july_2024
467192,1,0,0,1,1,0,0,Treatment,Treatment,2025-10-10,post_july_2024
875732,1,1,0,0,0,1,1,Strict control,Broad control,2025-10-11,post_july_2024
948990,1,0,0,1,1,0,0,Treatment,Treatment,2025-10-11,post_july_2024
1040120,1,0,0,1,1,0,0,Treatment,Treatment,2025-10-11,post_july_2024
1047991,1,0,0,1,1,0,0,Treatment,Treatment,2025-10-12,post_july_2024
1046345,1,0,0,1,1,0,0,Treatment,Treatment,2025-10-14,post_july_2024
1036443,1,0,0,1,1,0,0,Treatment,Treatment,2025-10-15,post_july_2024
1068786,1,0,0,1,1,0,0,Treatment,Treatment,2025-10-17,post_july_2024
941072,1,0,0,1,1,0,0,Treatment,Treatment,2025-10-24,post_july_2024
555968,1,1,0,0,0,1,1,Strict control,Broad control,2025-10-30,post_july_2024
803130,1,0,0,1,1,0,0,Treatment,Treatment,2025-10-30,post_july_2024
829531,1,1,0,0,0,1,1,Strict control,Broad control,2025-10-30,post_july_2024
922592,1,1,0,0,0,1,1,Strict control,Broad control,2025-10-30,post_july_2024
946023,1,0,0,1,1,0,0,Treatment,Treatment,2025-10-30,post_july_2024
1051972,1,0,0,1,1,0,0,Treatment,Treatment,2025-10-30,post_july_2024
1088962,1,1,0,0,0,1,1,Strict control,Broad control,2025-10-30,post_july_2024
992256,1,0,0,1,1,0,0,Treatment,Treatment,2025-11-03,post_july_2024
850689,1,1,0,0,0,1,1,Strict control,Broad control,2025-11-04,post_july_2024
1021268,1,1,0,0,0,1,1,Strict control,Broad control,2025-11-04,post_july_2024
1045085,1,1,0,0,0,1,1,Strict control,Broad control,2025-11-04,post_july_2024
472478,1,1,0,0,0,1,1,Strict control,Broad control,2025-11-10,post_july_2024
929595,1,0,0,1,1,0,0,Treatment,Treatment,2025-11-11,post_july_2024
980343,1,1,0,0,0,1,1,Strict control,Broad control,2025-11-11,post_july_2024
1095846,1,0,0,1,1,0,0,Treatment,Treatment,2025-11-11,post_july_2024
724610,1,0,0,1,1,0,0,Treatment,Treatment,2025-11-19,post_july_2024
843062,1,0,0,1,1,0,0,Treatment,Treatment,2025-11-19,post_july_2024
899824,1,1,0,0,0,1,1,Strict control,Broad control,2025-11-19,post_july_2024
921301,1,0,0,1,1,0,0,Treatment,Treatment,2025-11-19,post_july_2024
971434,1,0,0,1,1,0,0,Treatment,Treatment,2025-11-19,post_july_2024
532207,1,1,0,0,0,1,1,Strict control,Broad control,2025-11-20,post_july_2024
753761,1,1,0,0,0,1,1,Strict control,Broad control,2025-11-20,post_july_2024
1060209,1,1,0,0,0,1,1,Strict control,Broad control,2025-11-21,post_july_2024
961216,1,0,0,1,1,0,0,Treatment,Treatment,2025-11-25,post_july_2024
1128609,1,1,0,0,0,1,1,Strict control,Broad control,2025-11-27,post_july_2024
1020298,1,0,0,1,1,0,0,Treatment,Treatment,2025-11-28,post_july_2024
1078394,1,0,0,1,1,0,0,Treatment,Treatment,2025-11-28,post_july_2024
1030893,1,0,0,1,1,0,0,Treatment,Treatment,2025-12-03,post_july_2024
1134458,1,0,0,1,1,0,0,Treatment,Treatment,2025-12-04,post_july_2024
1138747,1,0,0,1,1,0,0,Treatment,Treatment,2025-12-04,post_july_2024
1033176,1,1,0,0,0,1,1,Strict control,Broad control,2025-12-15,post_july_2024
1125871,1,0,0,1,1,0,0,Treatment,Treatment,2025-12-15,post_july_2024
1119612,1,0,0,1,1,0,0,Treatment,Treatment,2025-12-18,post_july_2024
857588,1,0,0,1,1,0,0,Treatment,Treatment,2025-12-24,post_july_2024
1022258,1,0,0,1,1,0,0,Treatment,Treatment,2025-12-24,post_july_2024
1088989,1,0,0,1,1,0,0,Treatment,Treatment,2025-12-24,post_july_2024
1127878,1,1,0,0,0,1,1,Strict control,Broad control,2025-12-24,post_july_2024
1162548,1,0,0,1,1,0,0,Treatment,Treatment,2026-01-04,post_july_2024
918304,1,0,0,1,1,0,0,Treatment,Treatment,2026-01-05,post_july_2024
1083657,1,1,0,0,0,1,1,Strict control,Broad control,2026-01-05,post_july_2024
1086271,1,1,0,0,0,1,1,Strict control,Broad control,2026-01-05,post_july_2024
1035459,1,1,0,0,0,1,1,Strict control,Broad control,2026-01-06,post_july_2024
1141715,1,0,0,1,1,0,0,Treatment,Treatment,2026-01-06,post_july_2024
961534,1,0,0,1,1,0,0,Treatment,Treatment,2026-01-08,post_july_2024
1090256,1,1,0,0,0,1,1,Strict control,Broad control,2026-01-08,post_july_2024
760230,1,0,0,1,1,0,0,Treatment,Treatment,2026-01-12,post_july_2024
1140390,1,0,0,1,1,0,0,Treatment,Treatment,2026-01-12,post_july_2024
1155908,1,1,0,0,0,1,1,Strict control,Broad control,2026-01-12,post_july_2024
1154586,1,0,0,1,1,0,0,Treatment,Treatment,2026-01-13,post_july_2024
1188243,1,0,0,1,1,0,0,Treatment,Treatment,2026-01-13,post_july_2024
1196853,1,0,0,1,1,0,0,Treatment,Treatment,2026-01-13,post_july_2024
938112,1,1,0,0,0,1,1,Strict control,Broad control,2026-01-14,post_july_2024
1105082,1,0,0,1,1,0,0,Treatment,Treatment,2026-01-14,post_july_2024
