model,window,outcome,n_months,pre_months,post_months,term,estimate,std_error,p_value,ci_low,ci_high,notes
Poisson QMLE count robustness HAC(3),2019-2025,monthly_unique_publication_ids,84,66,18,PostJuly2024,-0.1284,0.0464,0.0057,-0.2194,-0.0375,Pearson dispersion = 1.74; IRR = 0.879
Poisson QMLE count robustness HAC(3),2019-2025,monthly_unique_publication_ids,84,66,18,TimeAfterJuly2024,0.0023,0.0029,0.4142,-0.0033,0.0079,Pearson dispersion = 1.74; IRR = 1.002
