app_id,project_start_date,project_start_year,post_policy_start,original_stage3_classification,stage3_confidence,control_layer,cumulative_control_C0,cumulative_control_C01,cumulative_control_C03,cumulative_control_C05,cumulative_control_C06,regression_group_CONTROL_C0,regression_group_CONTROL_C01,regression_group_CONTROL_C03,regression_group_CONTROL_C05,regression_group_CONTROL_C06,pub_pre24,pub_post24,any_pub_pre24,any_pub_post24,delta_pub24,delta_any_pub24,p1_existing_project_sample,publication_6m,publication_12m,publication_18m,any_publication_6m,any_publication_12m,any_publication_18m,sufficient_followup_6m,sufficient_followup_12m,sufficient_followup_18m,p2_entry_cohort,dmca_strict_21,dmca_main_27,dmca_broad_48,dmca_notice_count,dmca_lineage_count,first_dmca_notice_date,dmca_count_note,stage3_already_rap_modalities,stage3_legacy_route_modalities,schema27_title,schema27_pi,schema27_institution,website_url
60679,2020-04-20,2020,0,NEWLY_RAP_BOUND,HIGH,,0,0,0,0,0,treated,treated,treated,treated,treated,1,0,1,0,-1,-1,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,BIOMARKERS_ASSAYS|IMAGING,Developing computational assays for personalised predictions in psychiatric disorders,Professor Klaas Enno Stephan,ETH Zurich,https://www.ukbiobank.ac.uk/projects/developing-computational-assays-for-personalised-predictions-in-psychiatric-disorders/
60698,2020-06-09,2020,0,NEWLY_RAP_BOUND,HIGH,,0,0,0,0,0,treated,treated,treated,treated,treated,6,7,1,1,1,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,IMAGING|QUESTIONNAIRES_ASSESSMENT,"Healthy Brain Aging: Normative models of brain structure, function and connectivity across the adult lifespan",Professor Andrew Zalesky,University of Melbourne,https://www.ukbiobank.ac.uk/projects/healthy-brain-aging-normative-models-of-brain-structure-function-and-connectivity-across-the-adult-lifespan/
60717,2020-11-25,2020,0,NEWLY_RAP_BOUND,HIGH,,0,0,0,0,0,treated,treated,treated,treated,treated,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,GENOTYPING_IMPUTATION,Evaluation of Genomic Data for Association with Postoperative Infection,Dr Khaled Saleh,"FAJR Scientific, LLC",https://www.ukbiobank.ac.uk/projects/evaluation-of-genomic-data-for-association-with-postoperative-infection/
60755,2020-08-24,2020,0,NEWLY_RAP_BOUND,HIGH,C6,0,0,0,0,1,treated,treated,treated,treated,control_overlap_original_newly_rap_bound,3,0,1,0,-3,-1,1,0,0,1,0,0,1,1,1,1,outside_entry_window,0,0,0,0,0,,,,PHYSICAL_MEASURES|QUESTIONNAIRES_ASSESSMENT,High dimensional modelling of complex traits in the presence of corrupted predictor variables,Dr Celia Greenwood,Jewish General Hospital,https://www.ukbiobank.ac.uk/projects/high-dimensional-modelling-of-complex-traits-in-the-presence-of-corrupted-predictor-variables/
60772,2021-06-16,2021,0,UNCLEAR,LOW,,0,0,0,0,0,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,,Identifying the phenotypic and genetic markers of Clonal Haematopoiesis of Indeterminate Potential (CHIP),Dr Tamir Chandra,University of Edinburgh,https://www.ukbiobank.ac.uk/projects/identifying-the-phenotypic-and-genetic-markers-of-clonal-haematopoiesis-of-indeterminate-potential-chip/
60819,2020-06-17,2020,0,UNCLEAR,LOW,,0,0,0,0,0,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,,Novel statistical methods for information-aggregative and causality-inferring data analysis in systems genetics,Professor Zheyang Wu,Worcester Polytechnic Institute,https://www.ukbiobank.ac.uk/projects/novel-statistical-methods-for-information-aggregative-and-causality-inferring-data-analysis-in-systems-genetics/
60835,2020-06-12,2020,0,UNCLEAR,LOW,,0,0,0,0,0,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,,Identification of genetic factors involved in the aetiology of diabetic polyneuropathy,Miss Maria Camila Armirola Ricaurte,VIB-UAntwerp Center for Molecular Neurology,https://www.ukbiobank.ac.uk/projects/identification-of-genetic-factors-involved-in-the-aetiology-of-diabetic-polyneuropathy/
60842,2020-04-03,2020,0,NEWLY_RAP_BOUND,HIGH,,0,0,0,0,0,treated,treated,treated,treated,treated,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,outside_entry_window,0,0,0,0,0,,,,BIOMARKERS_ASSAYS|PHYSICAL_MEASURES|QUESTIONNAIRES_ASSESSMENT,"Risk factors, structural brain abnormalities and cognitive function in individuals with type 2 diabetes",Dr Thomas van Sloten,Maastricht University Medical Center,https://www.ukbiobank.ac.uk/projects/risk-factors-structural-brain-abnormalities-and-cognitive-function-in-individuals-with-type-2-diabetes/
60857,2020-05-04,2020,0,NEWLY_RAP_BOUND,HIGH,,0,0,0,0,0,treated,treated,treated,treated,treated,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,IMAGING,iCor: stratification of patients with cardiovascular risk using AI-powered automatic retinal imaging as a surrogate for Small Vessel Disease,Mr Gabriel Reines March,University of Glasgow,https://www.ukbiobank.ac.uk/projects/icor-stratification-of-patients-with-cardiovascular-risk-using-ai-powered-automatic-retinal-imaging-as-a-surrogate-for-small-vessel-disease/
60861,2020-06-16,2020,0,UNCLEAR,LOW,,0,0,0,0,0,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,1,1,1,1,0,0,1,0,1,2,0,1,1,1,1,1,outside_entry_window,0,0,0,0,0,,,,,Towards personalised medicine in surgery - the role of genomics in regulating postoperative complications.,Dr Martin Sillesen,"Copenhagen University Hospital, University of Copenhagen",https://www.ukbiobank.ac.uk/projects/towards-personalised-medicine-in-surgery-the-role-of-genomics-in-regulating-postoperative-complications/
60874,2021-02-01,2021,0,NEWLY_RAP_BOUND,HIGH,,0,0,0,0,0,treated,treated,treated,treated,treated,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,GENOTYPING_IMPUTATION,Pharmacological Characterization and Signalling of G Protein-Coupled Receptors Missense Variants and Association to Phenotypes through large scale multiparametric profiling.,Dr Xavier Leroy,Domain Therapeutics SA,https://www.ukbiobank.ac.uk/projects/pharmacological-characterization-and-signalling-of-g-protein-coupled-receptors-missense-variants-and-association-to-phenotypes-through-large-scale-multiparametric-profiling/
60928,2020-07-10,2020,0,MIXED,HIGH,C1,0,1,1,1,1,excluded_mixed,control_overlap_original_mixed,control_overlap_original_mixed,control_overlap_original_mixed,control_overlap_original_mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,WES,GENOTYPING_IMPUTATION,Angioedema: Investigation of genetic and environmental risk factors,Professor Markus Nöthen,University of Bonn,https://www.ukbiobank.ac.uk/projects/angioedema-investigation-of-genetic-and-environmental-risk-factors/
61020,2020-05-27,2020,0,UNCLEAR,LOW,,0,0,0,0,0,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,,Phenotypic Consequences of Strong Positive Selective Sweeps,Dr Cary Gallagher,"Variant Bio, Inc.",https://www.ukbiobank.ac.uk/projects/phenotypic-consequences-of-strong-positive-selective-sweeps/
61031,2020-06-09,2020,0,NEWLY_RAP_BOUND,HIGH,,0,0,0,0,0,treated,treated,treated,treated,treated,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,GENOTYPING_IMPUTATION,Asthma-a test case for precision,Justin O'Sullivan,University of Auckland,https://www.ukbiobank.ac.uk/projects/asthma-a-test-case-for-precision/
61049,2020-08-03,2020,0,NEWLY_RAP_BOUND,MEDIUM,,0,0,0,0,0,treated,treated,treated,treated,treated,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,QUESTIONNAIRES_ASSESSMENT,Exploring associations between lifestyle and bone health.,Professor Craig Sale,Manchester Metropolitan University,https://www.ukbiobank.ac.uk/projects/exploring-associations-between-lifestyle-and-bone-health/
61054,2020-05-19,2020,0,UNCLEAR,LOW,,0,0,0,0,0,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,0,4,0,1,4,1,1,0,0,0,0,0,0,1,1,1,outside_entry_window,1,1,1,1,1,,curated_app_only_lower_bound_1,,,Social and Environmental Adversity in Relation to All-Cause Mortality,Ms Cornelia van Duijn,University of Oxford,https://www.ukbiobank.ac.uk/projects/social-and-environmental-adversity-in-relation-to-all-cause-mortality/
61083,2020-04-30,2020,0,NEWLY_RAP_BOUND,HIGH,,0,0,0,0,0,treated,treated,treated,treated,treated,6,5,1,1,-1,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,BIOMARKERS_ASSAYS,Uncover the genetic and phenotypic background for the disease network influencing women's life course health,Dr Haomin Yang,Fujian Medical University,https://www.ukbiobank.ac.uk/projects/uncover-the-genetic-and-phenotypic-background-for-the-disease-network-influencing-womens-life-course-health/
61106,2021-01-25,2021,0,MIXED,HIGH,C1,0,1,1,1,1,excluded_mixed,control_overlap_original_mixed,control_overlap_original_mixed,control_overlap_original_mixed,control_overlap_original_mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,WES,BIOMARKERS_ASSAYS|GENOTYPING_IMPUTATION|IMAGING,Identification of genetic variation associated with Chiari I malformation,Dr Gabriel Haller,Washington University in St. Louis,https://www.ukbiobank.ac.uk/projects/identification-of-genetic-variation-associated-with-chiari-i-malformation/
61123,2020-08-19,2020,0,UNCLEAR,LOW,,0,0,0,0,0,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,1,0,1,0,-1,-1,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,,Dissecting immune determinants of cancer predisposition and development,Dr Robert Samstein,Icahn School of Medicine at Mount Sinai,https://www.ukbiobank.ac.uk/projects/dissecting-immune-determinants-of-cancer-predisposition-and-development/
61147,2021-03-22,2021,0,UNCLEAR,LOW,,0,0,0,0,0,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,,Using machine learning on genomic data for prediction of disease comorbidity.,Mr Alexander Zverkov,Russian Academy of Sciences (VIGG),https://www.ukbiobank.ac.uk/projects/using-machine-learning-on-genomic-data-for-prediction-of-disease-comorbidity/
61168,2020-06-24,2020,0,NEWLY_RAP_BOUND,HIGH,,0,0,0,0,0,treated,treated,treated,treated,treated,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,GENOTYPING_IMPUTATION,Assessing prevalence and progression of type 2 diabetes comorbidities,Dr Daniel Robertson,Indiana Biosciences Research Institute,https://www.ukbiobank.ac.uk/projects/assessing-prevalence-and-progression-of-type-2-diabetes-comorbidities/
61181,2022-02-07,2022,0,NEWLY_RAP_BOUND,MEDIUM,,0,0,0,0,0,treated,treated,treated,treated,treated,0,2,0,1,2,1,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,QUESTIONNAIRES_ASSESSMENT,Designing and validating cancer risk and prognostic tools,Dr Julia Steinberg,Cancer Council NSW,https://www.ukbiobank.ac.uk/projects/designing-and-validating-cancer-risk-and-prognostic-tools/
61217,2020-05-05,2020,0,NEWLY_RAP_BOUND,MEDIUM,,0,0,0,0,0,treated,treated,treated,treated,treated,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,QUESTIONNAIRES_ASSESSMENT,Venous ulceration: assessment of clinical and sociodemographic risk factors using UK Biobank and machine learning.,Dr Safa Salim,Imperial College London,https://www.ukbiobank.ac.uk/projects/venous-ulceration-assessment-of-clinical-and-sociodemographic-risk-factors-using-uk-biobank-and-machine-learning/
61229,2021-09-21,2021,0,NEWLY_RAP_BOUND,HIGH,,0,0,0,0,0,treated,treated,treated,treated,treated,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,BIOMARKERS_ASSAYS|IMAGING,Construction of a Normative Database of Human Retinal Thickness from Existing BioBank Participants,Mr Aaron Carass,Johns Hopkins University,https://www.ukbiobank.ac.uk/projects/construction-of-a-normative-database-of-human-retinal-thickness-from-existing-biobank-participants/
61255,2021-06-16,2021,0,UNCLEAR,LOW,,0,0,0,0,0,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,,An Atlas of Clinical Associations Mapping to Variants within Protein Structures,Dr Dana Crawford,Case Western Reserve University,https://www.ukbiobank.ac.uk/projects/an-atlas-of-clinical-associations-mapping-to-variants-within-protein-structures/
61272,2020-05-26,2020,0,NEWLY_RAP_BOUND,MEDIUM,,0,0,0,0,0,treated,treated,treated,treated,treated,1,2,1,1,1,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,QUESTIONNAIRES_ASSESSMENT,New investigations of associations between mosaic loss of chromosome Y (LOY) and other somatic mutations in blood cells with increased risk for human disease outcomes,Dr Lars Forsberg,Uppsala University,https://www.ukbiobank.ac.uk/projects/new-investigations-of-associations-between-mosaic-loss-of-chromosome-y-loy-and-other-somatic-mutations-in-blood-cells-with-increased-risk-for-human-disease-outcomes/
61335,2020-08-24,2020,0,UNCLEAR,LOW,,0,0,0,0,0,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,,Understanding the genetic basis and pathophysiology of heart failure subtypes,Dr Zaniar Ghazizadeh,"University of California, San Francisco",https://www.ukbiobank.ac.uk/projects/understanding-the-genetic-basis-and-pathophysiology-of-heart-failure-subtypes/
61342,2020-10-26,2020,0,UNCLEAR,LOW,,0,0,0,0,0,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,,Integrating UK Biobank personal health information with a heterogeneous knowledge network to gain new insights into complex diseases,Professor Sergio Baranzini,"University of California, San Francisco",https://www.ukbiobank.ac.uk/projects/integrating-uk-biobank-personal-health-information-with-a-heterogeneous-knowledge-network-to-gain-new-insights-into-complex-diseases/
61388,2020-06-16,2020,0,NEWLY_RAP_BOUND,HIGH,,0,0,0,0,0,treated,treated,treated,treated,treated,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,BIOMARKERS_ASSAYS,Identifying and validating genetic biomarkers for systemic lupus erythematosus (SLE) and relevant autoimmune conditions,Dr Xuewei Wang,Astellas US LLC,https://www.ukbiobank.ac.uk/projects/identifying-and-validating-genetic-biomarkers-for-systemic-lupus-erythematosus-sle-and-relevant-autoimmune-conditions/
61422,2021-01-25,2021,0,NEWLY_RAP_BOUND,HIGH,,0,0,0,0,0,treated,treated,treated,treated,treated,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,LINKED_HEALTH_RECORDS,An Observational Exploration of Various Medication Risk Scores Calculated from Electronic Health Record Data in a General Population to Predict Medical Outcomes.,Dr Veronique Michaud,"Tabula Rasa HealthCare, Inc.",https://www.ukbiobank.ac.uk/projects/an-observational-exploration-of-various-medication-risk-scores-calculated-from-electronic-health-record-data-in-a-general-population-to-predict-medical-outcomes/
61446,2020-06-24,2020,0,NEWLY_RAP_BOUND,HIGH,,0,0,0,0,0,treated,treated,treated,treated,treated,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,GENOTYPING_IMPUTATION,Genetic Modifiers of Autism Related Genes in the General Population,Professor Jinchen Li,Central South University,https://www.ukbiobank.ac.uk/projects/genetic-modifiers-of-autism-related-genes-in-the-general-population/
61467,2020-07-28,2020,0,NEWLY_RAP_BOUND,HIGH,,0,0,0,0,0,treated,treated,treated,treated,treated,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,GENOTYPING_IMPUTATION,Polygenic analysis for Alzheimer's disease,Dr Masataka Kikuchi,The University of Osaka,https://www.ukbiobank.ac.uk/projects/polygenic-analysis-for-alzheimers-disease/
61479,2020-12-01,2020,0,NEWLY_RAP_BOUND,HIGH,,0,0,0,0,0,treated,treated,treated,treated,treated,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,outside_entry_window,0,0,0,0,0,,,,LINKED_HEALTH_RECORDS,Understanding the prevalence of cardiovascular co-morbidities in common endocrine disorders,Professor Thozhukat Sathyapalan,University of Hull,https://www.ukbiobank.ac.uk/projects/understanding-the-prevalence-of-cardiovascular-co-morbidities-in-common-endocrine-disorders/
61507,2020-09-29,2020,0,NEWLY_RAP_BOUND,HIGH,,0,0,0,0,0,treated,treated,treated,treated,treated,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,outside_entry_window,0,0,0,0,0,,,,GENOTYPING_IMPUTATION,Quantifying tissue-specific effects on Parkinson's disease by Machine Learning,Mr Daniel Ho,University of Auckland,https://www.ukbiobank.ac.uk/projects/quantifying-tissue-specific-effects-on-parkinsons-disease-by-machine-learning/
61530,2020-08-24,2020,0,UNCLEAR,LOW,,0,0,0,0,0,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,3,2,1,1,-1,0,1,0,2,3,0,1,1,1,1,1,outside_entry_window,0,0,0,0,0,,,,,Multimodal subtyping of mental illness across the adult lifespan through integration of multi-scale whole-person phenotypes,Dr Daniel Felsky,Centre for Addiction and Mental Health,https://www.ukbiobank.ac.uk/projects/multimodal-subtyping-of-mental-illness-across-the-adult-lifespan-through-integration-of-multi-scale-whole-person-phenotypes/
61548,2021-01-12,2021,0,NEWLY_RAP_BOUND,MEDIUM,,0,0,0,0,0,treated,treated,treated,treated,treated,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,ENVIRONMENT_GEOSPATIAL,"Air pollution, immunohematologic failure, and cardiovascular risk",Dr Sadeer Al-Kindi,University Hospitals Cleveland Medical Center,https://www.ukbiobank.ac.uk/projects/air-pollution-immunohematologic-failure-and-cardiovascular-risk/
61553,2021-01-11,2021,0,NEWLY_RAP_BOUND,HIGH,,0,0,0,0,0,treated,treated,treated,treated,treated,2,1,1,1,-1,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,GENOTYPING_IMPUTATION,Understanding the genetic architecture of complex diseases,Professor Petros Drineas,Purdue University,https://www.ukbiobank.ac.uk/projects/understanding-the-genetic-architecture-of-complex-diseases/
61576,2020-06-01,2020,0,UNCLEAR,LOW,,0,0,0,0,0,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,,Using UK Biobank participants as control subjects in genetic studies of Mendelian and complex diseases,Professor Heather Cordell,Newcastle University,https://www.ukbiobank.ac.uk/projects/using-uk-biobank-participants-as-control-subjects-in-genetic-studies-of-mendelian-and-complex-diseases/
61621,2020-09-01,2020,0,NEWLY_RAP_BOUND,HIGH,,0,0,0,0,0,treated,treated,treated,treated,treated,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,IMAGING|PHYSICAL_MEASURES,"Progression rate of structural brain changes associated with cerebral small vessel disease, and their relationship with longitudinal measures of blood pressure.",Dr Karolina Wartolowska,University of Oxford,https://www.ukbiobank.ac.uk/projects/progression-rate-of-structural-brain-changes-associated-with-cerebral-small-vessel-disease-and-their-relationship-with-longitudinal-measures-of-blood-pressure/
61632,2020-07-13,2020,0,UNCLEAR,LOW,,0,0,0,0,0,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,,The Genetics of Cholesteatoma,Professor Carl Philpott,University of East Anglia,https://www.ukbiobank.ac.uk/projects/the-genetics-of-cholesteatoma/
61650,2020-06-01,2020,0,UNCLEAR,LOW,,0,0,0,0,0,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,outside_entry_window,0,0,0,0,0,,,,,Genetic variation in sodium-glucose cotransporter 2 (SGLT2) and glucagon-like peptide-1 receptor (GLP1R) and cardiovascular outcomes,Dr Julius Katzmann,University Hospital Leipzig,https://www.ukbiobank.ac.uk/projects/genetic-variation-in-sodium-glucose-cotransporter-2-sglt2-and-glucagon-like-peptide-1-receptor-glp1r-and-cardiovascular-outcomes/
61666,2020-08-17,2020,0,UNCLEAR,LOW,,0,0,0,0,0,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,1,2,1,1,1,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,1,1,1,1,1,2026-03-31,available_notice_lineage_evidence,,,Sexually antagonistic selection in humans,Professor Mark Kirkpatrick,University of Texas (UT Austin),https://www.ukbiobank.ac.uk/projects/sexually-antagonistic-selection-in-humans/
61678,2022-07-13,2022,0,NEWLY_RAP_BOUND,HIGH,,0,0,0,0,0,treated,treated,treated,treated,treated,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,GENOTYPING_IMPUTATION,Shared and unique genetic vulnerability of mood and substance use disorders to address the dual diagnosis versus co-occurrence hypotheses.,Dr Romain Icick,INSERM,https://www.ukbiobank.ac.uk/projects/shared-and-unique-genetic-vulnerability-of-mood-and-substance-use-disorders-to-address-the-dual-diagnosis-versus-co-occurrence-hypotheses/
61684,2020-06-24,2020,0,NEWLY_RAP_BOUND,HIGH,,0,0,0,0,0,treated,treated,treated,treated,treated,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,ENVIRONMENT_GEOSPATIAL|QUESTIONNAIRES_ASSESSMENT,"Genetic, Environmental and Lifestyle Factors in Assessment of Personalized Disease Risk",Dr Baiba Vilne,Riga Stradins University,https://www.ukbiobank.ac.uk/projects/genetic-environmental-and-lifestyle-factors-in-assessment-of-personalized-disease-risk/
61700,2020-09-29,2020,0,NEWLY_RAP_BOUND,HIGH,,0,0,0,0,0,treated,treated,treated,treated,treated,1,0,1,0,-1,-1,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,GENOTYPING_IMPUTATION|QUESTIONNAIRES_ASSESSMENT,Analyzing the genetic association between depressive disorders and metabolic conditions considering environmental risk factors,Professor Hans Grabe,University Medicine Greifswald,https://www.ukbiobank.ac.uk/projects/analyzing-the-genetic-association-between-depressive-disorders-and-metabolic-conditions-considering-environmental-risk-factors/
61716,2021-05-27,2021,0,UNCLEAR,LOW,,0,0,0,0,0,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,,Genetic variations and psychosocial adversities in stress-related mental disorders,Professor Xiangfei Meng,McGill University,https://www.ukbiobank.ac.uk/projects/genetic-variations-and-psychosocial-adversities-in-stress-related-mental-disorders/
61744,2020-07-27,2020,0,UNCLEAR,LOW,,0,0,0,0,0,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,1,0,1,0,-1,-1,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,,Study of white blood cell counts in relation to cancer risk,Dr Miguel Angel Pujana,Institut d'Investigació Biomèdica de Bellvitge,https://www.ukbiobank.ac.uk/projects/study-of-white-blood-cell-counts-in-relation-to-cancer-risk/
61759,2020-09-16,2020,0,NEWLY_RAP_BOUND,HIGH,,0,0,0,0,0,treated,treated,treated,treated,treated,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,ENVIRONMENT_GEOSPATIAL|QUESTIONNAIRES_ASSESSMENT,Deriving novel markers of general and hearing health from measures of speech perception in noise,Dr Ian Wiggins,University of Nottingham,https://www.ukbiobank.ac.uk/projects/deriving-novel-markers-of-general-and-hearing-health-from-measures-of-speech-perception-in-noise/
61771,2020-07-20,2020,0,NEWLY_RAP_BOUND,HIGH,,0,0,0,0,0,treated,treated,treated,treated,treated,1,0,1,0,-1,-1,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,IMAGING|QUESTIONNAIRES_ASSESSMENT,Haemoglobin in multiple sclerosis (HIMS) study,Professor Ian Galea,University of Southampton,https://www.ukbiobank.ac.uk/projects/haemoglobin-in-multiple-sclerosis-hims-study/
61785,2021-02-23,2021,0,NEWLY_RAP_BOUND,MEDIUM,C6,0,0,0,0,1,treated,treated,treated,treated,control_overlap_original_newly_rap_bound,2,2,1,1,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,1,1,1,,curated_app_only_lower_bound_1,,PHYSICAL_MEASURES,Physiological and Bioinformatics Analyses of Genetic Variants in the Glucagon Receptor,Dr Nicolai Wewer Albrechtsen,University of Copenhagen,https://www.ukbiobank.ac.uk/projects/physiological-and-bioinformatics-analyses-of-genetic-variants-in-the-glucagon-receptor/
61818,2020-07-27,2020,0,NEWLY_RAP_BOUND,MEDIUM,,0,0,0,0,0,treated,treated,treated,treated,treated,2,1,1,1,-1,0,1,0,1,1,0,1,1,1,1,1,outside_entry_window,0,0,0,0,0,,,,QUESTIONNAIRES_ASSESSMENT,"Understanding the associations between sleep, diet, mental health and cognition",Professor John Groeger,Nottingham Trent University,https://www.ukbiobank.ac.uk/projects/understanding-the-associations-between-sleep-diet-mental-health-and-cognition/
61825,2020-07-14,2020,0,UNCLEAR,LOW,,0,0,0,0,0,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,,Phenotypic characterization of genetic variant associations with frailty in chronic diseases,Dr Amy Attaway,Cleveland Clinic Foundation,https://www.ukbiobank.ac.uk/projects/phenotypic-characterization-of-genetic-variant-associations-with-frailty-in-chronic-diseases/
61856,2020-09-17,2020,0,NEWLY_RAP_BOUND,HIGH,,0,0,0,0,0,treated,treated,treated,treated,treated,9,13,1,1,4,0,1,0,0,0,0,0,0,1,1,1,outside_entry_window,0,0,0,0,0,,,,BIOMARKERS_ASSAYS|QUESTIONNAIRES_ASSESSMENT,The role of biological aging in the effect of genetic and environmental factors on health outcomes,Professor Zuyun Liu,Zhejiang University,https://www.ukbiobank.ac.uk/projects/the-role-of-biological-aging-in-the-effect-of-genetic-and-environmental-factors-on-health-outcomes/
