family_id,lineage_id,repo_url,repo_owner,repo_name,application_id,application_title,matching_status,confidence,confidence_group,evidence_level,evidence_type,doi,pmid,paper_title,author_pi_institution_evidence,evidence_urls,reviewer_notes,existing_or_new_match,new_unique_beyond_current_52,candidate_rank,match_score,raw_match_grade,lineage_source_repo
family_mh-in-ukb,lineage_tongluobing_mh_in_ukb,https://github.com/tongluobing/MH_in_UKB,tongluobing,MH_in_UKB,21988,The project of Quantum Pharmacutical company (q-pharm.com),weak_candidate,very_low,weak_candidate,C,weak topic/path/data-type evidence,,,,Dr Peter Fedichev; Gero Pte Ltd.,https://github.com/github/dmca/blob/master/2025/10/2025-10-20-uk-biobank-2.md; https://github.com/tongluobing/MH_in_UKB/blob/master/SubjectSplits/Subjects_CCA.csv; https://github.com/tongluobing/MH_in_UKB,lower-ranked weak automated candidate retained for transparency; Alternative candidate retained for audit.,new_exhaustive_attribution_candidate,1,2,9.6,candidate,tongluobing/MH_in_UKB
family_mh-in-ukb,lineage_tongluobing_mh_in_ukb,https://github.com/tongluobing/MH_in_UKB,tongluobing,MH_in_UKB,61576,Using UK Biobank participants as control subjects in genetic studies of Mendelian and complex diseases,weak_candidate,very_low,weak_candidate,C,weak topic/path/data-type evidence,,,,Professor Heather Cordell; Newcastle University,https://github.com/github/dmca/blob/master/2025/10/2025-10-20-uk-biobank-2.md; https://github.com/tongluobing/MH_in_UKB/blob/master/SubjectSplits/Subjects_CCA.csv; https://github.com/tongluobing/MH_in_UKB,lower-ranked weak automated candidate retained for transparency; Alternative candidate retained for audit.,new_exhaustive_attribution_candidate,1,3,9.33,candidate,tongluobing/MH_in_UKB
family_mh-in-ukb,lineage_tongluobing_mh_in_ukb,https://github.com/tongluobing/MH_in_UKB,tongluobing,MH_in_UKB,46961,Hidden scarcity: Commuting induced time poverty and healthy lifestyles of low SES subjects,weak_candidate,very_low,weak_candidate,C,weak topic/path/data-type evidence,,,,Professor Lucia Reisch; Copenhagen Business School,https://github.com/github/dmca/blob/master/2025/10/2025-10-20-uk-biobank-2.md; https://github.com/tongluobing/MH_in_UKB/blob/master/SubjectSplits/Subjects_CCA.csv; https://github.com/tongluobing/MH_in_UKB,lower-ranked weak automated candidate retained for transparency; Alternative candidate retained for audit.,new_exhaustive_attribution_candidate,1,4,8.73,candidate,tongluobing/MH_in_UKB
family_mh-in-ukb,lineage_tongluobing_mh_in_ukb,https://github.com/tongluobing/MH_in_UKB,tongluobing,MH_in_UKB,78439,Studying deep brain nuclei in patients with psychosis and healthy subjects using quantitative susceptibility mapping (QSM).,weak_candidate,very_low,weak_candidate,C,weak topic/path/data-type evidence,,,,Dr Cristian Tejos; Pontificia Universidad Cat�lica de Chile,https://github.com/github/dmca/blob/master/2025/10/2025-10-20-uk-biobank-2.md; https://github.com/tongluobing/MH_in_UKB/blob/master/SubjectSplits/Subjects_CCA.csv; https://github.com/tongluobing/MH_in_UKB,lower-ranked weak automated candidate retained for transparency; Alternative candidate retained for audit.,new_exhaustive_attribution_candidate,1,5,8.67,candidate,tongluobing/MH_in_UKB
family_mh-in-ukb,lineage_tongluobing_mh_in_ukb,https://github.com/tongluobing/MH_in_UKB,tongluobing,MH_in_UKB,12598,"Discovering the genetic determinants of clinically measured blood pressure in over 1,000,000 subjects from the UK Biobank, the VA Million Veteran's Project (MVP), and the eMERGE network.",weak_candidate,very_low,weak_candidate,C,weak topic/path/data-type evidence,,,,Professor Todd Edwards; Vanderbilt University Medical Center,https://github.com/github/dmca/blob/master/2025/10/2025-10-20-uk-biobank-2.md; https://github.com/tongluobing/MH_in_UKB/blob/master/SubjectSplits/Subjects_CCA.csv; https://github.com/tongluobing/MH_in_UKB,lower-ranked weak automated candidate retained for transparency; Alternative candidate retained for audit.,new_exhaustive_attribution_candidate,1,6,8.57,candidate,tongluobing/MH_in_UKB
family_mh-in-ukb,lineage_tongluobing_mh_in_ukb,https://github.com/tongluobing/MH_in_UKB,tongluobing,MH_in_UKB,21133,Impact of non-potassium-sparing diuretics and regular laxative use on cardiovascular mortality of subjects receiving anti-hypertensive treatment,weak_candidate,very_low,weak_candidate,C,weak topic/path/data-type evidence,,,,Dr Ben Sch�ttker; German Cancer Research Center (DKFZ),https://github.com/github/dmca/blob/master/2025/10/2025-10-20-uk-biobank-2.md; https://github.com/tongluobing/MH_in_UKB/blob/master/SubjectSplits/Subjects_CCA.csv; https://github.com/tongluobing/MH_in_UKB,lower-ranked weak automated candidate retained for transparency; Alternative candidate retained for audit.,new_exhaustive_attribution_candidate,1,7,8.53,candidate,tongluobing/MH_in_UKB
family_mh-in-ukb,lineage_tongluobing_mh_in_ukb,https://github.com/tongluobing/MH_in_UKB,tongluobing,MH_in_UKB,7487,"Elevated plasma levels of Cthrc1 in subjects with red hair: What are the consequences for bone, liver, vascular disease, diabetes and muscle?",weak_candidate,very_low,weak_candidate,C,weak topic/path/data-type evidence,,,,Dr Volkhard Lindner; Maine Medical Center Research Institute,https://github.com/github/dmca/blob/master/2025/10/2025-10-20-uk-biobank-2.md; https://github.com/tongluobing/MH_in_UKB/blob/master/SubjectSplits/Subjects_CCA.csv; https://github.com/tongluobing/MH_in_UKB,lower-ranked weak automated candidate retained for transparency; Alternative candidate retained for audit.,new_exhaustive_attribution_candidate,1,8,8.53,candidate,tongluobing/MH_in_UKB
family_mh-in-ukb,lineage_tongluobing_mh_in_ukb,https://github.com/tongluobing/MH_in_UKB,tongluobing,MH_in_UKB,1000805,Using big data to investigate the non-coding genome and its role in human disease,weak_candidate,very_low,weak_candidate,C,weak topic/path/data-type evidence,,,,University of Sheffield,https://github.com/github/dmca/blob/master/2025/10/2025-10-20-uk-biobank-2.md; https://github.com/tongluobing/MH_in_UKB/blob/master/SubjectSplits/Subjects_CCA.csv; https://github.com/tongluobing/MH_in_UKB,lower-ranked weak automated candidate retained for transparency; Alternative candidate retained for audit.,new_exhaustive_attribution_candidate,1,9,8.0,candidate,tongluobing/MH_in_UKB
family_mh-in-ukb,lineage_tongluobing_mh_in_ukb,https://github.com/tongluobing/MH_in_UKB,tongluobing,MH_in_UKB,1001139,"Development and validation of a risk prediction model for heart failure hospitalization at 1-, 3-, and 5-year horizons using routinely collected data",weak_candidate,very_low,weak_candidate,C,weak topic/path/data-type evidence,,,,"Klinrisk, Inc.",https://github.com/github/dmca/blob/master/2025/10/2025-10-20-uk-biobank-2.md; https://github.com/tongluobing/MH_in_UKB/blob/master/SubjectSplits/Subjects_CCA.csv; https://github.com/tongluobing/MH_in_UKB,lower-ranked weak automated candidate retained for transparency; Alternative candidate retained for audit.,new_exhaustive_attribution_candidate,1,10,8.0,candidate,tongluobing/MH_in_UKB
family_mh-in-ukb,lineage_tongluobing_mh_in_ukb,https://github.com/tongluobing/MH_in_UKB,tongluobing,MH_in_UKB,1001461,Characterization of cross-trait genetic and environmental architectures using rare and common variants,weak_candidate,very_low,weak_candidate,C,weak topic/path/data-type evidence,,,,"University of California, San Francisco",https://github.com/github/dmca/blob/master/2025/10/2025-10-20-uk-biobank-2.md; https://github.com/tongluobing/MH_in_UKB/blob/master/SubjectSplits/Subjects_CCA.csv; https://github.com/tongluobing/MH_in_UKB,lower-ranked weak automated candidate retained for transparency; Alternative candidate retained for audit.,new_exhaustive_attribution_candidate,1,11,8.0,candidate,tongluobing/MH_in_UKB
family_mh-in-ukb,lineage_tongluobing_mh_in_ukb,https://github.com/tongluobing/MH_in_UKB,tongluobing,MH_in_UKB,100235,Comparing variant distributions and Polygenic Risk Score between the UK Biobank and South Asian cohorts,weak_candidate,very_low,weak_candidate,C,weak topic/path/data-type evidence,,,,Strand Life Sciences Pvt Ltd,https://github.com/github/dmca/blob/master/2025/10/2025-10-20-uk-biobank-2.md; https://github.com/tongluobing/MH_in_UKB/blob/master/SubjectSplits/Subjects_CCA.csv; https://github.com/tongluobing/MH_in_UKB,lower-ranked weak automated candidate retained for transparency; Alternative candidate retained for audit.,new_exhaustive_attribution_candidate,1,12,8.0,candidate,tongluobing/MH_in_UKB
family_mh-in-ukb,lineage_tongluobing_mh_in_ukb,https://github.com/tongluobing/MH_in_UKB,tongluobing,MH_in_UKB,100242,Investigating genetic causal correlations of food allergy with human common diseases in UK Biobank cohort,weak_candidate,very_low,weak_candidate,C,weak topic/path/data-type evidence,,,,Fujian Medical University,https://github.com/github/dmca/blob/master/2025/10/2025-10-20-uk-biobank-2.md; https://github.com/tongluobing/MH_in_UKB/blob/master/SubjectSplits/Subjects_CCA.csv; https://github.com/tongluobing/MH_in_UKB,lower-ranked weak automated candidate retained for transparency; Alternative candidate retained for audit.,new_exhaustive_attribution_candidate,1,13,8.0,candidate,tongluobing/MH_in_UKB
family_mh-in-ukb,lineage_tongluobing_mh_in_ukb,https://github.com/tongluobing/MH_in_UKB,tongluobing,MH_in_UKB,1002450,Development and External Validation of the DRABackground: HeterozygouGON Risk Score: A Novel 10-Year Cardiovascular Risk Prediction Model for Patients with Heterozygous Familial Hypercholesterolemia,weak_candidate,very_low,weak_candidate,C,weak topic/path/data-type evidence,,,,Cardiff University,https://github.com/github/dmca/blob/master/2025/10/2025-10-20-uk-biobank-2.md; https://github.com/tongluobing/MH_in_UKB/blob/master/SubjectSplits/Subjects_CCA.csv; https://github.com/tongluobing/MH_in_UKB,lower-ranked weak automated candidate retained for transparency; Alternative candidate retained for audit.,new_exhaustive_attribution_candidate,1,14,8.0,candidate,tongluobing/MH_in_UKB
family_mh-in-ukb,lineage_tongluobing_mh_in_ukb,https://github.com/tongluobing/MH_in_UKB,tongluobing,MH_in_UKB,100261,Uncovering the genetic basis of reproductive health and its links to general health,weak_candidate,very_low,weak_candidate,C,weak topic/path/data-type evidence,,,,University of Muenster,https://github.com/github/dmca/blob/master/2025/10/2025-10-20-uk-biobank-2.md; https://github.com/tongluobing/MH_in_UKB/blob/master/SubjectSplits/Subjects_CCA.csv; https://github.com/tongluobing/MH_in_UKB,lower-ranked weak automated candidate retained for transparency; Alternative candidate retained for audit.,new_exhaustive_attribution_candidate,1,15,8.0,candidate,tongluobing/MH_in_UKB
family_mh-in-ukb,lineage_tongluobing_mh_in_ukb,https://github.com/tongluobing/MH_in_UKB,tongluobing,MH_in_UKB,100274,Universal machine learning model research for Magnetic Resonance(MR) images,weak_candidate,very_low,weak_candidate,C,weak topic/path/data-type evidence,,,,Peking University Health Science Center,https://github.com/github/dmca/blob/master/2025/10/2025-10-20-uk-biobank-2.md; https://github.com/tongluobing/MH_in_UKB/blob/master/SubjectSplits/Subjects_CCA.csv; https://github.com/tongluobing/MH_in_UKB,lower-ranked weak automated candidate retained for transparency; Alternative candidate retained for audit.,new_exhaustive_attribution_candidate,1,16,8.0,candidate,tongluobing/MH_in_UKB
family_mh-in-ukb,lineage_tongluobing_mh_in_ukb,https://github.com/tongluobing/MH_in_UKB,tongluobing,MH_in_UKB,100300,Premature Ovarian Insufficiency (POI) prediction model establishment and precision diagnosis and treatment transformation,weak_candidate,very_low,weak_candidate,C,weak topic/path/data-type evidence,,,,Shanghai Jiao Tong University School of Medicine.,https://github.com/github/dmca/blob/master/2025/10/2025-10-20-uk-biobank-2.md; https://github.com/tongluobing/MH_in_UKB/blob/master/SubjectSplits/Subjects_CCA.csv; https://github.com/tongluobing/MH_in_UKB,lower-ranked weak automated candidate retained for transparency; Alternative candidate retained for audit.,new_exhaustive_attribution_candidate,1,17,8.0,candidate,tongluobing/MH_in_UKB
family_mh-in-ukb,lineage_tongluobing_mh_in_ukb,https://github.com/tongluobing/MH_in_UKB,tongluobing,MH_in_UKB,100337,"Studying brain development, mental health and  other complex traits with genomic and neuroimaging data in UK Biobank Cohort",weak_candidate,very_low,weak_candidate,C,weak topic/path/data-type evidence,,,,University of Minnesota Twin Cities,https://github.com/github/dmca/blob/master/2025/10/2025-10-20-uk-biobank-2.md; https://github.com/tongluobing/MH_in_UKB/blob/master/SubjectSplits/Subjects_CCA.csv; https://github.com/tongluobing/MH_in_UKB,lower-ranked weak automated candidate retained for transparency; Alternative candidate retained for audit.,new_exhaustive_attribution_candidate,1,18,8.0,candidate,tongluobing/MH_in_UKB
family_mh-in-ukb,lineage_tongluobing_mh_in_ukb,https://github.com/tongluobing/MH_in_UKB,tongluobing,MH_in_UKB,100359,Comprehensive gene-environment interaction analysis in chronic diseases and cancers,weak_candidate,very_low,weak_candidate,C,weak topic/path/data-type evidence,,,,Korea University College of Medicine,https://github.com/github/dmca/blob/master/2025/10/2025-10-20-uk-biobank-2.md; https://github.com/tongluobing/MH_in_UKB/blob/master/SubjectSplits/Subjects_CCA.csv; https://github.com/tongluobing/MH_in_UKB,lower-ranked weak automated candidate retained for transparency; Alternative candidate retained for audit.,new_exhaustive_attribution_candidate,1,19,8.0,candidate,tongluobing/MH_in_UKB
family_mh-in-ukb,lineage_tongluobing_mh_in_ukb,https://github.com/tongluobing/MH_in_UKB,tongluobing,MH_in_UKB,100371,Investigating novel genetic and environmental players on development of gastrointestinal diseases/ cancers; quantified their impacts or possible synergic effects to improve patient risk stratification,weak_candidate,very_low,weak_candidate,C,weak topic/path/data-type evidence,,,,IRCCS De Bellis,https://github.com/github/dmca/blob/master/2025/10/2025-10-20-uk-biobank-2.md; https://github.com/tongluobing/MH_in_UKB/blob/master/SubjectSplits/Subjects_CCA.csv; https://github.com/tongluobing/MH_in_UKB,lower-ranked weak automated candidate retained for transparency; Alternative candidate retained for audit.,new_exhaustive_attribution_candidate,1,20,8.0,candidate,tongluobing/MH_in_UKB
family_mltc-clustering,lineage_kremerml_mltc-clustering,https://github.com/KremerML/MLTC-clustering,KremerML,MLTC-clustering,15181,Alzheimer?s Disease and Immune Events,weak_candidate,low,weak_candidate,C,weak topic/path/data-type evidence,,,,Dr Laura Winchester; University of Oxford,https://github.com/github/dmca/blob/master/2026/04/2026-04-01-uk-biobank-3.md; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_binary_mm2.tsv; https://github.com/KremerML/MLTC-clustering; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_unweighted_counts_mm2.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_weighted_counts_mm2.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_binary_dedup_mm2.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_unweighted_counts_dedup_mm2.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_binary_mm4.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_unweighted_counts_mm4.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_weighted_counts_mm4.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_binary_dedup_mm4.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_unweighted_counts_dedup_mm4.tsv; https://github.com/KremerML/MLTC-clustering/blob/5a53b1acd04bdbc9b7f85103d4bfcaaaeead0be2/notebooks/.ipynb_checkpoints/Binary%20LTC%20LDA%20topics-checkpoint.ipynb; https://github.com/KremerML/MLTC-clustering/blob/d7091b42865bda39871f9b9996623de2fb32a282/notebooks/LDA.ipynb; https://github.com/KremerML/MLTC-clustering/blob/c0a452e2cf2742f4ad22f386546cabe7ae560f78/notebooks/.ipynb_checkpoints/Bin-LTC%20Multicore%20LDA%20with%20t-SNE-checkpoint.ipynb; https://github.com/KremerML/MLTC-clustering/blob/41ad4c6c814946894b573b2f621958dbed874ceb/notebooks/Bin-LTC%20Multicore%20LDA%20with%20t-SNE.ipynb; https://github.com/KremerML/MLTC-clustering/blob/3e7f7a9db40cba4213726222df706cd1c582d194/notebooks/All%20events%20LDA%20dominant%20topics%20with%20temporal%20dimension-Copy1.ipynb; https://github.com/KremerML/MLTC-clustering/blob/3e7f7a9db40cba4213726222df706cd1c582d194/notebooks/.ipynb_checkpoints/All%20events%20LDA%20dominant%20topics%20with%20temporal%20dimension-Copy1-checkpoint.ipynb; https://github.com/KremerML/MLTC-clustering/blob/d7091b42865bda39871f9b9996623de2fb32a282/notebooks/Binary%20LTC%20LDA%20topics.ipynb,top weak automated candidate retained for transparency; Evidence is too generic to assign an application.,new_exhaustive_attribution_candidate,1,1,10.67,unresolved,KremerML/MLTC-clustering
family_mltc-clustering,lineage_kremerml_mltc-clustering,https://github.com/KremerML/MLTC-clustering,KremerML,MLTC-clustering,1215961,Genetic Clustering of Inflammatory and Autoimmune Disorders,weak_candidate,very_low,weak_candidate,C,weak topic/path/data-type evidence,,,,Mayo Clinic Arizona,https://github.com/github/dmca/blob/master/2026/04/2026-04-01-uk-biobank-3.md; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_binary_mm2.tsv; https://github.com/KremerML/MLTC-clustering; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_unweighted_counts_mm2.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_weighted_counts_mm2.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_binary_dedup_mm2.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_unweighted_counts_dedup_mm2.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_binary_mm4.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_unweighted_counts_mm4.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_weighted_counts_mm4.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_binary_dedup_mm4.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_unweighted_counts_dedup_mm4.tsv; https://github.com/KremerML/MLTC-clustering/blob/5a53b1acd04bdbc9b7f85103d4bfcaaaeead0be2/notebooks/.ipynb_checkpoints/Binary%20LTC%20LDA%20topics-checkpoint.ipynb; https://github.com/KremerML/MLTC-clustering/blob/d7091b42865bda39871f9b9996623de2fb32a282/notebooks/LDA.ipynb; https://github.com/KremerML/MLTC-clustering/blob/c0a452e2cf2742f4ad22f386546cabe7ae560f78/notebooks/.ipynb_checkpoints/Bin-LTC%20Multicore%20LDA%20with%20t-SNE-checkpoint.ipynb; https://github.com/KremerML/MLTC-clustering/blob/41ad4c6c814946894b573b2f621958dbed874ceb/notebooks/Bin-LTC%20Multicore%20LDA%20with%20t-SNE.ipynb; https://github.com/KremerML/MLTC-clustering/blob/3e7f7a9db40cba4213726222df706cd1c582d194/notebooks/All%20events%20LDA%20dominant%20topics%20with%20temporal%20dimension-Copy1.ipynb; https://github.com/KremerML/MLTC-clustering/blob/3e7f7a9db40cba4213726222df706cd1c582d194/notebooks/.ipynb_checkpoints/All%20events%20LDA%20dominant%20topics%20with%20temporal%20dimension-Copy1-checkpoint.ipynb; https://github.com/KremerML/MLTC-clustering/blob/d7091b42865bda39871f9b9996623de2fb32a282/notebooks/Binary%20LTC%20LDA%20topics.ipynb,lower-ranked weak automated candidate retained for transparency; Alternative candidate retained for audit.,new_exhaustive_attribution_candidate,1,2,10.0,candidate,KremerML/MLTC-clustering
family_mltc-clustering,lineage_kremerml_mltc-clustering,https://github.com/KremerML/MLTC-clustering,KremerML,MLTC-clustering,21988,The project of Quantum Pharmacutical company (q-pharm.com),weak_candidate,very_low,weak_candidate,C,weak topic/path/data-type evidence,,,,Dr Peter Fedichev; Gero Pte Ltd.,https://github.com/github/dmca/blob/master/2026/04/2026-04-01-uk-biobank-3.md; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_binary_mm2.tsv; https://github.com/KremerML/MLTC-clustering; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_unweighted_counts_mm2.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_weighted_counts_mm2.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_binary_dedup_mm2.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_unweighted_counts_dedup_mm2.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_binary_mm4.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_unweighted_counts_mm4.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_weighted_counts_mm4.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_binary_dedup_mm4.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_unweighted_counts_dedup_mm4.tsv; https://github.com/KremerML/MLTC-clustering/blob/5a53b1acd04bdbc9b7f85103d4bfcaaaeead0be2/notebooks/.ipynb_checkpoints/Binary%20LTC%20LDA%20topics-checkpoint.ipynb; https://github.com/KremerML/MLTC-clustering/blob/d7091b42865bda39871f9b9996623de2fb32a282/notebooks/LDA.ipynb; https://github.com/KremerML/MLTC-clustering/blob/c0a452e2cf2742f4ad22f386546cabe7ae560f78/notebooks/.ipynb_checkpoints/Bin-LTC%20Multicore%20LDA%20with%20t-SNE-checkpoint.ipynb; https://github.com/KremerML/MLTC-clustering/blob/41ad4c6c814946894b573b2f621958dbed874ceb/notebooks/Bin-LTC%20Multicore%20LDA%20with%20t-SNE.ipynb; https://github.com/KremerML/MLTC-clustering/blob/3e7f7a9db40cba4213726222df706cd1c582d194/notebooks/All%20events%20LDA%20dominant%20topics%20with%20temporal%20dimension-Copy1.ipynb; https://github.com/KremerML/MLTC-clustering/blob/3e7f7a9db40cba4213726222df706cd1c582d194/notebooks/.ipynb_checkpoints/All%20events%20LDA%20dominant%20topics%20with%20temporal%20dimension-Copy1-checkpoint.ipynb; https://github.com/KremerML/MLTC-clustering/blob/d7091b42865bda39871f9b9996623de2fb32a282/notebooks/Binary%20LTC%20LDA%20topics.ipynb,lower-ranked weak automated candidate retained for transparency; Alternative candidate retained for audit.,new_exhaustive_attribution_candidate,1,3,9.6,candidate,KremerML/MLTC-clustering
family_mltc-clustering,lineage_kremerml_mltc-clustering,https://github.com/KremerML/MLTC-clustering,KremerML,MLTC-clustering,61744,Study of white blood cell counts in relation to cancer risk,weak_candidate,very_low,weak_candidate,C,weak topic/path/data-type evidence,,,,Dr Miguel Angel Pujana; Institut d'Investigaci� Biom�dica de Bellvitge,https://github.com/github/dmca/blob/master/2026/04/2026-04-01-uk-biobank-3.md; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_binary_mm2.tsv; https://github.com/KremerML/MLTC-clustering; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_unweighted_counts_mm2.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_weighted_counts_mm2.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_binary_dedup_mm2.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_unweighted_counts_dedup_mm2.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_binary_mm4.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_unweighted_counts_mm4.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_weighted_counts_mm4.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_binary_dedup_mm4.tsv; https://raw.githubusercontent.com/KremerML/MLTC-clustering/d7091b42865bda39871f9b9996623de2fb32a282/data/ltc_matrices/ltc_matrix_unweighted_counts_dedup_mm4.tsv; https://github.com/KremerML/MLTC-clustering/blob/5a53b1acd04bdbc9b7f85103d4bfcaaaeead0be2/notebooks/.ipynb_checkpoints/Binary%20LTC%20LDA%20topics-checkpoint.ipynb; https://github.com/KremerML/MLTC-clustering/blob/d7091b42865bda39871f9b9996623de2fb32a282/notebooks/LDA.ipynb; https://github.com/KremerML/MLTC-clustering/blob/c0a452e2cf2742f4ad22f386546cabe7ae560f78/notebooks/.ipynb_checkpoints/Bin-LTC%20Multicore%20LDA%20with%20t-SNE-checkpoint.ipynb; https://github.com/KremerML/MLTC-clustering/blob/41ad4c6c814946894b573b2f621958dbed874ceb/notebooks/Bin-LTC%20Multicore%20LDA%20with%20t-SNE.ipynb; https://github.com/KremerML/MLTC-clustering/blob/3e7f7a9db40cba4213726222df706cd1c582d194/notebooks/All%20events%20LDA%20dominant%20topics%20with%20temporal%20dimension-Copy1.ipynb; https://github.com/KremerML/MLTC-clustering/blob/3e7f7a9db40cba4213726222df706cd1c582d194/notebooks/.ipynb_checkpoints/All%20events%20LDA%20dominant%20topics%20with%20temporal%20dimension-Copy1-checkpoint.ipynb; https://github.com/KremerML/MLTC-clustering/blob/d7091b42865bda39871f9b9996623de2fb32a282/notebooks/Binary%20LTC%20LDA%20topics.ipynb,lower-ranked weak automated candidate retained for transparency; Alternative candidate retained for audit.,new_exhaustive_attribution_candidate,1,4,9.6,candidate,KremerML/MLTC-clustering
