application_id,application_title,tier,best_matching_status,existing_curated_52,family_ids,repo_urls,evidence_type,confidence_note,included_in_tier_summary
597553,Genetic and lifetime exposure effects on aging and age-related disease,Tier 6,weak_candidate,no,family_main-pipeline-and-images-based-models-pipeline-deep-learning-and-aging-main-pipeline-and-images-based-models-pipeline; family_ukb-bioage-cancer; family_ukb-tools,https://github.com/deep-learning-and-aging/main-pipeline-and-images-based-models-pipeline; https://github.com/Deep-Learning-and-Aging/Main-pipeline-and-Images-based-models-pipeline; https://github.com/becomingcc/UKB_bioage_cancer; https://github.com/12sbxu/ukb-tools; https://github.com/magdazeb/ukb-tools,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
598205,Metabolic and Proteomic Pathways in Coronary Artery Disease and Cardiac Events,Tier 6,weak_candidate,no,family_mltc-clustering,https://github.com/KremerML/MLTC-clustering,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
606781,"Prediction, Risk Stratification, and Prognostic Monitoring of Respiratory Comorbidities: A Longitudinal Approach Using UK Biobank Data",Tier 6,weak_candidate,no,family_longitudinal-data,https://github.com/AstraZheng/Longitudinal-data,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
608779,"Assessing association of risks and prognoses between mental disorders (e.g., depression, anxiety, bipolar disorder, schizophrenia) and cardiovascular diseases (CVD).",Tier 6,weak_candidate,no,family_biobank-read; family_biobankread-bash,https://github.com/Dragonriser/biobank-read; https://github.com/IFF-0303/biobank-read; https://github.com/SEONCHOE/biobank-read; https://github.com/lenamax2355/BiobankRead-Bash; https://github.com/os01/BiobankRead-Bash,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
609756,Integrative Multi-Omics and Pharmacoepidemiologic Approaches to cancer disease: A Comprehensive Study Utilizing UK Biobank Resources,Tier 6,weak_candidate,no,family_cnv-ukb,https://github.com/GeneticResources/cnv-ukb,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
611093,Improving Disease Prediction with Polygenic Risk Scores & Clinical Data,Tier 6,weak_candidate,no,family_junnh_ukbb; family_viciousjoon_ukbiobank,https://github.com/Junnh/UKBB; https://github.com/viciousjoon/ukbiobank,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
628562,Validating safe rejuvenation genes in population data,Tier 6,weak_candidate,no,family_retinapd,https://github.com/hewramanwaran/RetinaPD,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
633186,Cross-Influence of Shared Risk Factors in Cardiovascular Disease and Cancer,Tier 6,weak_candidate,no,family_sophia-cross-sectional,https://github.com/JackW7777/SOPHIA_Cross_Sectional; https://github.com/kkk0-000/SOPHIA_Cross_Sectional; https://github.com/sspl33/SOPHIA_Cross_Sectional; https://github.com/zscu/SOPHIA_Cross_Sectional,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
641439,Unraveling Rheumatic Immune Diseases Using UKB Data: From Genetics to Clinical Applications,Tier 6,weak_candidate,no,family_junnh_ukbb; family_viciousjoon_ukbiobank,https://github.com/Junnh/UKBB; https://github.com/viciousjoon/ukbiobank,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
642431,Identification of biomarkers for metabolic diseases and their comorbidities and complications,Tier 6,weak_candidate,no,family_bnn-for-uncertainty-estimation-of-imaging-biomarkers,https://github.com/suyanzhou626/BNN-for-Uncertainty-Estimation-of-Imaging-Biomarkers,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
654669,Plasma protein profile of diabetic or cancer patients.,Tier 6,weak_candidate,no,family_gxsex; family_master-thesis,https://github.com/harpak-lab/GxSex; https://github.com/nickathans/master-thesis,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
663873,Understanding phenotypic sex differences in human populations,Tier 6,weak_candidate,no,family_human-sex-ratio; family_ukbbcov2risk,https://github.com/song88180/Human_sex_ratio; https://github.com/kennethcywong/ukbbcov2risk,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
677075,Using UK Biobank data to support the discovery and development of novel therapies and biomarkers at Ipsen,Tier 6,weak_candidate,no,family_uthesis,https://github.com/michaelGuo1204/UThesis,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
689286,Detection and Risk Prediction of Neuropsychiatric Disorders.,Tier 6,weak_candidate,no,family_diabetes-prediction; family_ukb-atherosclerosis-prediction,https://github.com/Haileygu99/diabetes_prediction; https://github.com/OmriGruman/ukb-atherosclerosis-prediction,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
690603,Systemic Health Prediction Using Fundus Photography,Tier 6,weak_candidate,no,family_ukb-atherosclerosis-prediction,https://github.com/OmriGruman/ukb-atherosclerosis-prediction,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
699845,Serum proteomic profiles predict onset and severity of immune- related adverse events from immune checkpoint inhibitor therapy,Tier 6,weak_candidate,no,family_mltc-clustering; family_uk-biobank-survival,https://github.com/KremerML/MLTC-clustering; https://github.com/rrrrrs1/uk_biobank_survival,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
706110,Investigating the risk factors and biomarkers for cancer-associated CVD and CVD-associated cancer,Tier 6,weak_candidate,no,family_biobank-read; family_biobankread-bash; family_bnn-for-uncertainty-estimation-of-imaging-biomarkers; family_neuralcvd,https://github.com/Dragonriser/biobank-read; https://github.com/IFF-0303/biobank-read; https://github.com/SEONCHOE/biobank-read; https://github.com/lenamax2355/BiobankRead-Bash; https://github.com/os01/BiobankRead-Bash; https://github.com/suyanzhou626/BNN-for-Uncertainty-Estimation-of-Imaging-Biomarkers; https://github.com/DhanushB2000/NeuralCVD; https://github.com/HaibinLi0817/NeuralCVD; https://github.com/YanLuoCityU/NeuralCVD; https://github.com/yanranwang/NeuralCVD,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
708097,"Understanding Brain-Body Interaction Effects on Brain, Cognition, and Health Over The Lifespan",Tier 6,weak_candidate,no,family_moodie-geneexpression-cognition,https://github.com/JialingFan1/moodie-geneexpression-cognition,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
709086,"Comprehensive Analysis of Genetic, Metabolic, Proteomic, and Environmental Determinants in Cancer Risk and Prognosis",Tier 6,weak_candidate,no,family_proteomics-ukbb,https://github.com/Fmerella/Proteomics_UKBB-,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
711067,Improving phenotype clustering in Multivariate Phenome-wide Association Studies,Tier 6,weak_candidate,no,family_mltc-clustering,https://github.com/KremerML/MLTC-clustering,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
713374,Associations between environmental factors and multiple health outcomes,Tier 6,weak_candidate,no,family_keloids-clustering,https://github.com/anirudhj05/Keloids_Clustering,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
716346,Development and Validation of Lung Function Trajectory Models Using Multimodal Data in a General Population,Tier 6,weak_candidate,no,family_idears-orig,https://github.com/MikeAllwright23/idears_orig,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
747695,Meige Syndrome Cohort Profiling: Phenotypic and Risk Factor Analysis in UK Biobank,Tier 6,weak_candidate,no,family_bio-machinelearning,https://github.com/Apostolos00tapsas/bio-machinelearning,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
751650,Characterizing the proteome of patients with polymyalgia rheumatica,Tier 6,weak_candidate,no,family_master-thesis,https://github.com/nickathans/master-thesis,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
752310,The Impact of Lifestyle and Environmental Factors on Ocular Diseases,Tier 6,weak_candidate,no,family_ukb-bmi,https://github.com/mariaratnasamy/ukb_bmi,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
759288,Investigating CHIP Mutation Prevalence and Associations with Disease Risk,Tier 6,weak_candidate,no,family_ukbbprodromalpd,https://github.com/samyak1729/ukbbprodromalpd; https://github.com/tolism/ukbbprodromalpd,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
761882,Investigating single-cell transcriptional risk scores and volumetric brain change in neurodegenerative and neuroinflammatory disorders,Tier 6,weak_candidate,no,family_biv-volumetric-meshing,https://github.com/kiwixiao/biv-volumetric-meshing,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
762894,Correlation and multiomics studies of age-related diseases and neurological diseases,Tier 6,weak_candidate,no,family_metabolomicscommondiseases,https://github.com/chengluomilk/MetabolomicsCommonDiseases; https://github.com/YanLuoCityU/MetabolomicsCommonDiseases; https://github.com/zlpsophina/MetabolomicsCommonDiseases,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
778067,Genetic and Multi-Omics Analysis of Aspiration Pneumonia Risk in UK Biobank,Tier 6,weak_candidate,no,family_multi-outcome,https://github.com/Ikram-c/multi_outcome; https://github.com/mengjiefan/multi_outcome,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
778108,Construction of a multi omics aging assessment model based on biological mechanisms and signal pathway interactions,Tier 6,weak_candidate,no,family_ukbbmodriskr,https://github.com/rrrrrs1/UKBBModRiskR,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
779041,Investigating the Role of USP18 in Immune Regulation Using Proteomic Data from UK Biobank,Tier 6,weak_candidate,no,family_proteomics-ukbb,https://github.com/Fmerella/Proteomics_UKBB-,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
781063,Molecular and Genetic Analysis for the Development of Personalized Therapies for Asthma and COPD,Tier 6,weak_candidate,no,family_ukbb-asthma,https://github.com/keerveer/ukbb_asthma; https://github.com/swbiggs4/ukbb_asthma,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
782341,Evaluation of therapeutic targets in different UKBB disease populations,Tier 6,weak_candidate,no,family_amml-disentangling-structure-from-detail; family_ehr; family_junnh_ukbb; family_latinos-in-ukbb; family_lizhihao1990_ukbb; family_neuralcvd; family_ukbb-1; family_ukbb-asthma; family_ukbb-data-r; family_ukbb-risk; family_ukbbmodriskr; family_ukbbmriutils; family_zhishenppp_ukbb,https://github.com/danilayDH/AMML-Disentangling-Structure-from-Detail; https://github.com/mjfalaguera/EHR; https://github.com/Junnh/UKBB; https://github.com/huytrain42/Latinos-in-UKBB; https://github.com/lizhihao1990/ukbb; https://github.com/DhanushB2000/NeuralCVD; https://github.com/HaibinLi0817/NeuralCVD; https://github.com/YanLuoCityU/NeuralCVD; https://github.com/yanranwang/NeuralCVD; https://github.com/HongyuanWu/ukbb-1; https://github.com/Shicheng-Guo/ukbb-1; https://github.com/keerveer/ukbb_asthma; https://github.com/swbiggs4/ukbb_asthma; https://github.com/12sbxu/ukbb_data_r; https://github.com/IFF-0303/ukbb_risk; https://github.com/rrrrrs1/UKBBModRiskR; https://github.com/STALICLA-RnD/UkbbMriUtils; https://github.com/zhishenPPP/ukbb,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
784728,"Research Proposal: Investigating the Link Between Immune System Aging, the Exposome, and Early-Onset Cancers Using the UK Biobank",Tier 6,weak_candidate,no,family_exposome-aging-ukb; family_test-exposome-aging-ukb,https://github.com/rrrrrs1/exposome-aging-ukb; https://github.com/okoropaulc/test_exposome_aging_ukb,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
786675,"Phenotypes, Prescribing Patterns, and Outcomes in Multimorbidity: A UK Biobank Longitudinal Study (2006-2025)",Tier 6,weak_candidate,no,family_longitudinal-data,https://github.com/AstraZheng/Longitudinal-data,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
786827,Investigating Neurodegenerative Disease Biomarkers Using UK Biobank Proteomic Data,Tier 6,weak_candidate,no,family_proteomics-ukbb,https://github.com/Fmerella/Proteomics_UKBB-,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
787644,Prognostic markers of cardiac arrhythmias and new onset heart failure,Tier 6,weak_candidate,no,family_shapeit5,https://github.com/23andme-jaredo/shapeit5; https://github.com/barneyhill/shapeit5; https://github.com/JosephLalli/shapeit5; https://github.com/M-Hakmi/shapeit5; https://github.com/RimanB/shapeit5; https://github.com/rwk-unil/shapeit5; https://github.com/sunrisefor/shapeit5; https://github.com/Toseph/shapeit5; https://github.com/victorasua/shapeit5,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
798529,"Interactive effects of environment, lifestyle factors, metabolism and genotypes on kidney stone disease",Tier 6,weak_candidate,no,family_cnv-ukb,https://github.com/GeneticResources/cnv-ukb,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
799199,Understanding factors influencing LDL cholesterol and Its management,Tier 6,weak_candidate,no,family_biomarkers; family_biomarkers-beautfig,https://github.com/Eugene-xyHe/biomarkers; https://github.com/IFF-0303/biomarkers; https://github.com/JujiaoKang/biomarkers; https://github.com/julyfish711/biomarkers; https://github.com/lenamax2355/biomarkers; https://github.com/Ran485/biomarkers; https://github.com/Shicheng-Guo/biomarkers; https://github.com/smiles2011hyc/biomarkers; https://github.com/K-zhangfengwei/biomarkers_beautfig,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
809737,"Integrating genetics, omics, epidemiologic, and EHR data to elucidate the interplay between female reproductive and metabolic health",Tier 6,weak_candidate,no,family_ehr; family_ukb-oligo,https://github.com/mjfalaguera/EHR; https://github.com/mariaratnasamy/ukb_oligo,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
811724,Exploring the Genetic Basis of Obesity and Cardiac Structure,Tier 6,weak_candidate,no,family_amml-disentangling-structure-from-detail,https://github.com/danilayDH/AMML-Disentangling-Structure-from-Detail,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
815678,"A Fusion Study of Mendelian Randomization, Genomics, and Radiomics on Intracranial Arteriosclerosis",Tier 6,weak_candidate,no,family_ukbb-risk,https://github.com/IFF-0303/ukbb_risk,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
820621,Genetic Association with Serum CSTB: A Population-Level Analysis Using UK Biobank Data,Tier 6,weak_candidate,no,family_retinapd,https://github.com/hewramanwaran/RetinaPD,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
823955,From Bias to Balance: Adapting PRS Models to Non-European Populations Using Transfer Learning,Tier 6,weak_candidate,no,family_prs-dash-boxplot-app,https://github.com/NeBruNAI/PRS-dash-boxplot-app,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
827551,Correlates of an Anorexia Nervosa-polygenic resilience score in a general population cohort,Tier 6,weak_candidate,no,family_idears-orig,https://github.com/MikeAllwright23/idears_orig,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
827580,Pharmacogenetics of prescription opioid use and the risk of serious adverse events in UK Biobank,Tier 6,weak_candidate,no,family_ehr; family_mltc-clustering,https://github.com/mjfalaguera/EHR; https://github.com/KremerML/MLTC-clustering,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
836794,"AI-Driven Prediction of Cardiovascular Disease Using Electrocardiogram, Genomics, Proteomics, and Imaging Biomarkers",Tier 6,weak_candidate,no,family_biomarkers; family_biomarkers-beautfig; family_pain-proteomics,https://github.com/Eugene-xyHe/biomarkers; https://github.com/IFF-0303/biomarkers; https://github.com/JujiaoKang/biomarkers; https://github.com/julyfish711/biomarkers; https://github.com/lenamax2355/biomarkers; https://github.com/Ran485/biomarkers; https://github.com/Shicheng-Guo/biomarkers; https://github.com/smiles2011hyc/biomarkers; https://github.com/K-zhangfengwei/biomarkers_beautfig; https://github.com/Frank-HQZ/Pain_Proteomics,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
837135,"Relationships between biomarkers, environmental and lifestyle factors and risk of human noncommunicable diseases, all-cause mortality, and cause-specific mortality",Tier 6,weak_candidate,no,family_uk-biobank-gcg,https://github.com/sblg/UK-Biobank-GCG,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
837784,Polygenic risk score in admixed populations,Tier 6,weak_candidate,no,family_prs-height-admixed-populations,https://github.com/Shicheng-Guo/PRS_Height_Admixed_Populations,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
839438,Identifying genetic variation contributing to postpartum breast cancer risk,Tier 6,weak_candidate,no,family_epi-prs,https://github.com/ghm17/Epi-PRS; https://github.com/tzhang-nmdp/Epi-PRS,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
843724,A Study on Risk Factors and Genetic Susceptibility of Skin Diseases and comorbidities or Cancers Based on UK Biobank Data,Tier 6,weak_candidate,no,family_keloids-clustering; family_tds-project; family_ukb-download-and-prep-template,https://github.com/anirudhj05/Keloids_Clustering; https://github.com/N-cizauskas/TDS_Project; https://github.com/lenamax2355/ukb_download_and_prep_template,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
861217,"Investigating the correlation between lifestyle, biomarkers, genetic factors, and imaging features on adverse prognosis in patients with cancer",Tier 6,weak_candidate,no,family_ukbb-risk,https://github.com/IFF-0303/ukbb_risk,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
875732,Genetic and Molecular Determinants of Immune Aging and Disease Risk,Tier 6,weak_candidate,no,family_exposome-aging-ukb; family_test-exposome-aging-ukb,https://github.com/rrrrrs1/exposome-aging-ukb; https://github.com/okoropaulc/test_exposome_aging_ukb,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
876403,Integrated Causal Inference and Predictive Modelling Across All UK!Biobank Data Tiers with External Validation in Israeli and U.S. Cohorts,Tier 6,weak_candidate,no,family_uk-biobank-gcg,https://github.com/sblg/UK-Biobank-GCG,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
882999,Selections in human genotypic and phenotypic evolution,Tier 6,weak_candidate,no,family_bio-machinelearning,https://github.com/Apostolos00tapsas/bio-machinelearning,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
898225,Investigating the Phenotypic and Genetic Architecture of Chronic Diseases in the UK Biobank,Tier 6,weak_candidate,no,family_bio-machinelearning,https://github.com/Apostolos00tapsas/bio-machinelearning,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
898835,Optimizing cross-population proteomics prediction for PrediXcan,Tier 6,weak_candidate,no,family_sophia-cross-sectional,https://github.com/JackW7777/SOPHIA_Cross_Sectional; https://github.com/kkk0-000/SOPHIA_Cross_Sectional; https://github.com/sspl33/SOPHIA_Cross_Sectional; https://github.com/zscu/SOPHIA_Cross_Sectional,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
899830,"Longitudinal Analysis of Periodontal Disease and Risk of COPD, Asthma, Sleep Apnoea, Pneumonia, and COVID-19",Tier 6,weak_candidate,no,family_longitudinal-data; family_ukbb-asthma,https://github.com/AstraZheng/Longitudinal-data; https://github.com/keerveer/ukbb_asthma; https://github.com/swbiggs4/ukbb_asthma,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
904780,Characterization of physiological changes with age,Tier 6,weak_candidate,no,family_ukb-bioage-cancer; family_ukb-tools,https://github.com/becomingcc/UKB_bioage_cancer; https://github.com/12sbxu/ukb-tools; https://github.com/magdazeb/ukb-tools,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
907097,"Integrative Multi-Omics Analysis of Cardiovascular Disease: Insights from Genomics, Proteomics, Metabolomics, and Imaging",Tier 6,weak_candidate,no,family_ukbpheno,https://github.com/BakerMetabolomics/ukbpheno; https://github.com/kkukendrarajah/ukbpheno; https://github.com/magdazeb/ukbpheno; https://github.com/Neri0304/ukbpheno; https://github.com/stefanogg/ukbpheno; https://github.com/Tafelplankje/ukbpheno; https://github.com/yuehuang-gh/ukbpheno,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
915665,Research on Bayesian High-Dimensional Causal Mediation Joint Analysis Model Based on Metabolomics and Composite Pollutants,Tier 6,weak_candidate,no,family_ukbpheno,https://github.com/BakerMetabolomics/ukbpheno; https://github.com/kkukendrarajah/ukbpheno; https://github.com/magdazeb/ukbpheno; https://github.com/Neri0304/ukbpheno; https://github.com/stefanogg/ukbpheno; https://github.com/Tafelplankje/ukbpheno; https://github.com/yuehuang-gh/ukbpheno,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
920302,"Integrative Analysis of Inflammatory Disease Risk, Burden, and Therapeutic Opportunities in the UK Biobank",Tier 6,weak_candidate,no,family_ukb-oligo,https://github.com/mariaratnasamy/ukb_oligo,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
933830,A Multi-Modal AI Foundation Model to Advance Precision Medicine,Tier 6,weak_candidate,no,family_ukb-brain-symptoms-clustering,https://github.com/ajpag/ukb-brain-symptoms-clustering,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
936468,"Determinants and Consequences of Brain Connectivity Gradient Variation: Role in Cognition, Mood & Mental Wellbeing",Tier 6,weak_candidate,no,family_moodie-geneexpression-cognition,https://github.com/JialingFan1/moodie-geneexpression-cognition,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
941072,Characterizing Treatment Response in Major Depressive Disorder Using Neuroimaging and EHR Data from UK Biobank,Tier 6,weak_candidate,no,family_ehr; family_ukb-oligo,https://github.com/mjfalaguera/EHR; https://github.com/mariaratnasamy/ukb_oligo,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
946023,A foundation model for brain-eye connection,Tier 6,weak_candidate,no,family_ukb-brain-symptoms-clustering,https://github.com/ajpag/ukb-brain-symptoms-clustering,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
948339,Spatial and Temporal Patterns of Chronic Kidney Disease in the UK: Evidence from the UK Biobank,Tier 6,weak_candidate,no,family_mltc-clustering,https://github.com/KremerML/MLTC-clustering,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
959222,Multi-organ health of cancer patients and survivors,Tier 6,weak_candidate,no,family_master-thesis,https://github.com/nickathans/master-thesis,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
964172,"Integration of proteomics, metabolomics, genetic predisposition and lifestyle factors underlying the risk and prognosis of pancreatitis",Tier 6,weak_candidate,no,family_ukbpheno,https://github.com/BakerMetabolomics/ukbpheno; https://github.com/kkukendrarajah/ukbpheno; https://github.com/magdazeb/ukbpheno; https://github.com/Neri0304/ukbpheno; https://github.com/stefanogg/ukbpheno; https://github.com/Tafelplankje/ukbpheno; https://github.com/yuehuang-gh/ukbpheno,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
971434,Cross-Population Investigation of Major Chronic Diseases: Integrating UK Biobank and Chinese Cohorts,Tier 6,weak_candidate,no,family_sophia-cross-sectional,https://github.com/JackW7777/SOPHIA_Cross_Sectional; https://github.com/kkk0-000/SOPHIA_Cross_Sectional; https://github.com/sspl33/SOPHIA_Cross_Sectional; https://github.com/zscu/SOPHIA_Cross_Sectional,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
986618,"Pan-cancer, pan-omics modelling of cancer aetiology and early detection in UK Biobank: proteins, metabolomics, genetics, imaging, environment and longitudinal EHR",Tier 6,weak_candidate,no,family_ehr,https://github.com/mjfalaguera/EHR,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
988975,"Multi-omics Dissection of Diabetic Retinopathy: Integrating Genomics, Proteomics, and Metabolomics in UK Biobank",Tier 6,weak_candidate,no,family_ukbpheno,https://github.com/BakerMetabolomics/ukbpheno; https://github.com/kkukendrarajah/ukbpheno; https://github.com/magdazeb/ukbpheno; https://github.com/Neri0304/ukbpheno; https://github.com/stefanogg/ukbpheno; https://github.com/Tafelplankje/ukbpheno; https://github.com/yuehuang-gh/ukbpheno,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
988999,APOE genotype as an effect modifier of the impact of diet on cognitive health outcomes and all-cause mortality.,Tier 6,weak_candidate,no,family_uk-biobank-gcg,https://github.com/sblg/UK-Biobank-GCG,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
991284,Integrated analysis of risk factors and biomarkers for major chronic diseases.,Tier 6,weak_candidate,no,family_bnn-for-uncertainty-estimation-of-imaging-biomarkers,https://github.com/suyanzhou626/BNN-for-Uncertainty-Estimation-of-Imaging-Biomarkers,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
