app_id	pub_id
15678	15477
15678	18683
15697	4564
15697	7998
15697	8273
15697	9456
15697	9815
15697	9955
15697	14252
15697	16290
15697	17500
15700	11973
15716	4480
15716	7671
15825	1743
15825	4044
15825	4082
15825	4344
15825	4544
15825	4548
15825	4569
15825	4753
15825	4801
15825	4805
15825	4889
15825	5268
15825	5559
15825	5793
15825	5826
15825	5955
15825	7084
15825	7422
15825	8128
15825	8541
15825	8697
15825	9113
15825	9183
15825	10108
15825	10324
15825	10326
15825	10382
15825	10586
15825	11206
15825	11363
15825	11420
15825	12408
15825	12420
15825	12577
15825	12579
15825	13348
15825	13771
15825	13848
15825	13888
15825	14127
15825	16743
15825	18250
15856	3077
15856	3965
15856	4153
15860	3922
15860	3992
15860	5530
15860	8675
15860	9886
15860	10286
15860	11301
15860	13767
15860	16600
15915	5156
16009	5025
16032	5704
16066	3634
16066	3652
16066	5115
16066	5308
16066	5518
16066	5855
16066	7627
16066	7662
16066	7941
16066	8830
16066	9980
16066	10418
16066	10478
16066	12450
16066	13000
16066	13366
16066	13975
16066	17249
16066	19134
16084	4380
16097	2795
16097	2850
16097	2851
16124	5627
16124	9533
16124	11236
16124	12659
16153	4730
16153	5746
16153	7598
16218	4927
16218	5610
16218	9237
16218	9991
16218	10448
16218	10834
16218	11252
16218	11876
16218	12449
16218	12587
16218	12876
16218	13221
16218	13757
16218	16108
16218	17541
16218	19883
16256	15652
16273	9976
16273	10782
16315	19809
16315	20063
16389	4522
16389	4587
16389	5629
16389	5862
16389	5964
16389	8530
16389	8533
16389	8730
16389	8892
16389	8986
16389	9768
16389	10333
16389	10336
16389	10526
16389	11011
16389	11211
16389	11318
16389	11387
16389	11439
16389	12058
16389	12501
16389	14790
16389	15336
16389	15851
16389	17769
16389	20421
16391	4374
16391	5268
16391	8344
16391	9548
16391	10744
16391	16173
16391	16683
16391	18560
16406	724
16406	1970
16406	2710
16406	2711
16406	2712
16406	2886
16406	2887
16406	3203
16406	3918
16406	4999
16406	5059
16406	7538
16406	7570
16406	7716
16406	7954
16406	8050
16406	8634
16406	10360
16406	10674
16406	12186
16406	12901
16406	12903
16406	13068
16406	13594
16406	13612
16406	14418
16406	15702
16406	16612
16406	17645
16406	18677
16406	18685
16434	7362
16434	8826
16447	10935
16549	727
16549	2523
16549	3108
16549	3150
16549	3892
16549	3905
16549	4175
16549	4214
16549	4791
16549	5003
16549	5129
16549	5224
16549	5319
16549	5662
16549	5739
16549	5742
16549	7157
16549	7297
16549	7339
16549	7527
16549	7632
16549	7663
16549	7664
16549	8163
16549	8354
16549	8496
16549	8562
16549	8679
16549	8692
16549	8831
16549	8896
16549	8924
16549	10584
16549	12224
16549	12306
16549	12308
16549	12909
16549	14382
16549	14575
16549	16878
16549	17995
16577	2644
16577	2664
16577	2691
16577	2709
16577	4901
16577	5623
16577	5717
16577	7343
16577	8325
16577	9042
16577	9053
16577	9091
16577	11049
16577	12024
16577	12663
16577	13681
16577	13817
16577	18377
16651	2155
16651	2693
16651	2694
16651	5476
16651	7290
16651	7516
16651	7528
16651	8460
16651	8516
16651	8522
16651	8729
16651	9620
16651	10791
16651	11477
16651	12568
16651	14793
16651	17491
16651	17774
16651	19654
16651	19745
16651	19973
16651	20184
16698	5530
16698	8520
16729	2740
16729	3864
16729	5183
16729	5208
16729	5421
16729	5619
16729	7340
16729	7468
16729	7534
16729	8636
16729	9469
16729	9824
16729	10431
16729	10785
