Outcome,outcome_file_label,pre_leakage_apps,pre_applications,pre_rate,pre_rate_percent,pre_rate_ci_low,pre_rate_ci_high,post_leakage_apps,post_applications,post_rate,post_rate_percent,post_rate_ci_low,post_rate_ci_high,difference_post_minus_pre,difference_percentage_points,difference_ci_low,difference_ci_high,difference_ci_low_percentage_points,difference_ci_high_percentage_points,post_pre_ratio,two_proportion_p_value,policy_date,interpretation
Leak52,curated52,50,4332,0.01154201,1.1542,0.00876611,0.01518347,2,2603,0.00076834,0.0768,0.00021073,0.00279736,-0.01077367,-1.0774,-0.01412782,-0.00741951,-1.4128,-0.7420,0.066569,0.00000048,2024-07-05,Raw descriptive pre/post difference; not a causal RAP effect.
Leak55,broad55,53,4332,0.01223453,1.2235,0.00936608,0.01596732,2,2603,0.00076834,0.0768,0.00021073,0.00279736,-0.01146619,-1.1466,-0.01490855,-0.00802382,-1.4909,-0.8024,0.062801,0.00000019,2024-07-05,Raw descriptive pre/post difference; not a causal RAP effect.
