application_id,application_title,application_pi,application_institution,project_start_date,project_start_month,project_start_year,project_start_quarter,post_july2024,analysis_eligible_start_date,primary_its_window_2019_2025,drop_recent_12m_sample,website_match_status,website_url,leak_strict_21,leak_main_27,leak_archived_broad_48,leak_final_expanded,linkage_confidence,linked_lineage_count,linked_family_count,linked_repo_count,linked_notice_count,linked_targeted_row_count,linked_lineages,linked_repo_urls,evidence_grades,count_notes
412,Lung function and its association with fatal and non-fatal outcomes,Professor David Strachan,"City St George's, University of London",2012-10-01,2012-10,2012,2012Q4,0,1,0,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/lung-function-and-its-association-with-fatal-and-non-fatal-outcomes/,0,0,0,0,,0,0,0,0,0,,,,
431,"Association between shift work and cancer, vascular disease and other diseases",Dr Ruth Travis,University of Oxford,2013-06-30,2013-06,2013,2013Q2,0,1,0,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/association-between-shift-work-and-cancer-vascular-disease-and-other-diseases/,0,0,0,0,,0,0,0,0,0,,,,
522,Retinal vessel morphology as a predictor of cardiovascular risk and disease outcome in later life,Professor Alicja Rudnicka,"City St George's, University of London",2013-07-01,2013-07,2013,2013Q3,0,1,0,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/retinal-vessel-morphology-as-a-predictor-of-cardiovascular-risk-and-disease-outcome-in-later-life/,0,0,0,0,,0,0,0,0,0,,,,
648,Common and rare genetic variants in respiratory health: the UK Biobank Lung Exome Variant Evaluation (UK BiLEVE) consortium,Professor Martin Tobin,University of Leicester,2012-11-01,2012-11,2012,2012Q4,0,1,0,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/common-and-rare-genetic-variants-in-respiratory-health-the-uk-biobank-lung-exome-variant-evaluation-uk-bileve-consortium/,0,0,0,0,,0,0,0,0,0,,,,
669,"Distribution and biological, environmental and lifestyle determinants of visual function and of refractive error in adults (aged 40 to 69 years) in the UK.",Professor Jugnoo Rahi,University College London,2013-01-01,2013-01,2013,2013Q1,0,1,0,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/distribution-and-biological-environmental-and-lifestyle-determinants-of-visual-function-and-of-refractive-error-in-adults-aged-40-to-69-years-in-the-uk/,0,0,0,0,,0,0,0,0,0,,,,
676,Machine learning detection of novel disease correlates,Dr Jeremy Rossman,University of Kent,2016-04-01,2016-04,2016,2016Q2,0,1,0,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/machine-learning-detection-of-novel-disease-correlates/,0,0,0,0,,0,0,0,0,0,,,,
742,"Understanding the Risk Factors Underlying Sudden Cardiac Death: An Investigation Utilising Bio, Genomic and Clinical Markers by the UK Biobank Cardio-Metabolic Consortium",Professor Elijah Behr,"City St George's, University of London",2016-04-01,2016-04,2016,2016Q2,0,1,0,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/understanding-the-risk-factors-underlying-sudden-cardiac-death-an-investigation-utilising-bio-genomic-and-clinical-markers-by-the-uk-biobank-cardio-metabolic-consortium/,0,0,0,0,,0,0,0,0,0,,,,
761,Risk of type 2 Diabetes and development of disease,Dr Jess Tyrrell,University of Exeter,2012-09-19,2012-09,2012,2012Q3,0,1,0,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/risk-of-type-2-diabetes-and-development-of-disease/,0,0,0,0,,0,0,0,0,0,,,,
774,Cross-sectional study to investigate ethnic differences in cardiovascular risk and mental health,Professor Jill Pell,University of Glasgow,2012-11-05,2012-11,2012,2012Q4,0,1,0,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/cross-sectional-study-to-investigate-ethnic-differences-in-cardiovascular-risk-and-mental-health/,0,0,0,0,,0,0,0,0,0,,,,
788,Heritability of disease frequency,Professor Albert Tenesa,UK Biobank Ltd,2013-02-01,2013-02,2013,2013Q1,0,1,0,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/heritability-of-disease-frequency/,0,0,0,0,,0,0,0,0,0,,,,
828,Evaluating variants in cancer predisposition genes for improved clinical interpretation,Professor Nazneen Rahman,Institute of Cancer Research,2015-07-13,2015-07,2015,2015Q3,0,1,0,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/evaluating-variants-in-cancer-predisposition-genes-for-improved-clinical-interpretation/,0,0,0,0,,0,0,0,0,0,,,,
837,Gary Frost,Professor Gary Frost,Imperial College London,2015-02-01,2015-02,2015,2015Q1,0,1,0,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/gary-frost/,0,0,0,0,,0,0,0,0,0,,,,
871,Genetic factors associated with being at different extremes of the reproductive lifespan,Dr Anna Murray,University of Exeter,2015-05-31,2015-05,2015,2015Q2,0,1,0,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/genetic-factors-associated-with-being-at-different-extremes-of-the-reproductive-lifespan/,0,0,0,0,,0,0,0,0,0,,,,
