application_id,application_title,application_pi,application_institution,project_start_date,project_start_month,project_start_year,project_start_quarter,post_july2024,analysis_eligible_start_date,primary_its_window_2019_2025,drop_recent_12m_sample,website_match_status,website_url,leak_strict_21,leak_main_27,leak_archived_broad_48,leak_final_expanded,linkage_confidence,linked_lineage_count,linked_family_count,linked_repo_count,linked_notice_count,linked_targeted_row_count,linked_lineages,linked_repo_urls,evidence_grades,count_notes
66074,Developing and evaluating statistical methodology for quantitative bias analysis,Dr Rachael Hughes,University of Bristol,2021-06-30,2021-06,2021,2021Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/developing-and-evaluating-statistical-methodology-for-quantitative-bias-analysis/,0,0,0,0,,0,0,0,0,0,,,,
66128,Genetic profiling to predict longitudinal trajectories of disease,Dr Daniel Rotroff,Cleveland Clinic Foundation,2021-03-18,2021-03,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/genetic-profiling-to-predict-longitudinal-trajectories-of-disease/,0,0,0,0,,0,0,0,0,0,,,,
66137,"Polygeny and pleiotropy among quantitative traits, diseases of circulatory system, respiratory system, and mental disorders.",Professor Jie Huang,Southern University of Science and Technology,2020-11-25,2020-11,2020,2020Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/polygeny-and-pleiotropy-among-quantitative-traits-diseases-of-circulatory-system-respiratory-system-and-mental-disorders/,0,0,0,0,,0,0,0,0,0,,,,
66159,Healing the healer: the role of lifestyle and shift work on the health and wellbeing of UK Doctors.,Dr Sanjoy Deb,University of Westminster,2021-03-01,2021-03,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/healing-the-healer-the-role-of-lifestyle-and-shift-work-on-the-health-and-wellbeing-of-uk-doctors/,0,0,0,0,,0,0,0,0,0,,,,
66163,"Associations of Dietary Factors and Vitamin Supplement Use with Risk of COVID-19, Chronic Disease and Mortality",Dr Jiaqi Huang,National Cancer Institute,2020-09-22,2020-09,2020,2020Q3,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/associations-of-dietary-factors-and-vitamin-supplement-use-with-risk-of-covid-19-chronic-disease-and-mortality/,0,0,0,0,,0,0,0,0,0,,,,
66192,Advanced Statistical and Machine Learning Approaches for Identifying Gene-by-Environment Interactions Across Ancestral Populations,Dr Curtis Boykin,Brown University,2022-01-17,2022-01,2022,2022Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/advanced-statistical-and-machine-learning-approaches-for-identifying-gene-by-environment-interactions-across-ancestral-populations/,0,0,0,0,,0,0,0,0,0,,,,
66214,"Personalized prevention of dementia - integrating lifestyle, biomarkers and genomics.",Professor Ruth Frikke-Schmidt,"Copenhagen University Hospital, University of Copenhagen",2021-10-26,2021-10,2021,2021Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/personalized-prevention-of-dementia-integrating-lifestyle-biomarkers-and-genomics/,0,0,0,0,,0,0,0,0,0,,,,
66222,Genetic contributors to complex human traits: emphasis on neurological and cardiovascular-related diseases and the interplay between these two systems,Dr Sarah Gagliano Taliun,Montreal Heart Institute,2020-10-26,2020-10,2020,2020Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/genetic-contributors-to-complex-human-traits-emphasis-on-neurological-and-cardiovascular-related-diseases-and-the-interplay-between-these-two-systems/,0,0,0,0,,0,0,0,0,0,,,,
66233,"Development of MRI biomarkers for diagnosis and outcomes prediction, with focus on cardiac diseases (especially cardiomyopathies) and hepatic diseases (especially metabolic liver disease)",Dr Joshua Reicher,imvaria inc.,2020-10-27,2020-10,2020,2020Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/development-of-mri-biomarkers-for-diagnosis-and-outcomes-prediction-with-focus-on-cardiac-diseases-especially-cardiomyopathies-and-hepatic-diseases-especially-metabolic-liver-disease/,0,0,0,0,,0,0,0,0,0,,,,
66246,"Using causal machine learning to disentangle the demographic, social, and medical drivers of COVID-19 outcomes",Dr Sema Sgaier,"Surgo Ventures, Inc.",2020-11-25,2020-11,2020,2020Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/using-causal-machine-learning-to-disentangle-the-demographic-social-and-medical-drivers-of-covid-19-outcomes/,0,0,0,0,,0,0,0,0,0,,,,
66251,The associations of various constituents of fine particulate matter and ozone air pollution with cardiorespiratory outcomes,Dr Haidong Kan,Fudan University,2020-10-30,2020-10,2020,2020Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/the-associations-of-various-constituents-of-fine-particulate-matter-and-ozone-air-pollution-with-cardiorespiratory-outcomes/,0,0,0,0,,0,0,0,0,0,,,,
66267,Lifestyle and genetics in healthy ageing and dementia,Dr Gavin Reynolds,University of Bristol,2021-01-27,2021-01,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/lifestyle-and-genetics-in-healthy-ageing-and-dementia/,0,0,0,0,,0,0,0,0,0,,,,
66298,"Relative risk model for hearing loss based on genetic susceptibility, demographics and lifestyle risk factors",Dr David Mattie,Air Force Research Laboratory,2021-01-25,2021-01,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/relative-risk-model-for-hearing-loss-based-on-genetic-susceptibility-demographics-and-lifestyle-risk-factors/,0,0,0,0,,0,0,0,0,0,,,,
66308,Integration of GWAS identified disease risk variants with epigenomic annotations derived from myeloid cells,Dr Johannes Schlachetzki,"University of California, San Diego",2021-06-16,2021-06,2021,2021Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/integration-of-gwas-identified-disease-risk-variants-with-epigenomic-annotations-derived-from-myeloid-cells/,0,0,0,0,,0,0,0,0,0,,,,
66312,Shadow application for project 66251: The associations of various constituents of fine particulate matter and ozone air pollution with cardiorespiratory out,Natasha Wood,University of Oxford,,,,,,0,0,0,unmatched_schema27,,0,0,0,0,,0,0,0,0,0,,,,
66320,Genome-wide association and pleiotropy studies of subphenotypes of respiratory diseases,Dr Xingnan Li,University of Arizona,2021-03-02,2021-03,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/genome-wide-association-and-pleiotropy-studies-of-subphenotypes-of-respiratory-diseases/,0,0,0,0,,0,0,0,0,0,,,,
66354,"Investigating the genetic, environmental and clinical determinants and their interactions on cancer risk, and developing risk prediction and prognosis models for common cancer types",Dr Xue Li,Zhejiang University,2021-01-12,2021-01,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/investigating-the-genetic-environmental-and-clinical-determinants-and-their-interactions-on-cancer-risk-and-developing-risk-prediction-and-prognosis-models-for-common-cancer-types/,0,0,0,0,,0,0,0,0,0,,,,
66377,The Association of Sex Hormones with Stroke: Results from the UK Biobank,Mr Bradley Tucker,University of New South Wales,2021-03-02,2021-03,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/the-association-of-sex-hormones-with-stroke-results-from-the-uk-biobank/,0,0,0,0,,0,0,0,0,0,,,,
66440,Radiogenomic phenotyping of Overactive Bladder Syndrome,Dr David Sheyn,University Hospitals Cleveland Medical Center,2021-01-29,2021-01,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/radiogenomic-phenotyping-of-overactive-bladder-syndrome/,0,0,0,0,,0,0,0,0,0,,,,
66464,Interactions between genetic susceptibility loci and environmental risk factors in cancer and chronic disease,Dr Neal Freedman,National Cancer Institute,2021-06-07,2021-06,2021,2021Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/interactions-between-genetic-susceptibility-loci-and-environmental-risk-factors-in-cancer-and-chronic-disease/,0,0,0,0,,0,0,0,0,0,,,,
66472,The discovery and validation of Genetic association between blood characteristics and the risk of coronary artery disease.,Professor Jong Bhak,Ulsan National Institute of Science and Technology,2022-06-13,2022-06,2022,2022Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/the-discovery-and-validation-of-genetic-association-between-blood-characteristics-and-the-risk-of-coronary-artery-disease/,0,0,0,0,,0,0,0,0,0,,,,
66486,"Causal inference study to clarify the association between alcohol consumption, diabetes, cancer and cardiovascular disease paradox",Professor Sun Ha Jee,Yonsei University,2021-04-07,2021-04,2021,2021Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/causal-inference-study-to-clarify-the-association-between-alcohol-consumption-diabetes-cancer-and-cardiovascular-disease-paradox/,0,0,0,0,,0,0,0,0,0,,,,
66493,Prevalence of mutations in recessive genes for severe neurodevelopmental disorders in the healthy population,Dr Christian Gilissen,Radboud University Medical Centre,2021-02-08,2021-02,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/prevalence-of-mutations-in-recessive-genes-for-severe-neurodevelopmental-disorders-in-the-healthy-population/,0,0,0,0,,0,0,0,0,0,,,,
66515,"Sarcopenia: prevalence, determinants and clinical outcomes",Professor Julien Paccou,University of Lille,2021-03-18,2021-03,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/sarcopenia-prevalence-determinants-and-clinical-outcomes/,0,0,0,0,,0,0,0,0,0,,,,
66536,Abdominal obesity and Diabetic Kidney Disease: A Mendelian Randomization Study,Dr Jinbo Hu,The First Affiliated Hospital of Chongqing Medical University,2020-10-26,2020-10,2020,2020Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/abdominal-obesity-and-diabetic-kidney-disease-a-mendelian-randomization-study/,0,0,0,0,,0,0,0,0,0,,,,
66558,"Helicobacter pylori infection, its treatment and colorectal cancer risk: A two-phase study using treatment data from the UK Clinical Practice Database and serology information from the UK biobank.",Dr Monica D'Arcy,National Cancer Institute,2021-03-01,2021-03,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/helicobacter-pylori-infection-its-treatment-and-colorectal-cancer-risk-a-two-phase-study-using-treatment-data-from-the-uk-clinical-practice-database-and-serology-information-from-the-uk-biobank/,0,0,0,0,,0,0,0,0,0,,,,
66591,Genetic and environmental factors involved in cancer risk and prognosis,Dr Federico Canzian,German Cancer Research Center (DKFZ),2021-09-29,2021-09,2021,2021Q3,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/genetic-and-environmental-factors-involved-in-cancer-risk-and-prognosis/,0,0,0,0,,0,0,0,0,0,,,,
66639,The impact of modifiable risk factors on cognition and dementia,Ms Lisa Bransby,Monash University,2021-01-11,2021-01,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/the-impact-of-modifiable-risk-factors-on-cognition-and-dementia/,0,0,0,0,,0,0,0,0,0,,,,
66809,"Investigation of genetic risk, gene-environment interaction and molecular pathway underlying age-related macular degeneration and other related eye disorders",Dr Tianxiao Huan,University of Massachusetts Medical School,2021-03-02,2021-03,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/investigation-of-genetic-risk-gene-environment-interaction-and-molecular-pathway-underlying-age-related-macular-degeneration-and-other-related-eye-disorders/,0,0,0,0,,0,0,0,0,0,,,,
66813,Comprehensive evaluation of causal relationship among different phenotypes and disease traits by Mendelian Randomization using Genetic Instruments,Dr Yung Na,University of Hong Kong,2021-04-28,2021-04,2021,2021Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/comprehensive-evaluation-of-causal-relationship-among-different-phenotypes-and-disease-traits-by-mendelian-randomization-using-genetic-instruments/,0,0,0,0,,0,0,0,0,0,,,,
66821,Examining the relationship between APOL1 and chronic kidney disease,Dr Walt Adamson,University of Glasgow,2021-02-16,2021-02,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/examining-the-relationship-between-apol1-and-chronic-kidney-disease/,0,0,0,0,,0,0,0,0,0,,,,
66845,Dissertation: Sleep Traits as Risk Factors for Lung Cancer Among Smokers and Never Smokers,Mr Noah Peeri,University of North Texas Health Science Center,2021-01-11,2021-01,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/dissertation-sleep-traits-as-risk-factors-for-lung-cancer-among-smokers-and-never-smokers/,0,0,0,0,,0,0,0,0,0,,,,
66866,Genomic Translation of Aging-Related Associations from Model Systems to Humans,Professor Thalida Arpawong,University of Southern California,2021-01-11,2021-01,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/genomic-translation-of-aging-related-associations-from-model-systems-to-humans/,0,0,0,0,,0,0,0,0,0,,,,
66907,Treatment effects on COVID-19 outcomes in individuals with type 2 diabetes,Dr Martijn van de Bunt,Novo Nordisk A/S,2021-01-14,2021-01,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/treatment-effects-on-covid-19-outcomes-in-individuals-with-type-2-diabetes/,0,0,0,0,,0,0,0,0,0,,,,
66911,Genetic Variation and Phenotypic Associations with Select Dermatologic Disease,Mr Ahmed Yousaf,West Virginia University Research Corporation,2021-05-13,2021-05,2021,2021Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/genetic-variation-and-phenotypic-associations-with-select-dermatologic-disease/,0,0,0,0,,0,0,0,0,0,,,,
66930,Deep neural network based analysis of resting-state functional connectivity,Professor Jae-Jin Kim,Yonsei University,2021-05-28,2021-05,2021,2021Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/deep-neural-network-based-analysis-of-resting-state-functional-connectivity/,0,0,0,0,,0,0,0,0,0,,,,
66948,How do social factors and brain structure relate to depression and anxiety?,Miss Sasha Johns,University of Manchester,2021-04-20,2021-04,2021,2021Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/how-do-social-factors-and-brain-structure-relate-to-depression-and-anxiety/,0,0,0,0,,0,0,0,0,0,,,,
66953,Unsupervised Learning to Detect Stereotyped Behaviors in Wrist Actigraphy,Dr Justin Baker,McLean Hospital,2021-06-21,2021-06,2021,2021Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/unsupervised-learning-to-detect-stereotyped-behaviors-in-wrist-actigraphy/,0,0,0,0,,0,0,0,0,0,,,,
66982,Identifying genetic and environmental factors underpinning complex trait variation in humans,Professor Jian Yang,Westlake University,2020-11-10,2020-11,2020,2020Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/identifying-genetic-and-environmental-factors-underpinning-complex-trait-variation-in-humans-2/,0,0,0,0,,0,0,0,0,0,,,,
66995,"Prediction of haplotypes, genotypes, parental-of-origin and applications in biobanks.",Dr Olivier Delaneau,University of Lausanne,2021-03-01,2021-03,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/prediction-of-haplotypes-genotypes-parental-of-origin-and-applications-in-biobanks/,1,1,1,1,strict_21; main_27; archived_broad_48; final_expanded,10,1,10,1,10,lineage_23andme-jaredo_shapeit5; lineage_barneyhill_shapeit5; lineage_josephlalli_shapeit5; lineage_m-hakmi_shapeit5; lineage_odelaneau_shapeit5; lineage_rimanb_shapeit5; lineage_rwk-unil_shapeit5; lineage_sunrisefor_shapeit5; lineage_toseph_shapeit5; lineage_victorasua_shapeit5,https://github.com/23andme-jaredo/shapeit5; https://github.com/JosephLalli/shapeit5; https://github.com/M-Hakmi/shapeit5; https://github.com/RimanB/shapeit5; https://github.com/Toseph/shapeit5; https://github.com/barneyhill/shapeit5; https://github.com/odelaneau/shapeit5; https://github.com/rwk-unil/shapeit5; https://github.com/sunrisefor/shapeit5; https://github.com/victorasua/shapeit5,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; B2_PROJECT_FAMILY_NAME_PROPAGATION; B3_EXACT_TARGET_CONTENT_FINGERPRINT_PROPAGATION,
67048,THE BODY-MIND CONNECTION: EXPLORING THE BIOLOGICAL MECHANISMS UNDERLYING THE EFFECTS OF SOMATIC HEALTH ON BRAIN AGING,Professor Weili Xu,Tianjin Medical University,2021-04-22,2021-04,2021,2021Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/the-body-mind-connection-exploring-the-biological-mechanisms-underlying-the-effects-of-somatic-health-on-brain-aging/,0,0,0,0,,0,0,0,0,0,,,,
67076,Estimating the correlation of various genetic and non-genetic factors with severity and outcome of COVID-19.,Professor Fan Liu,Beijing Institute of Genomics,2021-01-27,2021-01,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/estimating-the-correlation-of-various-genetic-and-non-genetic-factors-with-severity-and-outcome-of-covid-19/,0,0,0,0,,0,0,0,0,0,,,,
67082,Relationship between lifestyle and cardiometabolic function with mental health,Dr Cynthia Kroeger,University of Sydney,2021-01-11,2021-01,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/relationship-between-lifestyle-and-cardiometabolic-function-with-mental-health/,0,0,0,0,,0,0,0,0,0,,,,
67095,Gene discovery for cardiomyopathies,Dr Dhandapany Perundurai,Institute for Stem Cell Science (inStem),2021-01-13,2021-01,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/gene-discovery-for-cardiomyopathies/,0,0,0,0,,0,0,0,0,0,,,,
67200,"The Effect of Combat Exposure on Drinking Behavior, Happiness, and Subjective Well-Being.",Mr Paul McKee,Southern Connecticut State University,2021-01-11,2021-01,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/the-effect-of-combat-exposure-on-drinking-behavior-happiness-and-subjective-well-being/,0,0,0,0,,0,0,0,0,0,,,,
67216,African Ancestry genomics of drug response and disease risk.,Dr Minoli Perera,Northwestern University,2021-03-08,2021-03,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/african-ancestry-genomics-of-drug-response-and-disease-risk/,0,0,0,0,,0,0,0,0,0,,,,
67228,Investigating the Causal Relationship between Type 2 Diabetes Mellitus and Ovarian Cancer using Two-Sample Mendelian Randomization,Mr Langat Victor,University of Kabianga,2020-11-10,2020-11,2020,2020Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/investigating-the-causal-relationship-between-type-2-diabetes-mellitus-and-ovarian-cancer-using-two-sample-mendelian-randomization/,0,0,0,0,,0,0,0,0,0,,,,
67237,Integrative Neurobiological Bases of Brain Aging in Late Life,Professor Randy Buckner,Harvard University,2021-01-25,2021-01,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/integrative-neurobiological-bases-of-brain-aging-in-late-life/,0,0,0,0,,0,0,0,0,0,,,,
67263,Weakly-supervised Deep Learning for the Improvement of Cardiovascular Disease (CVD) Prediction using Retinal Fundus Images,Professor Patrick Then,Swinburne University of Technology,2021-04-20,2021-04,2021,2021Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/weakly-supervised-deep-learning-for-the-improvement-of-cardiovascular-disease-cvd-prediction-using-retinal-fundus-images/,0,0,0,0,,0,0,0,0,0,,,,
67271,Mapping brain networks associated with psychiatric symptoms to develop generative models and new targeted therapeutic interventions,Dr Luca Cocchi,QIMR Berghofer Medical Research Institute,2021-08-26,2021-08,2021,2021Q3,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/mapping-brain-networks-associated-with-psychiatric-symptoms-to-develop-generative-models-and-new-targeted-therapeutic-interventions/,0,0,0,0,,0,0,0,0,0,,,,
67292,"The pleiotropic landscape of disease, anthropometric, brain connectome and socioeconomic traits",Dr Gerard Muntane,Universitat Pompeu Fabra,2021-03-08,2021-03,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/the-pleiotropic-landscape-of-disease-anthropometric-brain-connectome-and-socioeconomic-traits/,0,0,0,0,,0,0,0,0,0,,,,
67302,Identifying causal mutations in a family with psoriasis and lupus,Dr Tao Cai,"National Institute of Biological Sciences, Beijing",2021-03-09,2021-03,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/identifying-causal-mutations-in-a-family-with-psoriasis-and-lupus/,0,0,0,0,,0,0,0,0,0,,,,
67356,"Air pollution, greenness and their interplay with DNA repair genes in relation to breast cancer",Mrs Carmen Smotherman,University of Florida,2020-11-25,2020-11,2020,2020Q4,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/air-pollution-greenness-and-their-interplay-with-dna-repair-genes-in-relation-to-breast-cancer/,0,0,0,0,,0,0,0,0,0,,,,
67387,Evaluating and benchmarking Qatar Biobank data with the UK Biobank for various disease states,Dr Faisal Farooq,Qatar Computing Research Institute,2021-01-25,2021-01,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/evaluating-and-benchmarking-qatar-biobank-data-with-the-uk-biobank-for-various-disease-states/,0,0,0,0,,0,0,0,0,0,,,,
67421,Social well-being following stroke,Ms Katherine O'Connell,Georgetown University,2021-03-16,2021-03,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/social-well-being-following-stroke/,0,0,0,0,,0,0,0,0,0,,,,
67450,"Medical imaging biomarkers of pain, physical function, and mental health for acute and chronic pain conditions",Dr Sean Mackey,Stanford University,2021-01-11,2021-01,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/medical-imaging-biomarkers-of-pain-physical-function-and-mental-health-for-acute-and-chronic-pain-conditions/,0,0,0,0,,0,0,0,0,0,,,,
67497,Leveraging artificial intelligence for identifying novel genes in Intellectual disability: genetic interactions in neurodevelopmental disability (NDD),Dr Ian Dunham,European Bioinformatics Institute (EBI),2022-01-17,2022-01,2022,2022Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/leveraging-artificial-intelligence-for-identifying-novel-genes-in-intellectual-disability-genetic-interactions-in-neurodevelopmental-disability-ndd/,0,0,0,0,,0,0,0,0,0,,,,
67506,Characterisation of risk factors and their mechanisms in the development of both common and relatively understudied conditions,Dr Gillian Reeves,University of Oxford,2021-06-29,2021-06,2021,2021Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/characterisation-of-risk-factors-and-their-mechanisms-in-the-development-of-both-common-and-relatively-understudied-conditions/,0,0,0,0,,0,0,0,0,0,,,,
67510,Joint-specific genome-wide association analysis of osteoarthritis,Dr Taku Saito,University of Tokyo,2021-01-11,2021-01,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/joint-specific-genome-wide-association-analysis-of-osteoarthritis/,0,0,0,0,,0,0,0,0,0,,,,
67547,Cardiovascular risk prediction tools in Rheumatic Diseases,Dr David Hughes,University of Liverpool,2021-02-22,2021-02,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/cardiovascular-risk-prediction-tools-in-rheumatic-diseases/,0,0,0,0,,0,0,0,0,0,,,,
67552,Leveraging a Large-Scale GWAS to Identify Genetic Variants Associated With Psychological Resilience,Ms Brianna Bucknor,University of Illinois Urbana-Champaign,2021-05-17,2021-05,2021,2021Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/leveraging-a-large-scale-gwas-to-identify-genetic-variants-associated-with-psychological-resilience/,0,0,0,0,,0,0,0,0,0,,,,
67575,Contribution of rare DNA variants to the risk of metabolic disorders and to the level of associated metabolic traits,Dr Amelie Bonnefond,INSERM,2021-01-27,2021-01,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/contribution-of-rare-dna-variants-to-the-risk-of-metabolic-disorders-and-to-the-level-of-associated-metabolic-traits/,0,0,0,0,,0,0,0,0,0,,,,
67654,"Genetic risk factors, environmental factors, and the gene-environment interactions in osteoarthritis",Dr Zhaohua Zhu,Southern Medical University,2022-02-28,2022-02,2022,2022Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/genetic-risk-factors-environmental-factors-and-the-gene-environment-interactions-in-osteoarthritis/,0,0,0,0,,0,0,0,0,0,,,,
67665,Developing scalable computational tools for understanding polygenic trait architectures in large-scale genome-wide association studies,Professor Shiquan Sun,Xi'an Jiaotong University,2021-04-27,2021-04,2021,2021Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/developing-scalable-computational-tools-for-understanding-polygenic-trait-architectures-in-large-scale-genome-wide-association-studies/,0,0,0,0,,0,0,0,0,0,,,,
67704,Evaluating Germline and Somatic Variants in Parkinson's Disease Brains,Dr Jia Nee Foo,Nanyang Technological University,2021-02-01,2021-02,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/evaluating-germline-and-somatic-variants-in-parkinsons-disease-brains/,0,0,0,0,,0,0,0,0,0,,,,
67736,Genetic and environmental epidemiology of sarcopenia in relation to early life myogenesis,Professor Simon Hughes,King's College London,2021-01-25,2021-01,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/genetic-and-environmental-epidemiology-of-sarcopenia-in-relation-to-early-life-myogenesis/,0,0,0,0,,0,0,0,0,0,,,,
67789,Derivation of a machine learning (ML) model to improve pre-test probability of identifying individuals with genetic variants linked to familial hypercholesterolemia (FH).,Mr Christophe Stevens,Imperial College London,2021-01-27,2021-01,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/derivation-of-a-machine-learning-ml-model-to-improve-pre-test-probability-of-identifying-individuals-with-genetic-variants-linked-to-familial-hypercholesterolemia-fh/,0,0,0,0,,0,0,0,0,0,,,,
67801,Development of a software tool to assist with analysing MRI images,Dr Hojjat Azadbakht,AINOSTICS Ltd.,2021-01-25,2021-01,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/development-of-a-software-tool-to-assist-with-analysing-mri-images/,0,0,0,0,,0,0,0,0,0,,,,
67829,Comparison of computational and statistical methods for identifying genetic risk factors for cognitive decline in Parkinson's Disease,Professor Holger Fröhlich,Fraunhofer Institute,2021-06-16,2021-06,2021,2021Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/comparison-of-computational-and-statistical-methods-for-identifying-genetic-risk-factors-for-cognitive-decline-in-parkinsons-disease/,0,0,0,0,,0,0,0,0,0,,,,
67838,Genetic and brain mechanisms of pain trajectory on cognitive decline in elder,Dr Suhua Chang,Peking University,2021-06-10,2021-06,2021,2021Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/genetic-and-brain-mechanisms-of-pain-trajectory-on-cognitive-decline-in-elder/,0,0,0,0,,0,0,0,0,0,,,,
67855,Development and validation of a comprehensive predictive model for diabetes complications,Professor Jae-Seung Yun,Catholic University of Korea,2021-05-28,2021-05,2021,2021Q2,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/development-and-validation-of-a-comprehensive-predictive-model-for-diabetes-complications/,0,0,0,0,,0,0,0,0,0,,,,
67864,Polygenic risk score transportability across populations and complex traits: characterizing clinical applications of risk profiles within the context of the Genotyping Of ALL (GOALL) project,Dr Fernando Rivadeneira,Erasmus MC,2021-03-01,2021-03,2021,2021Q1,0,1,1,1,matched_one_website_record,https://www.ukbiobank.ac.uk/projects/polygenic-risk-score-transportability-across-populations-and-complex-traits-characterizing-clinical-applications-of-risk-profiles-within-the-context-of-the-genotyping-of-all-goall-project/,0,0,0,0,,0,0,0,0,0,,,,
