application_id,application_title,project_start_date,pre_post_july_5_2024,family_ids,repo_urls,reason_it_is_tier_4
51830,Identifying genetic factors for brain ageing,2019-09-30,pre,family_keloids-clustering; family_sas-sample-extraction; family_ukb-api; family_ukb-download-and-prep-template; family_ukbb-risk; family_ukbcc,https://github.com/anirudhj05/Keloids_Clustering; https://github.com/samarpita-saha293/SAS_sample_extraction; https://github.com/batmanlab/ukb_api; https://github.com/tighu20/ukb_api; https://github.com/lenamax2355/ukb_download_and_prep_template; https://github.com/yayapa/ukbb_risk; https://github.com/kevmanderson/ukbcc; https://github.com/laura-ponting/ukbcc,Not in Tiers 1-3; retained from a family with exactly one supported/ambiguous application. Ambiguous multi-application families are excluded from this tier.
54520,"Constructing risk scores of longevity, dementia, and related disorders",2020-02-04,pre,family_ukb-download-and-prep-template,https://github.com/lenamax2355/ukb_download_and_prep_template,Not in Tiers 1-3; retained from a family with exactly one supported/ambiguous application. Ambiguous multi-application families are excluded from this tier.
146079,Epidemiological and Genetic Risk Factors for keloid and hypertrophic scar,2024-02-27,pre,family_keloids-clustering,https://github.com/anirudhj05/Keloids_Clustering,Not in Tiers 1-3; retained from a family with exactly one supported/ambiguous application. Ambiguous multi-application families are excluded from this tier.
