app_id,period,period_start,period_end,publication_count,any_publication,project_start_date,p1_existing_project_sample,original_stage3_classification,control_layer,regression_group_CONTROL_C0,regression_group_CONTROL_C01,regression_group_CONTROL_C03,regression_group_CONTROL_C05
61666,pre24,2022-07-05,2024-07-04,1,1,2020-08-17,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
61666,post24,2024-07-05,2026-07-04,2,1,2020-08-17,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
61678,pre24,2022-07-05,2024-07-04,0,0,2022-07-13,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
61678,post24,2024-07-05,2026-07-04,0,0,2022-07-13,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
61684,pre24,2022-07-05,2024-07-04,0,0,2020-06-24,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
61684,post24,2024-07-05,2026-07-04,1,1,2020-06-24,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
61700,pre24,2022-07-05,2024-07-04,1,1,2020-09-29,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
61700,post24,2024-07-05,2026-07-04,0,0,2020-09-29,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
61716,pre24,2022-07-05,2024-07-04,0,0,2021-05-27,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
61716,post24,2024-07-05,2026-07-04,0,0,2021-05-27,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
61744,pre24,2022-07-05,2024-07-04,1,1,2020-07-27,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
61744,post24,2024-07-05,2026-07-04,0,0,2020-07-27,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
61759,pre24,2022-07-05,2024-07-04,0,0,2020-09-16,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
61759,post24,2024-07-05,2026-07-04,0,0,2020-09-16,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
61771,pre24,2022-07-05,2024-07-04,1,1,2020-07-20,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
61771,post24,2024-07-05,2026-07-04,0,0,2020-07-20,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
61785,pre24,2022-07-05,2024-07-04,2,1,2021-02-23,1,NEWLY_RAP_BOUND,C6,treated,treated,treated,treated
61785,post24,2024-07-05,2026-07-04,2,1,2021-02-23,1,NEWLY_RAP_BOUND,C6,treated,treated,treated,treated
61818,pre24,2022-07-05,2024-07-04,2,1,2020-07-27,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
61818,post24,2024-07-05,2026-07-04,1,1,2020-07-27,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
61825,pre24,2022-07-05,2024-07-04,0,0,2020-07-14,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
61825,post24,2024-07-05,2026-07-04,0,0,2020-07-14,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
61856,pre24,2022-07-05,2024-07-04,9,1,2020-09-17,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
61856,post24,2024-07-05,2026-07-04,13,1,2020-09-17,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
61860,pre24,2022-07-05,2024-07-04,0,0,2022-03-07,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
61860,post24,2024-07-05,2026-07-04,0,0,2022-03-07,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
61894,pre24,2022-07-05,2024-07-04,1,1,2020-09-02,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
61894,post24,2024-07-05,2026-07-04,3,1,2020-09-02,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
61915,pre24,2022-07-05,2024-07-04,1,1,2021-03-09,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
61915,post24,2024-07-05,2026-07-04,1,1,2021-03-09,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
61936,pre24,2022-07-05,2024-07-04,0,0,2020-09-22,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
61936,post24,2024-07-05,2026-07-04,0,0,2020-09-22,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
61943,pre24,2022-07-05,2024-07-04,0,0,2020-08-07,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
61943,post24,2024-07-05,2026-07-04,0,0,2020-08-07,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62001,pre24,2022-07-05,2024-07-04,0,0,2021-03-30,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62001,post24,2024-07-05,2026-07-04,0,0,2021-03-30,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62017,pre24,2022-07-05,2024-07-04,2,1,2020-12-02,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
62017,post24,2024-07-05,2026-07-04,1,1,2020-12-02,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
62029,pre24,2022-07-05,2024-07-04,0,0,2021-06-16,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62029,post24,2024-07-05,2026-07-04,0,0,2021-06-16,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62040,pre24,2022-07-05,2024-07-04,0,0,2020-11-18,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62040,post24,2024-07-05,2026-07-04,0,0,2020-11-18,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62055,pre24,2022-07-05,2024-07-04,0,0,2020-07-27,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
62055,post24,2024-07-05,2026-07-04,0,0,2020-07-27,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
62093,pre24,2022-07-05,2024-07-04,0,0,2020-05-18,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62093,post24,2024-07-05,2026-07-04,0,0,2020-05-18,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62103,pre24,2022-07-05,2024-07-04,1,1,2021-01-25,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62103,post24,2024-07-05,2026-07-04,0,0,2021-01-25,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62135,pre24,2022-07-05,2024-07-04,0,0,2020-07-27,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62135,post24,2024-07-05,2026-07-04,0,0,2020-07-27,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62142,pre24,2022-07-05,2024-07-04,0,0,2021-05-12,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62142,post24,2024-07-05,2026-07-04,0,0,2021-05-12,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62174,pre24,2022-07-05,2024-07-04,0,0,2021-04-20,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62174,post24,2024-07-05,2026-07-04,0,0,2021-04-20,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62188,pre24,2022-07-05,2024-07-04,0,0,2020-09-29,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62188,post24,2024-07-05,2026-07-04,0,0,2020-09-29,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62249,pre24,2022-07-05,2024-07-04,0,0,2021-02-15,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62249,post24,2024-07-05,2026-07-04,0,0,2021-02-15,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62254,pre24,2022-07-05,2024-07-04,0,0,2020-11-25,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62254,post24,2024-07-05,2026-07-04,2,1,2020-11-25,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62265,pre24,2022-07-05,2024-07-04,0,0,2021-01-25,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62265,post24,2024-07-05,2026-07-04,1,1,2021-01-25,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62277,pre24,2022-07-05,2024-07-04,0,0,2021-10-11,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62277,post24,2024-07-05,2026-07-04,1,1,2021-10-11,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62283,pre24,2022-07-05,2024-07-04,0,0,2020-11-26,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62283,post24,2024-07-05,2026-07-04,0,0,2020-11-26,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62296,pre24,2022-07-05,2024-07-04,0,0,2020-05-27,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62296,post24,2024-07-05,2026-07-04,0,0,2020-05-27,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62306,pre24,2022-07-05,2024-07-04,1,1,2020-06-17,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62306,post24,2024-07-05,2026-07-04,0,0,2020-06-17,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62323,pre24,2022-07-05,2024-07-04,1,1,2020-07-10,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62323,post24,2024-07-05,2026-07-04,0,0,2020-07-10,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62347,pre24,2022-07-05,2024-07-04,0,0,2021-01-19,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62347,post24,2024-07-05,2026-07-04,1,1,2021-01-19,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62352,pre24,2022-07-05,2024-07-04,0,0,2020-06-16,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62352,post24,2024-07-05,2026-07-04,0,0,2020-06-16,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62375,pre24,2022-07-05,2024-07-04,0,0,2020-06-26,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62375,post24,2024-07-05,2026-07-04,1,1,2020-06-26,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62399,pre24,2022-07-05,2024-07-04,0,0,2020-07-21,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62399,post24,2024-07-05,2026-07-04,1,1,2020-07-21,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62404,pre24,2022-07-05,2024-07-04,0,0,2020-11-18,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62404,post24,2024-07-05,2026-07-04,0,0,2020-11-18,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62427,pre24,2022-07-05,2024-07-04,1,1,2021-03-18,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62427,post24,2024-07-05,2026-07-04,0,0,2021-03-18,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62436,pre24,2022-07-05,2024-07-04,0,0,2021-03-16,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62436,post24,2024-07-05,2026-07-04,0,0,2021-03-16,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62443,pre24,2022-07-05,2024-07-04,19,1,2020-06-24,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62443,post24,2024-07-05,2026-07-04,2,1,2020-06-24,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62458,pre24,2022-07-05,2024-07-04,1,1,2020-09-29,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62458,post24,2024-07-05,2026-07-04,0,0,2020-09-29,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62462,pre24,2022-07-05,2024-07-04,0,0,2020-08-28,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62462,post24,2024-07-05,2026-07-04,0,0,2020-08-28,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62489,pre24,2022-07-05,2024-07-04,12,1,2020-10-08,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62489,post24,2024-07-05,2026-07-04,1,1,2020-10-08,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62491,pre24,2022-07-05,2024-07-04,5,1,2020-06-12,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62491,post24,2024-07-05,2026-07-04,0,0,2020-06-12,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62518,pre24,2022-07-05,2024-07-04,0,0,2021-01-29,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62518,post24,2024-07-05,2026-07-04,0,0,2021-01-29,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62525,pre24,2022-07-05,2024-07-04,6,1,2020-08-07,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62525,post24,2024-07-05,2026-07-04,1,1,2020-08-07,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62556,pre24,2022-07-05,2024-07-04,0,0,2020-05-04,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62556,post24,2024-07-05,2026-07-04,0,0,2020-05-04,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62594,pre24,2022-07-05,2024-07-04,0,0,2020-10-06,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62594,post24,2024-07-05,2026-07-04,3,1,2020-10-06,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62644,pre24,2022-07-05,2024-07-04,0,0,2021-05-04,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
62644,post24,2024-07-05,2026-07-04,0,0,2021-05-04,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
62659,pre24,2022-07-05,2024-07-04,0,0,2021-01-11,1,ALREADY_RAP_BOUND,C0,control,control,control,control
62659,post24,2024-07-05,2026-07-04,0,0,2021-01-11,1,ALREADY_RAP_BOUND,C0,control,control,control,control
62663,pre24,2022-07-05,2024-07-04,2,1,2020-07-27,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62663,post24,2024-07-05,2026-07-04,10,1,2020-07-27,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62685,pre24,2022-07-05,2024-07-04,0,0,2020-11-06,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
62685,post24,2024-07-05,2026-07-04,0,0,2020-11-06,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
62709,pre24,2022-07-05,2024-07-04,1,1,2020-05-19,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
62709,post24,2024-07-05,2026-07-04,2,1,2020-05-19,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
62713,pre24,2022-07-05,2024-07-04,0,0,2020-07-13,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62713,post24,2024-07-05,2026-07-04,0,0,2020-07-13,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62721,pre24,2022-07-05,2024-07-04,3,1,2020-08-25,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62721,post24,2024-07-05,2026-07-04,0,0,2020-08-25,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62745,pre24,2022-07-05,2024-07-04,0,0,2020-08-07,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
62745,post24,2024-07-05,2026-07-04,0,0,2020-08-07,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
62750,pre24,2022-07-05,2024-07-04,0,0,2021-03-22,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62750,post24,2024-07-05,2026-07-04,0,0,2021-03-22,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62766,pre24,2022-07-05,2024-07-04,0,0,2020-10-26,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
62766,post24,2024-07-05,2026-07-04,0,0,2020-10-26,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
62778,pre24,2022-07-05,2024-07-04,2,1,2020-11-25,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
62778,post24,2024-07-05,2026-07-04,1,1,2020-11-25,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
62797,pre24,2022-07-05,2024-07-04,2,1,2020-10-27,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
62797,post24,2024-07-05,2026-07-04,3,1,2020-10-27,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
62807,pre24,2022-07-05,2024-07-04,0,0,2021-01-21,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
62807,post24,2024-07-05,2026-07-04,0,0,2021-01-21,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
62811,pre24,2022-07-05,2024-07-04,0,0,2020-10-26,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62811,post24,2024-07-05,2026-07-04,6,1,2020-10-26,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62824,pre24,2022-07-05,2024-07-04,0,0,2020-08-19,1,ALREADY_RAP_BOUND,C0,control,control,control,control
62824,post24,2024-07-05,2026-07-04,1,1,2020-08-19,1,ALREADY_RAP_BOUND,C0,control,control,control,control
62848,pre24,2022-07-05,2024-07-04,5,1,2020-09-11,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62848,post24,2024-07-05,2026-07-04,2,1,2020-09-11,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62876,pre24,2022-07-05,2024-07-04,0,0,2021-09-01,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62876,post24,2024-07-05,2026-07-04,0,0,2021-09-01,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62895,pre24,2022-07-05,2024-07-04,0,0,2020-07-27,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
62895,post24,2024-07-05,2026-07-04,0,0,2020-07-27,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
62905,pre24,2022-07-05,2024-07-04,2,1,2020-07-27,1,ALREADY_RAP_BOUND,C0,control,control,control,control
62905,post24,2024-07-05,2026-07-04,2,1,2020-07-27,1,ALREADY_RAP_BOUND,C0,control,control,control,control
62914,pre24,2022-07-05,2024-07-04,0,0,2020-07-27,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62914,post24,2024-07-05,2026-07-04,0,0,2020-07-27,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62922,pre24,2022-07-05,2024-07-04,0,0,2021-12-14,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62922,post24,2024-07-05,2026-07-04,0,0,2021-12-14,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62933,pre24,2022-07-05,2024-07-04,0,0,2020-07-27,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
62933,post24,2024-07-05,2026-07-04,0,0,2020-07-27,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
62946,pre24,2022-07-05,2024-07-04,0,0,2020-07-16,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62946,post24,2024-07-05,2026-07-04,0,0,2020-07-16,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62979,pre24,2022-07-05,2024-07-04,0,0,2020-12-04,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
62979,post24,2024-07-05,2026-07-04,1,1,2020-12-04,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
62980,pre24,2022-07-05,2024-07-04,0,0,2021-02-16,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
62980,post24,2024-07-05,2026-07-04,0,0,2021-02-16,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63023,pre24,2022-07-05,2024-07-04,1,1,2021-03-08,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
63023,post24,2024-07-05,2026-07-04,0,0,2021-03-08,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
63047,pre24,2022-07-05,2024-07-04,0,0,2020-08-17,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63047,post24,2024-07-05,2026-07-04,1,1,2020-08-17,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63081,pre24,2022-07-05,2024-07-04,0,0,2020-08-27,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63081,post24,2024-07-05,2026-07-04,0,0,2020-08-27,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63099,pre24,2022-07-05,2024-07-04,3,1,2020-09-02,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63099,post24,2024-07-05,2026-07-04,1,1,2020-09-02,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63109,pre24,2022-07-05,2024-07-04,0,0,2020-06-15,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63109,post24,2024-07-05,2026-07-04,0,0,2020-06-15,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63113,pre24,2022-07-05,2024-07-04,0,0,2021-06-16,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
63113,post24,2024-07-05,2026-07-04,0,0,2021-06-16,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
63121,pre24,2022-07-05,2024-07-04,0,0,2020-07-17,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63121,post24,2024-07-05,2026-07-04,0,0,2020-07-17,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63132,pre24,2022-07-05,2024-07-04,0,0,2021-05-19,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63132,post24,2024-07-05,2026-07-04,0,0,2021-05-19,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63178,pre24,2022-07-05,2024-07-04,1,1,2020-09-02,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63178,post24,2024-07-05,2026-07-04,0,0,2020-09-02,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63204,pre24,2022-07-05,2024-07-04,0,0,2020-08-17,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
63204,post24,2024-07-05,2026-07-04,0,0,2020-08-17,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
63215,pre24,2022-07-05,2024-07-04,2,1,2020-11-26,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63215,post24,2024-07-05,2026-07-04,0,0,2020-11-26,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63258,pre24,2022-07-05,2024-07-04,0,0,2020-11-09,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63258,post24,2024-07-05,2026-07-04,0,0,2020-11-09,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63270,pre24,2022-07-05,2024-07-04,1,1,2020-07-28,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
63270,post24,2024-07-05,2026-07-04,0,0,2020-07-28,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
63291,pre24,2022-07-05,2024-07-04,0,0,2020-11-10,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63291,post24,2024-07-05,2026-07-04,0,0,2020-11-10,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63317,pre24,2022-07-05,2024-07-04,1,1,2020-07-13,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
63317,post24,2024-07-05,2026-07-04,0,0,2020-07-13,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
63338,pre24,2022-07-05,2024-07-04,0,0,2020-07-13,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63338,post24,2024-07-05,2026-07-04,0,0,2020-07-13,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63372,pre24,2022-07-05,2024-07-04,0,0,2021-02-08,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63372,post24,2024-07-05,2026-07-04,0,0,2021-02-08,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63393,pre24,2022-07-05,2024-07-04,0,0,2020-09-29,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63393,post24,2024-07-05,2026-07-04,0,0,2020-09-29,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63412,pre24,2022-07-05,2024-07-04,0,0,2020-09-17,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63412,post24,2024-07-05,2026-07-04,0,0,2020-09-17,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63454,pre24,2022-07-05,2024-07-04,32,1,2020-06-24,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63454,post24,2024-07-05,2026-07-04,30,1,2020-06-24,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63465,pre24,2022-07-05,2024-07-04,0,0,2020-07-13,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63465,post24,2024-07-05,2026-07-04,0,0,2020-07-13,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63483,pre24,2022-07-05,2024-07-04,0,0,2020-09-24,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63483,post24,2024-07-05,2026-07-04,1,1,2020-09-24,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63496,pre24,2022-07-05,2024-07-04,0,0,2021-01-25,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
63496,post24,2024-07-05,2026-07-04,0,0,2021-01-25,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
63505,pre24,2022-07-05,2024-07-04,0,0,2020-07-09,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
63505,post24,2024-07-05,2026-07-04,0,0,2020-07-09,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
63533,pre24,2022-07-05,2024-07-04,0,0,2020-08-27,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
63533,post24,2024-07-05,2026-07-04,1,1,2020-08-27,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
63546,pre24,2022-07-05,2024-07-04,0,0,2020-11-26,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63546,post24,2024-07-05,2026-07-04,0,0,2020-11-26,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63567,pre24,2022-07-05,2024-07-04,0,0,2021-02-16,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63567,post24,2024-07-05,2026-07-04,0,0,2021-02-16,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63630,pre24,2022-07-05,2024-07-04,0,0,2020-07-13,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
63630,post24,2024-07-05,2026-07-04,0,0,2020-07-13,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
63648,pre24,2022-07-05,2024-07-04,0,0,2021-01-12,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63648,post24,2024-07-05,2026-07-04,1,1,2021-01-12,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
63653,pre24,2022-07-05,2024-07-04,0,0,2021-03-01,1,MIXED,C1,excluded_mixed,control_overlap_original_mixed,control_overlap_original_mixed,control_overlap_original_mixed
