app_id,period,period_start,period_end,publication_count,any_publication,project_start_date,p1_existing_project_sample,original_stage3_classification,control_layer,regression_group_CONTROL_C0,regression_group_CONTROL_C01,regression_group_CONTROL_C03,regression_group_CONTROL_C05
134973,pre24,2022-07-05,2024-07-04,0,0,2023-11-21,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
134973,post24,2024-07-05,2026-07-04,1,1,2023-11-21,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
135082,pre24,2022-07-05,2024-07-04,0,0,2024-03-20,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
135082,post24,2024-07-05,2026-07-04,0,0,2024-03-20,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
135095,pre24,2022-07-05,2024-07-04,0,0,2024-01-18,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
135095,post24,2024-07-05,2026-07-04,0,0,2024-01-18,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
135105,pre24,2022-07-05,2024-07-04,0,0,2024-03-13,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
135105,post24,2024-07-05,2026-07-04,0,0,2024-03-13,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
135114,pre24,2022-07-05,2024-07-04,0,0,2023-11-01,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
135114,post24,2024-07-05,2026-07-04,2,1,2023-11-01,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
135122,pre24,2022-07-05,2024-07-04,0,0,2024-05-03,1,NEWLY_RAP_BOUND,C6,treated,treated,treated,treated
135122,post24,2024-07-05,2026-07-04,5,1,2024-05-03,1,NEWLY_RAP_BOUND,C6,treated,treated,treated,treated
135180,pre24,2022-07-05,2024-07-04,0,0,2023-12-13,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
135180,post24,2024-07-05,2026-07-04,0,0,2023-12-13,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
135198,pre24,2022-07-05,2024-07-04,0,0,2023-11-08,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
135198,post24,2024-07-05,2026-07-04,0,0,2023-11-08,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
135200,pre24,2022-07-05,2024-07-04,0,0,2024-03-21,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
135200,post24,2024-07-05,2026-07-04,2,1,2024-03-21,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
135216,pre24,2022-07-05,2024-07-04,0,0,2024-04-10,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
135216,post24,2024-07-05,2026-07-04,0,0,2024-04-10,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
135228,pre24,2022-07-05,2024-07-04,0,0,2026-01-15,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
135228,post24,2024-07-05,2026-07-04,0,0,2026-01-15,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
135237,pre24,2022-07-05,2024-07-04,0,0,2024-01-31,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
135237,post24,2024-07-05,2026-07-04,3,1,2024-01-31,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
135387,pre24,2022-07-05,2024-07-04,0,0,2024-04-30,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
135387,post24,2024-07-05,2026-07-04,0,0,2024-04-30,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
135872,pre24,2022-07-05,2024-07-04,0,0,2024-04-10,1,MIXED,C1,excluded_mixed,control_overlap_original_mixed,control_overlap_original_mixed,control_overlap_original_mixed
135872,post24,2024-07-05,2026-07-04,0,0,2024-04-10,1,MIXED,C1,excluded_mixed,control_overlap_original_mixed,control_overlap_original_mixed,control_overlap_original_mixed
136201,pre24,2022-07-05,2024-07-04,0,0,2025-12-04,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
136201,post24,2024-07-05,2026-07-04,0,0,2025-12-04,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
136530,pre24,2022-07-05,2024-07-04,0,0,2024-04-23,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
136530,post24,2024-07-05,2026-07-04,0,0,2024-04-23,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
137528,pre24,2022-07-05,2024-07-04,0,0,2024-01-03,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
137528,post24,2024-07-05,2026-07-04,1,1,2024-01-03,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
137851,pre24,2022-07-05,2024-07-04,0,0,2024-01-10,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
137851,post24,2024-07-05,2026-07-04,1,1,2024-01-10,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
138512,pre24,2022-07-05,2024-07-04,0,0,2024-10-03,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
138512,post24,2024-07-05,2026-07-04,0,0,2024-10-03,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
139174,pre24,2022-07-05,2024-07-04,0,0,2025-05-03,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
139174,post24,2024-07-05,2026-07-04,0,0,2025-05-03,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
139525,pre24,2022-07-05,2024-07-04,0,0,2024-03-21,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
139525,post24,2024-07-05,2026-07-04,1,1,2024-03-21,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
139541,pre24,2022-07-05,2024-07-04,0,0,2024-11-05,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
139541,post24,2024-07-05,2026-07-04,0,0,2024-11-05,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
139830,pre24,2022-07-05,2024-07-04,0,0,2025-10-14,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
139830,post24,2024-07-05,2026-07-04,0,0,2025-10-14,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
140043,pre24,2022-07-05,2024-07-04,0,0,2024-03-20,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
140043,post24,2024-07-05,2026-07-04,0,0,2024-03-20,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
140070,pre24,2022-07-05,2024-07-04,0,0,2023-12-06,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
140070,post24,2024-07-05,2026-07-04,0,0,2023-12-06,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
140089,pre24,2022-07-05,2024-07-04,0,0,2024-05-10,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
140089,post24,2024-07-05,2026-07-04,0,0,2024-05-10,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
140494,pre24,2022-07-05,2024-07-04,0,0,2024-12-04,0,MIXED,C1,excluded_mixed,control_overlap_original_mixed,control_overlap_original_mixed,control_overlap_original_mixed
140494,post24,2024-07-05,2026-07-04,1,1,2024-12-04,0,MIXED,C1,excluded_mixed,control_overlap_original_mixed,control_overlap_original_mixed,control_overlap_original_mixed
140822,pre24,2022-07-05,2024-07-04,0,0,2024-04-04,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
140822,post24,2024-07-05,2026-07-04,1,1,2024-04-04,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
140851,pre24,2022-07-05,2024-07-04,0,0,2023-11-08,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
140851,post24,2024-07-05,2026-07-04,9,1,2023-11-08,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
141156,pre24,2022-07-05,2024-07-04,0,0,2023-10-27,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
141156,post24,2024-07-05,2026-07-04,0,0,2023-10-27,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
141269,pre24,2022-07-05,2024-07-04,0,0,2024-11-05,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
141269,post24,2024-07-05,2026-07-04,1,1,2024-11-05,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
141517,pre24,2022-07-05,2024-07-04,0,0,2023-11-08,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
141517,post24,2024-07-05,2026-07-04,0,0,2023-11-08,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
141529,pre24,2022-07-05,2024-07-04,0,0,2024-03-20,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
141529,post24,2024-07-05,2026-07-04,1,1,2024-03-20,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
141538,pre24,2022-07-05,2024-07-04,0,0,2024-12-04,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
141538,post24,2024-07-05,2026-07-04,0,0,2024-12-04,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
142292,pre24,2022-07-05,2024-07-04,0,0,2023-11-22,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
142292,post24,2024-07-05,2026-07-04,0,0,2023-11-22,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
142318,pre24,2022-07-05,2024-07-04,0,0,2024-04-30,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
142318,post24,2024-07-05,2026-07-04,0,0,2024-04-30,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
142325,pre24,2022-07-05,2024-07-04,0,0,2024-05-08,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
142325,post24,2024-07-05,2026-07-04,0,0,2024-05-08,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
142339,pre24,2022-07-05,2024-07-04,0,0,2023-11-15,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
142339,post24,2024-07-05,2026-07-04,0,0,2023-11-15,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
142341,pre24,2022-07-05,2024-07-04,0,0,2025-07-31,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
142341,post24,2024-07-05,2026-07-04,0,0,2025-07-31,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
142478,pre24,2022-07-05,2024-07-04,0,0,2024-03-01,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
142478,post24,2024-07-05,2026-07-04,0,0,2024-03-01,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
142829,pre24,2022-07-05,2024-07-04,0,0,2025-09-04,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
142829,post24,2024-07-05,2026-07-04,0,0,2025-09-04,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
142838,pre24,2022-07-05,2024-07-04,0,0,2024-11-25,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
142838,post24,2024-07-05,2026-07-04,0,0,2024-11-25,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
143136,pre24,2022-07-05,2024-07-04,1,1,2023-12-05,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
143136,post24,2024-07-05,2026-07-04,4,1,2023-12-05,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
143143,pre24,2022-07-05,2024-07-04,0,0,2024-01-18,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
143143,post24,2024-07-05,2026-07-04,1,1,2024-01-18,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
143463,pre24,2022-07-05,2024-07-04,0,0,2024-01-04,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
143463,post24,2024-07-05,2026-07-04,3,1,2024-01-04,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
143798,pre24,2022-07-05,2024-07-04,0,0,2024-04-05,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
143798,post24,2024-07-05,2026-07-04,5,1,2024-04-05,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
144785,pre24,2022-07-05,2024-07-04,0,0,2024-01-04,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
144785,post24,2024-07-05,2026-07-04,0,0,2024-01-04,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
144802,pre24,2022-07-05,2024-07-04,0,0,2025-02-05,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
144802,post24,2024-07-05,2026-07-04,0,0,2025-02-05,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
144825,pre24,2022-07-05,2024-07-04,0,0,2023-12-05,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
144825,post24,2024-07-05,2026-07-04,0,0,2023-12-05,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
144839,pre24,2022-07-05,2024-07-04,0,0,2023-11-22,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
144839,post24,2024-07-05,2026-07-04,1,1,2023-11-22,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
144841,pre24,2022-07-05,2024-07-04,0,0,2024-11-11,0,MIXED,C1,excluded_mixed,control_overlap_original_mixed,control_overlap_original_mixed,control_overlap_original_mixed
144841,post24,2024-07-05,2026-07-04,0,0,2024-11-11,0,MIXED,C1,excluded_mixed,control_overlap_original_mixed,control_overlap_original_mixed,control_overlap_original_mixed
144856,pre24,2022-07-05,2024-07-04,0,0,2024-10-03,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
144856,post24,2024-07-05,2026-07-04,0,0,2024-10-03,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
144873,pre24,2022-07-05,2024-07-04,0,0,2024-04-04,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
144873,post24,2024-07-05,2026-07-04,0,0,2024-04-04,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
144894,pre24,2022-07-05,2024-07-04,0,0,2023-12-12,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
144894,post24,2024-07-05,2026-07-04,4,1,2023-12-12,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
144904,pre24,2022-07-05,2024-07-04,0,0,2024-01-04,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
144904,post24,2024-07-05,2026-07-04,9,1,2024-01-04,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
144915,pre24,2022-07-05,2024-07-04,0,0,2024-01-26,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
144915,post24,2024-07-05,2026-07-04,0,0,2024-01-26,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
144927,pre24,2022-07-05,2024-07-04,0,0,2023-11-30,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
144927,post24,2024-07-05,2026-07-04,1,1,2023-11-30,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
144943,pre24,2022-07-05,2024-07-04,0,0,2024-03-13,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
144943,post24,2024-07-05,2026-07-04,2,1,2024-03-13,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
145111,pre24,2022-07-05,2024-07-04,0,0,2025-06-27,0,NEWLY_RAP_BOUND,C3,treated,treated,control_overlap_original_newly_rap_bound,control_overlap_original_newly_rap_bound
145111,post24,2024-07-05,2026-07-04,0,0,2025-06-27,0,NEWLY_RAP_BOUND,C3,treated,treated,control_overlap_original_newly_rap_bound,control_overlap_original_newly_rap_bound
145447,pre24,2022-07-05,2024-07-04,0,0,2024-04-30,1,NEWLY_RAP_BOUND,C6,treated,treated,treated,treated
145447,post24,2024-07-05,2026-07-04,3,1,2024-04-30,1,NEWLY_RAP_BOUND,C6,treated,treated,treated,treated
145452,pre24,2022-07-05,2024-07-04,0,0,2024-01-26,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
145452,post24,2024-07-05,2026-07-04,0,0,2024-01-26,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
145772,pre24,2022-07-05,2024-07-04,0,0,2023-11-29,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
145772,post24,2024-07-05,2026-07-04,1,1,2023-11-29,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
145786,pre24,2022-07-05,2024-07-04,0,0,2024-01-31,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
145786,post24,2024-07-05,2026-07-04,0,0,2024-01-31,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
145803,pre24,2022-07-05,2024-07-04,0,0,2024-02-05,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
145803,post24,2024-07-05,2026-07-04,0,0,2024-02-05,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
145819,pre24,2022-07-05,2024-07-04,0,0,2024-02-15,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
145819,post24,2024-07-05,2026-07-04,1,1,2024-02-15,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
145826,pre24,2022-07-05,2024-07-04,0,0,2025-06-12,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
145826,post24,2024-07-05,2026-07-04,0,0,2025-06-12,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
145857,pre24,2022-07-05,2024-07-04,0,0,2024-10-30,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
145857,post24,2024-07-05,2026-07-04,0,0,2024-10-30,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
145861,pre24,2022-07-05,2024-07-04,0,0,2023-12-12,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
145861,post24,2024-07-05,2026-07-04,0,0,2023-12-12,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
145888,pre24,2022-07-05,2024-07-04,0,0,2024-03-07,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
145888,post24,2024-07-05,2026-07-04,0,0,2024-03-07,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
145928,pre24,2022-07-05,2024-07-04,0,0,2024-02-27,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
145928,post24,2024-07-05,2026-07-04,0,0,2024-02-27,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
145937,pre24,2022-07-05,2024-07-04,0,0,2024-01-17,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
145937,post24,2024-07-05,2026-07-04,8,1,2024-01-17,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
145944,pre24,2022-07-05,2024-07-04,0,0,2024-02-14,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
145944,post24,2024-07-05,2026-07-04,0,0,2024-02-14,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
146005,pre24,2022-07-05,2024-07-04,0,0,2024-02-28,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
146005,post24,2024-07-05,2026-07-04,0,0,2024-02-28,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
146022,pre24,2022-07-05,2024-07-04,0,0,2024-04-30,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
146022,post24,2024-07-05,2026-07-04,0,0,2024-04-30,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
146067,pre24,2022-07-05,2024-07-04,0,0,2024-10-15,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
146067,post24,2024-07-05,2026-07-04,0,0,2024-10-15,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
146079,pre24,2022-07-05,2024-07-04,0,0,2024-02-27,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
146079,post24,2024-07-05,2026-07-04,0,0,2024-02-27,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
146098,pre24,2022-07-05,2024-07-04,0,0,2024-03-21,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
146098,post24,2024-07-05,2026-07-04,0,0,2024-03-21,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
146108,pre24,2022-07-05,2024-07-04,0,0,2024-01-24,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
146108,post24,2024-07-05,2026-07-04,1,1,2024-01-24,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
146430,pre24,2022-07-05,2024-07-04,0,0,2024-02-28,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
146430,post24,2024-07-05,2026-07-04,3,1,2024-02-28,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
146760,pre24,2022-07-05,2024-07-04,0,0,2024-01-09,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
146760,post24,2024-07-05,2026-07-04,1,1,2024-01-09,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
147093,pre24,2022-07-05,2024-07-04,0,0,2024-01-26,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
147093,post24,2024-07-05,2026-07-04,2,1,2024-01-26,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
147103,pre24,2022-07-05,2024-07-04,0,0,2024-11-26,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
147103,post24,2024-07-05,2026-07-04,0,0,2024-11-26,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
147427,pre24,2022-07-05,2024-07-04,0,0,2024-01-22,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
147427,post24,2024-07-05,2026-07-04,6,1,2024-01-22,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
147766,pre24,2022-07-05,2024-07-04,0,0,2023-12-05,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
147766,post24,2024-07-05,2026-07-04,5,1,2023-12-05,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
147784,pre24,2022-07-05,2024-07-04,0,0,2024-01-03,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
147784,post24,2024-07-05,2026-07-04,1,1,2024-01-03,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
147797,pre24,2022-07-05,2024-07-04,0,0,2025-03-21,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
147797,post24,2024-07-05,2026-07-04,0,0,2025-03-21,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
147811,pre24,2022-07-05,2024-07-04,0,0,2023-11-22,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
147811,post24,2024-07-05,2026-07-04,1,1,2023-11-22,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
147824,pre24,2022-07-05,2024-07-04,0,0,2024-04-04,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
147824,post24,2024-07-05,2026-07-04,0,0,2024-04-04,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
147830,pre24,2022-07-05,2024-07-04,0,0,2024-10-23,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
147830,post24,2024-07-05,2026-07-04,0,0,2024-10-23,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
147848,pre24,2022-07-05,2024-07-04,0,0,2024-07-01,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
147848,post24,2024-07-05,2026-07-04,0,0,2024-07-01,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
147905,pre24,2022-07-05,2024-07-04,0,0,2024-01-24,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
147905,post24,2024-07-05,2026-07-04,1,1,2024-01-24,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
148742,pre24,2022-07-05,2024-07-04,0,0,2023-11-21,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
148742,post24,2024-07-05,2026-07-04,4,1,2023-11-21,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
148757,pre24,2022-07-05,2024-07-04,0,0,2024-02-27,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
148757,post24,2024-07-05,2026-07-04,0,0,2024-02-27,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
148761,pre24,2022-07-05,2024-07-04,0,0,2024-12-17,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
148761,post24,2024-07-05,2026-07-04,0,0,2024-12-17,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
148788,pre24,2022-07-05,2024-07-04,0,0,2023-11-21,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
148788,post24,2024-07-05,2026-07-04,0,0,2023-11-21,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
148816,pre24,2022-07-05,2024-07-04,0,0,2024-11-19,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
148816,post24,2024-07-05,2026-07-04,1,1,2024-11-19,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
148828,pre24,2022-07-05,2024-07-04,1,1,2024-01-04,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
148828,post24,2024-07-05,2026-07-04,0,0,2024-01-04,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
148859,pre24,2022-07-05,2024-07-04,0,0,2024-05-01,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
148859,post24,2024-07-05,2026-07-04,0,0,2024-05-01,1,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
148863,pre24,2022-07-05,2024-07-04,0,0,2024-03-07,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
148863,post24,2024-07-05,2026-07-04,1,1,2024-03-07,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
148871,pre24,2022-07-05,2024-07-04,0,0,2024-03-13,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
148871,post24,2024-07-05,2026-07-04,0,0,2024-03-13,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
148885,pre24,2022-07-05,2024-07-04,0,0,2024-01-04,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
148885,post24,2024-07-05,2026-07-04,1,1,2024-01-04,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
148925,pre24,2022-07-05,2024-07-04,0,0,2025-04-28,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
148925,post24,2024-07-05,2026-07-04,0,0,2025-04-28,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
149074,pre24,2022-07-05,2024-07-04,0,0,2024-05-02,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
149074,post24,2024-07-05,2026-07-04,0,0,2024-05-02,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
149401,pre24,2022-07-05,2024-07-04,0,0,2024-10-03,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
149401,post24,2024-07-05,2026-07-04,0,0,2024-10-03,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
149734,pre24,2022-07-05,2024-07-04,0,0,2024-04-04,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
149734,post24,2024-07-05,2026-07-04,0,0,2024-04-04,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
150061,pre24,2022-07-05,2024-07-04,0,0,2024-01-30,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
150061,post24,2024-07-05,2026-07-04,0,0,2024-01-30,1,NEWLY_RAP_BOUND,,treated,treated,treated,treated
